command,text_orig,key,is_skippable,fit_mode,time,intro,volume,fadetime,a,r,g,b,block,image,screenadapt,name,name2,focus,duration,xstrength,ystrength,vibrato,randomness,fadeout,x,y,xScale,yScale,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,index,text,jp_text,jp_name,text_match
name,呼......呵。,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,173,呼......呵。,フッ……はあ。,皇帝内衛？,True
character,,,,,,,,,,,,,,,,avg_npc_080,,,,,,,,,,,,,,,,,174,,,,False
name,......你，你......,,,,,,,,,,,,,,,感染者,,,,,,,,,,,,,,,,,175,......你，你......,……おまえ、君……,感染者,True
name,救......救......,,,,,,,,,,,,,,,感染者,,,,,,,,,,,,,,,,,176,救......救......,助けて……助けて……,感染者,True
character,,,,,,,,,,,,,,,,avg_npc_080,avg_npc_058,2,,,,,,,,,,,,,,,177,,,,False
name,不准逃！,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,178,不准逃！,逃げるな！,盾衛,True
name,一个都不准走！你逃，只会死！,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,179,一个都不准走！你逃，只会死！,誰一人逃がさない！逃げれば死ぬだけだ！,盾衛,True
character,,,,,,,,,,,,,,,,avg_npc_080,avg_npc_058,1,,,,,,,,,,,,,,,180,,,,False
name,可这东西，这东西不是人！我们怎么能——,,,,,,,,,,,,,,,感染者,,,,,,,,,,,,,,,,,181,可这东西，这东西不是人！我们怎么能——,でもあいつは、人間じゃない！どうやって戦うんだ——,感染者,True
character,,,,,,,,,,,,,,,,avg_npc_080,avg_npc_058,2,,,,,,,,,,,,,,,182,,,,False
name,谁逃就杀了谁！,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,183,谁逃就杀了谁！,逃げる奴は皆殺しだ！,盾衛,True
character,,,,,,,,,,,,,,,,avg_npc_080,avg_npc_058,1,,,,,,,,,,,,,,,184,,,,False
name,啊？！,,,,,,,,,,,,,,,感染者,,,,,,,,,,,,,,,,,185,啊？！,あっ？！,感染者,True
character,,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,186,,,,False
name,你们的命已经和其他人的命捆在一起了，防线崩溃大家就都得死！！,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,187,你们的命已经和其他人的命捆在一起了，防线崩溃大家就都得死！！,お前たちの命は皆の命と繋がっている。防御線が崩れれば、みんな死ぬ！！,盾衛,True
name,他们没你们想的那么可怕，他们也是肉体凡躯！就算是皇帝内卫也没法轻易打穿我们这么几个盾卫一层又一层的防御......,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,188,他们没你们想的那么可怕，他们也是肉体凡躯！就算是皇帝内卫也没法轻易打穿我们这么几个盾卫一层又一层的防御......,彼らはお前たちが思うほど怖くない。彼らも肉体のある凡人だ。皇帝内衛であっても、こんな盾衛数人の防御を簡単に突破はできない……,盾衛,True
name,......但你们要是害怕了，你们就是他们的突破口，你们就是他们第一个下手的！,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,189,......但你们要是害怕了，你们就是他们的突破口，你们就是他们第一个下手的！,……だが怯えたらお前たちが突破口になり、第一に狙われる！,盾衛,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,190,,,,False
name,同作为乌萨斯的强大武力，盾卫却选择与我们对抗，与感染者为伍，愚昧至斯。,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,191,同作为乌萨斯的强大武力，盾卫却选择与我们对抗，与感染者为伍，愚昧至斯。,ウサスの強大な武力でありながら盾衛は我々と対抗し、感染者に肩入れする。愚かと言うほかない。,皇帝内衛？,True
name,这个时代的确不幸。,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,192,这个时代的确不幸。,確かにこの時代は不幸だ。,皇帝内衛？,True
character,,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,193,,,,False
name,他要抽刀了！盾卫们，举盾！！架住！,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,194,他要抽刀了！盾卫们，举盾！！架住！,奴が刀を抜くぞ！盾衛たち、盾を掲げろ！！受け止めろ！,盾衛,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,195,,,,False
name,......,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,196,......,……,皇帝内衛？,True
character,,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,197,,,,False
name,......,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,198,......,……,盾衛,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,199,,,,False
name,嘶......呼......,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,200,嘶......呼......,シ――……フ――……,皇帝内衛？,True
character,,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,201,,,,False
name,......他......没攻过来？,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,202,......他......没攻过来？,……あいつは……攻撃してこなかった？,盾衛,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,203,,,,False
name,......焦灼的气味。,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,204,......焦灼的气味。,……焦げつく匂いだ。,皇帝内衛？,True
character,,,,,,,,,,,,,,,,avg_npc_080,,,,,,,,,,,,,,,,,205,,,,False
name,啊......身体暖和起来了......？,,,,,,,,,,,,,,,感染者,,,,,,,,,,,,,,,,,206,啊......身体暖和起来了......？,ああ……体が暖かくなってきた……？,感染者,True
name,——难道，难道，是她来了！,,,,,,,,,,,,,,,感染者,,,,,,,,,,,,,,,,,207,——难道，难道，是她来了！,——もしかして、もしかして、彼女が来たのか！,感染者,True
name,她来了！来了！放轻松，她来了！就算是巫怪也会被她烧成灰！,,,,,,,,,,,,,,,感染者,,,,,,,,,,,,,,,,,208,她来了！来了！放轻松，她来了！就算是巫怪也会被她烧成灰！,彼女が来た！来た！落ち着け、彼女が来たんだ！ブグリだって焼き尽くす！,感染者,True
character,,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,209,,,,False
name,......别大意！皇帝内卫可不是......,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,210,......别大意！皇帝内卫可不是......,……油断するな！皇帝内衛がただものでは……,盾衛,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,False
name,你想带走谁的什么？！,,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,213,你想带走谁的什么？！,おまえは誰の何を連れて行こうとしている？！,？？？,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,214,,,,False
name,呼......,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,215,呼......,フッ……,皇帝内衛？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,,,False
name,你伤害了我们的同胞。你想用暴力解决问题，那我们也用暴力——,,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,218,你伤害了我们的同胞。你想用暴力解决问题，那我们也用暴力——,おまえは我々の仲間を傷つけた。暴力で問題を解決しようとしているなら、我々も暴力を用いる——,？？？,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,False
playsound,,$d_gen_walk_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,False
character,,,,,,,,1,,,,,true,,,avg_npc_078#4,,,,,,,,,,,,,,,,,221,,,,False
delay,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,,,,False
name,用暴力——,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,223,用暴力——,暴力で——,タルラ,True
name,......,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,224,......,……,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,225,,,,False
name,看见你了。,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,226,看见你了。,おまえを見た。,皇帝内衛？,True
playsound,,$d_gen_transmissionget,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,False
name,3，7，22，36。 【密语】，【密语】。,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,228,3，7，22，36。 【密语】，【密语】。,3、7、22、36。【密語】、【密語】。,皇帝内衛？,True
character,,,,,,,,,,,,,,,,avg_npc_078#4,,,,,,,,,,,,,,,,,229,,,,False
name,......为什么乌萨斯的皇帝内卫......会在这里！,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,230,......为什么乌萨斯的皇帝内卫......会在这里！,……なぜウサスの皇帝内衛が……ここにいるのですか！,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,231,,,,False
name,呼......,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,232,呼......,フッ……,皇帝内衛？,True
character,,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,233,,,,False
name,塔露拉......你不该先来。你该让大尉先赶过来......！,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,234,塔露拉......你不该先来。你该让大尉先赶过来......！,タルラ……おまえは先に来るべきではなかった。大尉を先に呼ぶべきだ……！,盾衛,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,235,,,,False
name,你想知道我们出现在这的理由。,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,236,你想知道我们出现在这的理由。,我々がここに現れた理由を知りたいのだろう。,皇帝内衛？,True
name,理由是，我们在找你，公爵的女儿。我们需要评估现状。,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,237,理由是，我们在找你，公爵的女儿。我们需要评估现状。,理由は、おまえを探しているからだ、公爵の娘よ。現状を評価する必要がある。,皇帝内衛？,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,,,,False
character,,,,,,,,,,,,,,,,avg_npc_078#4,,,,,,,,,,,,,,,,,240,,,,False
name,你说什么？,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,241,你说什么？,何を言っているの？,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,242,,,,False
name,公爵的女儿。谨记，凭你的身份，你应以更文明的词汇称呼我们。,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,243,公爵的女儿。谨记，凭你的身份，你应以更文明的词汇称呼我们。,公爵の娘よ。身分をわきまえ、もっと丁寧な言葉で我々に話すべきだ。,皇帝内衛？,True
character,,,,,,,,,,,,,,,,avg_npc_080,,,,,,,,,,,,,,,,,244,,,,False
name,啊？,,,,,,,,,,,,,,,感染者,,,,,,,,,,,,,,,,,245,啊？,あれ？,感染者,True
character,,,,,,,,,,,,,,,,avg_npc_078#4,,,,,,,,,,,,,,,,,246,,,,False
name,......你说谁是谁的女儿？,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,247,......你说谁是谁的女儿？,……誰が誰の娘だって言ったの？,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,248,,,,False
name,你有妄图否认的事实。,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,249,你有妄图否认的事实。,否定したくても否定できない事実がある。,皇帝内衛？,True
character,,,,,,,,,,,,,,,,avg_npc_078#4,,,,,,,,,,,,,,,,,250,,,,False
name,我怎么可能是条蛇的女儿？！,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,251,我怎么可能是条蛇的女儿？！,どうして私が蛇の娘であるはずがあるの？！,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,252,,,,False
name,愤怒。出自懊恼的愤怒......想要逃避事实。,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,253,愤怒。出自懊恼的愤怒......想要逃避事实。,怒り……悔恨からの怒りだ……事実から目を背けている。,皇帝内衛？,True
character,,,,,,,,,,,,,,,,avg_npc_078#4,,,,,,,,,,,,,,,,,254,,,,False
name,“皇帝的利刃”......呸！你今天来这里是想要嘲弄我？还是想要杀掉我？！,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,255,“皇帝的利刃”......呸！你今天来这里是想要嘲弄我？还是想要杀掉我？！,「皇帝の刃」……ふん！今日ここに来たのは私を嘲笑うためか？それとも殺すためか？！,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,256,,,,False
name,嘶。,,,,,,,,,,,,,,,皇帝内卫？,,,,,,,,,,,,,,,,,257,嘶。,シッ。,皇帝内衛？,True
character,,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,258,,,,False
name,——护卫塔露拉！,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,259,——护卫塔露拉！,——タルラを護衛せよ！,盾衛,True
name,（兄弟们！内卫再厉害也只有一个，有塔露拉做主攻和指挥，我们扛住，只要你们支援上来，我们一定能......）,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,260,（兄弟们！内卫再厉害也只有一个，有塔露拉做主攻和指挥，我们扛住，只要你们支援上来，我们一定能......）,（兄弟たち！内衛は一人だけだ。タルラが主攻と指揮をしてくれる、我々が耐えれば、支援があればきっと……）,盾衛,True
name,（......感染者兄弟？）,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,261,（......感染者兄弟？）,（……感染者の兄弟たち？）,盾衛,True
character,,,,,,,,,,,,,,,,avg_npc_080,,,,,,,,,,,,,,,,,262,,,,False
name,......,,,,,,,,,,,,,,,感染者,,,,,,,,,,,,,,,,,263,......,……,感染者,True
name,（公爵的女儿是什么意思？）,,,,,,,,,,,,,,,感染者,,,,,,,,,,,,,,,,,264,（公爵的女儿是什么意思？）,（公爵の娘ってどういう意味？）,感染者,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,265,,,,False
name,嘶。,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,266,嘶。,シッ。,「皇帝の刃」,True
name,你没有向他们如实宣告你的真实身份。,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,267,你没有向他们如实宣告你的真实身份。,おまえは彼らに本当の身分を告げてはいない。,「皇帝の刃」,True
name,这也是你的计划？,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,268,这也是你的计划？,それがおまえの計画というわけか？,「皇帝の刃」,True
character,,,,,,,,,,,,,,,,avg_npc_080,,,,,,,,,,,,,,,,,269,,,,False
name,......什么......计划？,,,,,,,,,,,,,,,感染者,,,,,,,,,,,,,,,,,270,......什么......计划？,……何の……計画だ？,感染者,True
character,,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,271,,,,False
name,你在污辱谁？！,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,272,你在污辱谁？！,誰を侮辱しているんだ？！,盾衛,True
character,,,,,,,,,,,,,,,,avg_npc_078#4,,,,,,,,,,,,,,,,,273,,,,False
name,挑拨也要看人，刽子手。所有人共同的事业和我的身份间没有任何关系。,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,274,挑拨也要看人，刽子手。所有人共同的事业和我的身份间没有任何关系。,扇動するにも相手を選べ、処刑人。皆の共通の事業と私の身分は何の関係もない。,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,275,,,,False
name,挑拨这个行为只能用以针对信任。你与他们之间存在信任关系一事，存疑。,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,276,挑拨这个行为只能用以针对信任。你与他们之间存在信任关系一事，存疑。,扇動は信頼に対して用いる行為だ。おまえと彼らの間に信頼関係があるかは疑わしい。,「皇帝の刃」,True
name,我只能假设，假设......你认定，在他们知道你的身份后，依然会信任你。,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,277,我只能假设，假设......你认定，在他们知道你的身份后，依然会信任你。,推測するに……おまえは彼らが身分を知ってもなお信頼すると認めているのだろう。,「皇帝の刃」,True
character,,,,,,,,,,,,,,,,avg_npc_078#4,,,,,,,,,,,,,,,,,278,,,,False
name,一个为乌萨斯帝国暗地里实施屠杀的蒙面恶棍？这里没人需要他来评判。,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,279,一个为乌萨斯帝国暗地里实施屠杀的蒙面恶棍？这里没人需要他来评判。,ウサス帝国の闇で虐殺を行う覆面の悪党？誰も彼に裁きを求めていません。,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,280,,,,False
name,你的语言很激烈......也很自信。,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,281,你的语言很激烈......也很自信。,おまえの言葉は激しい……そして自信に満ちている。,「皇帝の刃」,True
name,如果这也符合你的安排......那么，我需要重估现下的局势。,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,282,如果这也符合你的安排......那么，我需要重估现下的局势。,これも計画の一部なら……今の状況を再評価せねばならんな。,「皇帝の刃」,True
name,就此告别。请记住，我们与他们有共同点。,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,283,就此告别。请记住，我们与他们有共同点。,これで別れだ。我々と彼らには共通点があることを忘れるな。,「皇帝の刃」,True
name,对你抱着不信任的态度这点，是我与你身边人的共通处。即使是一小点我们的信任，你也应该用行为去争取。,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,284,对你抱着不信任的态度这点，是我与你身边人的共通处。即使是一小点我们的信任，你也应该用行为去争取。,おまえに不信感を持っているのは私とおまえの身近な者の共通点だ。わずかでも我々の信頼を得たいなら、行動で示せ。,「皇帝の刃」,True
character,,,,,,,,,,,,,,,,avg_npc_078#4,,,,,,,,,,,,,,,,,285,,,,False
name,......,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,286,......,……,タルラ,True
name,停下。,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,287,停下。,止まれ。,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,288,,,,False
name,嘶......你有疑问。,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,289,嘶......你有疑问。,シッ……疑いがあるな。,「皇帝の刃」,True
character,,,,,,,,,,,,,,,,avg_npc_078#4,,,,,,,,,,,,,,,,,290,,,,False
name,你伤害了我的同胞。你知道我们在这里。,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,291,你伤害了我的同胞。你知道我们在这里。,おまえは私の仲間を傷つけた。私たちがここにいることを知っている。,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,292,,,,False
name,什么......我是否误解了你的表达。,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,293,什么......我是否误解了你的表达。,何……君の言い分を誤解しているかもしれん。,「皇帝の刃」,True
character,,,,,,,,,,,,,,,,avg_npc_078#4,,,,,,,,,,,,,,,,,294,,,,False
name,你想回去向谁告密？,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,295,你想回去向谁告密？,おまえは誰に密告しようとしている？,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,296,,,,False
name,呼......,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,297,呼......,ふう……,「皇帝の刃」,True
name,哪一个秘密？,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,298,哪一个秘密？,どの秘密だ？,「皇帝の刃」,True
character,,,,,,,,,,,,,,,,avg_npc_078#4,,,,,,,,,,,,,,,,,299,,,,False
name,战士们，我们不能让他暴露我们的位置。,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,300,战士们，我们不能让他暴露我们的位置。,戦士たち、彼に我々の位置を明かさせてはならない。,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_058,avg_npc_078#4,1,,,,,,,,,,,,,,,301,,,,False
name,(塔露拉，你有信心......打赢内卫吗？),,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,302,(塔露拉，你有信心......打赢内卫吗？),（タルラ、内衛に勝てる自信はあるのか？）,盾衛,True
character,,,,,,,,,,,,,,,,avg_npc_058,avg_npc_078#4,2,,,,,,,,,,,,,,,303,,,,False
name,(不这么做我们只可能损失更多......接连而来的纠察队甚至是帝国军人，只会让我们损失惨重！),,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,304,(不这么做我们只可能损失更多......接连而来的纠察队甚至是帝国军人，只会让我们损失惨重！),（そうしなければ更に多くを失うだけだ……続く巡察隊や帝国兵が来たら損害は拡大する！）,タルラ,True
name,(皇帝内卫想要对我们的行动做出反应也是需要时间的。),,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,305,(皇帝内卫想要对我们的行动做出反应也是需要时间的。),（皇帝内衛が我々の動きに反応するのにも時間はかかる。）,タルラ,True
name,(只有迅速控制住面前的敌人，我们才能在撤退与深入两者间做出选择。想要有得选，就得当机立断！),,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,306,(只有迅速控制住面前的敌人，我们才能在撤退与深入两者间做出选择。想要有得选，就得当机立断！),（目の前の敵を迅速に制圧してこそ、撤退か突入かの選択ができる。選択肢が欲しければ即断即決せよ！）,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_078#4,,,,,,,,,,,,,,,,,307,,,,False
name,而且，尽管我们应当小心，我们却没理由畏惧他。他只是恐怖的代言人，而恐怖在对不公的愤怒面前不堪一击。,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,308,而且，尽管我们应当小心，我们却没理由畏惧他。他只是恐怖的代言人，而恐怖在对不公的愤怒面前不堪一击。,それに、注意は必要だが恐れる理由はありません。彼は恐怖の代弁者に過ぎず、不正への怒りの前には恐怖は脆いのです。,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,309,,,,False
name,——对，游击队没理由害怕这些帝国的杀手！,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,310,——对，游击队没理由害怕这些帝国的杀手！,——そうだ、ゲリラは帝国の殺し屋を恐れるな！,盾衛,True
name,畏畏缩缩的还算感染者的盾与枪吗？一个人再怎么样也不是团结起来的我们的对手！他只是一个刽子手而已！,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,311,畏畏缩缩的还算感染者的盾与枪吗？一个人再怎么样也不是团结起来的我们的对手！他只是一个刽子手而已！,縮こまっているようでは感染者の盾と銃とは言えない。一人など、団結した我々の敵ではない！奴はただの処刑人に過ぎない！,盾衛,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,312,,,,False
name,一个人......并不是。,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,313,一个人......并不是。,一人……ではない。,「皇帝の刃」,True
name,你们身后还有一个。,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,314,你们身后还有一个。,おまえたちの背後にもう一人いる。,「皇帝の刃」,True
character,,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,315,,,,False
name,......,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,316,......,……,盾衛,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,,,,False
blocker,,,,,,,,1,1,0,0,0,true,,,,,,,,,,,,,,,,,,,,318,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,,,,False
image,,,,,,,,0,,,,,,avg_8_30,,,,,,,,,,,0,0,1.1,1.1,,,,,320,,,,False
blocker,,,,,,,,1.5,0,,,,false,,,,,,,,,,,,,,,,,,,,321,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,,,False
imagetween,,,,,,,,,,,,,false,,,,,,15,,,,,,,,,,1.1,1.1,1,1,323,,,,False
playsound,,$d_gen_walk_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,,,,False
blocker,,,,,,,,2,1,0,0,0,true,,,,,,,,,,,,,,,,,,,,326,,,,False
image,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,327,,,,False
blocker,,,,,,,,1,0,,,,true,,,,,,,,,,,,,,,,,,,,328,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,,,,False
character,,,,,,,,1,,,,,true,,,avg_npc_077,,,,,,,,,,,,,,,,,330,,,,False
delay,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,,,,False
character,,,,,,,,,,,,,,,,avg_npc_078#4,,,,,,,,,,,,,,,,,332,,,,False
name,有两个......？！,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,333,有两个......？！,二人も……？！,タルラ,True
character,,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,334,,,,False
name,这算什么？用两个人堵截我们几十个人？荒唐！,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,335,这算什么？用两个人堵截我们几十个人？荒唐！,何だこれは？二人で数十人の我々を阻止するだと？狂気の沙汰だ！,盾衛,True
character,,,,,,,,,,,,,,,,avg_npc_077,,,,,,,,,,,,,,,,,336,,,,False
name,科西切之女，我们假定你已经做出了这样一个判断：他们不会因为你的身份就质疑你。,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,337,科西切之女，我们假定你已经做出了这样一个判断：他们不会因为你的身份就质疑你。,コシチェの娘よ、我々はおまえがすでにこう判断していると仮定する。彼らはおまえの身分を理由に疑わないと。,「皇帝の刃」,True
name,我们可以验证一下结果。如果你的判断是错误的，你父亲给我们的承诺，全都就此作废。,,,,,,,,,,,,,,,“皇帝的利刃”,,,,,,,,,,,,,,,,,338,我们可以验证一下结果。如果你的判断是错误的，你父亲给我们的承诺，全都就此作废。,その結果を検証することになる。おまえの判断が誤りなら、父の約束は全て無効だ。,「皇帝の刃」,True
character,,,,,,,,,,,,,,,,avg_npc_080,,,,,,,,,,,,,,,,,339,,,,False
name,什么东西......？,,,,,,,,,,,,,,,感染者,,,,,,,,,,,,,,,,,340,什么东西......？,何だ……これは？,感染者,True
character,,,,,,,,,,,,,,,,avg_npc_080,avg_npc_058,2,,,,,,,,,,,,,,,341,,,,False
name,......,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,342,......,……,盾衛,True
name,你还在胡思乱想什么！,,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,343,你还在胡思乱想什么！,まだ迷っているのか！,盾衛,True
