command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,screenadapt,intro,volume,name,time,name2,focus,duration,xstrength,ystrength,vibrato,randomness,fadeout,x,y,xScale,yScale,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,afrom,rfrom,gfrom,bfrom,Delay,effect,keep,amount,index,text,jp_text,jp_name,text_match
name,想想看，那些端坐城市的市民和贵族，商人和唱歌跳舞的，有几个人感染了？,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,False
name,而在荒原上，在城市周围和矿场里，又有多少人感染了？,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,False
name,这个仇，必须得报！,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#7,,avg_npc_058,1,,,,,,,,,,,,,,,,,,,,,,,139,,,,False
name,向谁报复？,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#7,,avg_npc_058,2,,,,,,,,,,,,,,,,,,,,,,,141,,,,False
name,所有挡在这条正道前面的人！,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,False
name,不对......！,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,False
name,阿米娅......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,char_002_amiya_1,2,,,,,,,,,,,,,,,,,,,,,,,147,,,,False
name,嗯？,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,char_002_amiya_1,1,,,,,,,,,,,,,,,,,,,,,,,149,,,,False
name,......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,False
name,你难道不恨那些把我们变成这样的人吗？,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,char_002_amiya_1,2,,,,,,,,,,,,,,,,,,,,,,,152,,,,False
name,我不是在说感染者遭遇的不公这件事！我是说，将这变成一种宣泄的手段，这很......,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,char_002_amiya_1,1,,,,,,,,,,,,,,,,,,,,,,,154,,,,False
name,他们为了自己，让我们变成这样......！,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,False
name,那些把我们变成怪物的人！我......我也恨他们。,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,156,,,,False
character,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,False
name,对不对，菲林？,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,158,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,False
name,不......,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,False
name,......不是的......,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,164,,,,False
name,不是的。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,,,,,,,,,,,,,,,,,,,166,,,,False
name,你......阿米娅，你为什么......为什么会这么说？,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,False
name,难道他们不可恨吗？难道他们没有抢走你的生活吗？,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,168,,,,False
name,我不想忘记那些事情......我不想忘记我的朋友和家人！,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,169,,,,False
name,我原本可以穿自己喜欢的衣服，去自己想去的学校，我想知道我的爸爸妈妈是什么样，我的......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,False
name,我的......兄弟......呜......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,char_002_amiya_1#4,2,,,,,,,,,,,,,,,,,,,,,,,172,,,,False
name,迷迭香，别急......别急！,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,char_002_amiya_1#4,1,,,,,,,,,,,,,,,,,,,,,,,174,,,,False
name,我不管......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,175,,,,False
name,我不管。,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,176,,,,False
name,阿米娅说的这些，只有这些......我不管！,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,177,,,,False
name,要是我受伤就能让他们不受伤，要是我受苦可以让他们不受苦......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,178,,,,False
name,那就，那就让我来吧！,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,False
name,要是杀了他们，杀了那些毁掉我们生活的人能让你们都更好受一些的话，阿米娅，你不愿意做的话，就让我来吧！,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,False
playsound,,$d_gen_transmissionget,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,False
character,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,False
name,迷迭香，阿米娅，来自工程小队的通讯......！,,,,,,,,,,,,,,罗德岛干员,,,,,,,,,,,,,,,,,,,,,,,,,,184,,,,False
name,我们受到了奇怪的干扰，传动结构卡住不动了！,,,,,,,,,,,,,,迷迭香小队成员,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,False
name,......敌人？队长听到请回话，这里是......,,,,,,,,,,,,,,迷迭香小队成员,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,False
name,不对，不对！他们是......,,,,,,,,,,,,,,迷迭香小队成员,,,,,,,,,,,,,,,,,,,,,,,,,,187,,,,False
name,队长！当心乌——,,,,,,,,,,,,,,迷迭香小队成员,,,,,,,,,,,,,,,,,,,,,,,,,,188,,,,False
name,退开！跳下去，快！,,,,,,,,,,,,,,女性声音,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,1,8,6,30,90,true,,,,,,,,,,,,,,,,,191,,,,False
blocker,,,,,0,0.95,0.95,0.95,1.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,False
camerashake,,,,,,,,,,true,,,,,,,,,0.6,5,8,30,90,,,,,,,,,,,,,,,,,,193,,,,False
playsound,,$transmission,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,,,,,,,,,,,,,,,,,,,196,,,,False
name,......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,197,,,,False
name,怎么了？快回话......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,198,,,,False
name,......快回话呀！拉瓦卡！碧银！,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,False
name,不，不不不......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,False
character,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,,False
name,封闭层还在上升！,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,203,,,,False
name,（工程小组......遇伏了？）,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,204,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,False
name,不对，不对，碧银，碧银她，我摸不到她了，我够不着她了！,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,206,,,,False
character,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,False
name,......准备爆炸物。把这里全部炸掉。,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,False
name,炸毁摧毁封闭层意味着这附近的数条街道也不能幸免，还有躲藏着的不合作感染者在！,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,False
character,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,False
name,没有时间了。再磨蹭下去只会死更多人！,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,False
character,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,,,,,,,,,,,,,,,213,,,,False
name,通讯彻底断线了！,,,,,,,,,,,,,,罗德岛干员,,,,,,,,,,,,,,,,,,,,,,,,,,214,,,,False
character,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,,False
name,如果你不同意就拿出更好的方案来！,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,216,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,False
name,不行。,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,False
name,你们说的我都......我不知道。但是......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,221,,,,False
name,我的小队......我的小队成员......我......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,222,,,,False
name,他们已经做得很好了，他们为什么会遇到这种事！！,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,223,,,,False
name,要是需要力气，需要摧毁什么的话，我来不就好了吗！！,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,225,,,,False
name,迷迭香！,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,226,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,False
image,,,,,,,,,0,,avg_8_2,,,,,,,,,,,,,,0,0,1.1,1.1,,,,,,,,,,,,,228,,,,False
blocker,,,,,0,,,,1.5,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,,,,False
imagetween,,,,,,,,,,false,,,,,,,,,15,,,,,,,,,,1.1,1.1,1,1,,,,,,,,,230,,,,False
name,啊......啊......！,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,231,,,,False
blocker,,,,,1,1,1,1,0.1,true,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,232,,,,False
playsound,,$e_skill_skulsrsword,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,233,,,,False
blocker,,,,,0,,,,2,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,False
camerashake,,,,,,,,,,true,,,,,,,,,0.5,10,12,30,90,true,,,,,,,,,,,,,,,,,235,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,236,,,,False
name,迷迭香！蜷起手指！,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,False
name,只要......撕开......毁掉不就......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,False
blocker,,,,,1,1,1,1,0.1,true,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,239,,,,False
playsound,,$e_skill_skulsrsword,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,False
blocker,,,,,0,,,,2,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,False
camerashake,,,,,,,,,,true,,,,,,,,,0.5,10,12,30,90,true,,,,,,,,,,,,,,,,,242,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,1,8,6,30,90,true,,,,,,,,,,,,,,,,,245,,,,False
blocker,,,,,0,0.95,0.95,0.95,1.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,False
camerashake,,,,,,,,,,true,,,,,,,,,0.6,5,8,30,90,,,,,,,,,,,,,,,,,,247,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,1,8,6,30,90,true,,,,,,,,,,,,,,,,,249,,,,False
blocker,,,,,0,0.95,0.95,0.95,1.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,False
camerashake,,,,,,,,,,true,,,,,,,,,0.6,5,8,30,90,,,,,,,,,,,,,,,,,,251,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,252,,,,False
name,什......封闭层被强行停住了？,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,253,,,,False
name,不就好了！！！,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,254,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,1,8,6,30,90,true,,,,,,,,,,,,,,,,,256,,,,False
blocker,,,,,0,0.95,0.95,0.95,1.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,,,False
camerashake,,,,,,,,,,true,,,,,,,,,0.6,5,8,30,90,,,,,,,,,,,,,,,,,,258,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,259,,,,False
blocker,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,False
image,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,,,,False
blocker,,,,,0,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,1,8,6,30,90,true,,,,,,,,,,,,,,,,,264,,,,False
blocker,,,,,0,0.95,0.95,0.95,1.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,,,False
camerashake,,,,,,,,,,true,,,,,,,,,0.6,5,8,30,90,,,,,,,,,,,,,,,,,,266,,,,False
playsound,,$smallearthquake,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,267,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,3,10,12,40,60,true,,,,,,,,,,,,,,,,,268,,,,False
delay,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,269,,,,False
character,,,,,,,,,,,,,,,avg_npc_016,,,,,,,,,,,,,,,,,,,,,,,,,,270,,,,False
name,爆炸？！不，不，那个菲林，她......那是用什么东西撕扯了地块？,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,False
name,......什么......什么东西......,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,,,,,,,,,,272,,,,False
name,简直，简直是......,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,,False
character,,,,,,,,,,,,,,,avg_npc_059,,,,,,,,,,,,,,,,,,,,,,,,,,274,,,,False
name,嘘。,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,,,,,,,,,,,,,,,,,,,,275,,,,False
name,（摇头）,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,,,,,,,,,,,,,,,,,,,,276,,,,False
name,你们第一次见霜星与塔露拉，难道不也是这样？,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,,,,,,,,,,,,,,,,,,,,277,,,,False
name,等你我身上的感染症状再严重点......说不定还会见到更多。,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,,,,,,,,,,,,,,,,,,,,278,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,,,,,,,,,,,,,,,,,,,279,,,,False
name,呼，呼......我......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,False
name,阿米娅......我......有些冷......头好......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,281,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,282,,,,False
name,迷迭香！我抓住你了，我抓住你了......别松开，你也要抓紧......抓紧！,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,283,,,,False
character,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,,,,,,,,,,284,,,,False
name,她一个人摧毁了封闭层？,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,285,,,,False
name,虽然支撑不了多久......但应该够我们通过整片区域了！,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,,False
name,医疗干员！快来！,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,,,,,,,,,,,,,,,,,,,289,,,,False
name,呃，呃呃......呜......！在抓我，在抓我，在抓我......！,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,char_002_amiya_1,2,,,,,,,,,,,,,,,,,,,,,,,291,,,,False
name,负面情感和直接作用性法术导致的副作用......全是和碧银相关的记忆。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,292,,,,False
name,迷迭香......看我这里，看我的眼睛！,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,False
character,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,False
name,（黑色的线条从魔王的手指流进了菲林的眼睛......）,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,False
name,（她的确是......）,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,296,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,char_002_amiya_1,1,,,,,,,,,,,,,,,,,,,,,,,297,,,,False
name,呜，呜......我知道......知道的......阿米娅......,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,char_002_amiya_1,2,,,,,,,,,,,,,,,,,,,,,,,299,,,,False
name,不可以再这么做......！但，但就算我这样说了你也......,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,char_002_amiya_1,1,,,,,,,,,,,,,,,,,,,,,,,301,,,,False
name,嗯......对，对不起......我不会改的。嗯。,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,302,,,,False
character,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,,,,,,,,,,303,,,,False
name,做得好，菲林。做得非常好！,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,304,,,,False
name,兄弟们，我们向前走！顶着炮火和弩箭，我们前进！,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,305,,,,False
name,你们就现在这里歇一会儿吧，罗德岛。,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,306,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,307,,,,False
name,能暂且等一下吗，游击队的战士？,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,False
name,我们相互之间没有通讯方式。即使是你身边那位前罗德岛雇员，他的通讯设备也没有我们这一次行动的权限。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,False
name,如果盾卫真的需要我们配合......那么至少应该了解一下罗德岛会怎样去做。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,False
character,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,,,,,,,,,,311,,,,False
name,——,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,312,,,,False
name,好。等上一会儿也无妨。,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,313,,,,False
name,毕竟这只小菲林帮了我们大忙了。,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,314,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,,,,,,,,,,,,,,,,,,,315,,,,False
name,（微弱地喘气）,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,316,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,char_002_amiya_1,2,,,,,,,,,,,,,,,,,,,,,,,317,,,,False
name,迷迭香......,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,318,,,,False
character,,,,,,,,,,,,,,,avg_npc_042,,char_002_amiya_1,1,,,,,,,,,,,,,,,,,,,,,,,319,,,,False
name,我不会有事的。我还要......继续......战斗呢。,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,False
name,得......去......找我的工程小组。,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,321,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,322,,,,False
name,......好，我知道。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,323,,,,False
stopmusic,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,325,,,,False
playsound,,$flashback,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,326,,,,False
camerashake,,,,,,,,,,,,,,,,,,,0.5,2,3,30,30,false,,,,,,,,,,,,,,,,,327,,,,False
cameraeffect,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grayscale,true,1,328,,,,False
cameraeffect,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grayscale,true,0,329,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,False
playsound,,$flashback,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,331,,,,False
camerashake,,,,,,,,,,,,,,,,,,,0.5,2,3,30,30,false,,,,,,,,,,,,,,,,,332,,,,False
cameraeffect,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grayscale,true,1,333,,,,False
cameraeffect,,,,,,,,,0.5,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grayscale,true,0,334,,,,False
playsound,,$flashback,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,335,,,,False
camerashake,,,,,,,,,,,,,,,,,,,0.5,2,3,30,30,false,,,,,,,,,,,,,,,,,336,,,,False
cameraeffect,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grayscale,true,1,337,,,,False
cameraeffect,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grayscale,true,0,338,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,339,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#6,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,False
name,又是，陈长官的......,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,341,,,,False
blocker,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,False
playmusic,,$distressed_loop,,,,,,,,,,,$distressed_intro,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,343,,,,False
background,,,,,,,,,,,bg_outcounty,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,,,,False
cameraeffect,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grayscale,true,1,345,,,,False
blocker,,,,,0,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,347,,,,False
character,,,,,,,,,,,,,,,char_222_bpipe,,,,,,,,,,,,,,,,,,,,,,,,,,348,,,,False
