command,text_orig,key,is_skippable,fit_mode,image,width,height,screenadapt,fadetime,intro,volume,crossfade,delay,name,time,widgetID,style,fadestyle,offsetx,block,name2,focus,options,values,references,a,r,g,b,x,y,xScale,yScale,option_number,index,text,jp_text,jp_name,text_match
name,龙门上城区，行政长官办事处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,147,龙门上城区，行政长官办事处,龍門上城区、行政長官執務室,,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,148,,,,False
playsound,,$d_gen_transmissionget,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0,149,,,,False
charactercutin,,,,,,200,,,0.5,,,,,char_308_swire_1#5,,1,cutin,horiz_expand_center,-300,true,,,,,,,,,,,,,,0,150,,,,False
name,魏大人，你那里还顺利吗？,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,0,151,魏大人，你那里还顺利吗？,ウェイ閣下、そちらは順調でしょうか？,シュヴァルツ,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,152,,,,False
name,自然，否则我也没机会和各位在这里闲谈。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,153,自然，否则我也没机会和各位在这里闲谈。,もちろんです。さもなければ、皆さんとここで雑談する機会もありません。,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,154,,,,False
name,他们答应会暂缓行动的步调？,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,0,155,他们答应会暂缓行动的步调？,彼らは行動を一時停止すると約束したのですか？,シュヴァルツ,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,156,,,,False
name,当然，但有时限。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,157,当然，但有时限。,ええ、でも時間制限があります。,ウェイ・イェンウー,True
name,今天，明天。两天之后，如果整合运动还在龙门肆虐，你们知道会是什么后果。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,158,今天，明天。两天之后，如果整合运动还在龙门肆虐，你们知道会是什么后果。,今日と明日、二日後に統合運動が龍門で暴れれば、結果がどうなるかは分かっていますね。,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,159,,,,False
name,只有两天时间？！太短了，我不可能——,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,0,160,只有两天时间？！太短了，我不可能——,たった二日間！？短すぎます、私には無理――,シュヴァルツ,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,161,,,,False
name,两次晨昏交替，已经算是宽限了。相较之下，我给各位的时间只有一天。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,162,两次晨昏交替，已经算是宽限了。相较之下，我给各位的时间只有一天。,二度の日の出と日の入りは猶予です。それに比べて私が皆さんに与えられる時間はたった一日です。,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,163,,,,False
name,一天？,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,0,164,一天？,一日ですか？,シュヴァルツ,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,165,,,,False
name,我要各位在一天之内解决所有事情。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,166,我要各位在一天之内解决所有事情。,皆さんに一日で全てを解決してほしいのです。,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,167,,,,False
name,魏大人，如果有他们的帮助，我们不是可以在几小时里解决掉整合运动，彻底地减少损失吗？,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,0,168,魏大人，如果有他们的帮助，我们不是可以在几小时里解决掉整合运动，彻底地减少损失吗？,ウェイ閣下、彼らの助けがあれば、数時間で統合運動を排除し、被害を減らせませんか？,シュヴァルツ,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,169,,,,False
name,那并不重要。龙门的问题，龙门自己理应能一劳永逸地解决，这才是我们的首要宗旨。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,170,那并不重要。龙门的问题，龙门自己理应能一劳永逸地解决，这才是我们的首要宗旨。,それは重要ではありません。龍門の問題は龍門自身が一度で解決するべきで、それが私たちの第一の目的です。,ウェイ・イェンウー,True
name,这是我们应该让他们看见的。所以，各位，开始吧。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,171,这是我们应该让他们看见的。所以，各位，开始吧。,これを彼らに見せるべきです。さあ、皆さん、始めましょう。,ウェイ・イェンウー,True
name,去吧，陈警官，该让整合运动厘清龙门的待客之道了。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,172,去吧，陈警官，该让整合运动厘清龙门的待客之道了。,行け、陳警官。統合運動に龍門のもてなしを教えてやれ。,ウェイ・イェンウー,True
playsound,,$d_gen_transmissionget,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0,173,,,,False
charactercutin,,,,,,200,,,0.5,,,,,char_010_chen_1#1,,1,cutin,horiz_expand_center,-300,true,,,,,,,,,,,,,,0,174,,,,False
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,175,,,,False
name,明白。,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,0,176,明白。,了解しました。,チェン,True
name,魏长官，我有一个问题。即使你现在无法给出回答，我也希望事情过去之后，你能给我一个合理的猜想。,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,0,177,魏长官，我有一个问题。即使你现在无法给出回答，我也希望事情过去之后，你能给我一个合理的猜想。,ウェイ長官、質問があります。今答えられなくてもいいので、事が済んだら合理的な推測を教えてほしい。,チェン,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,178,,,,False
name,你可以问。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,179,你可以问。,どうぞ聞いてください。,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,180,,,,False
name,这明明是整合运动的总攻，那为什么它们的领袖塔露拉没有出现在龙门？,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,0,181,这明明是整合运动的总攻，那为什么它们的领袖塔露拉没有出现在龙门？,これは明らかに統合運動の総攻撃です。ではなぜ彼らのリーダー、タルラは龍門に現れないのですか？,チェン,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,182,,,,False
blocker,,,,,,,,,2,,,,,,,,,,,true,,,,,,1,0,0,0,,,,,0,183,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,184,,,,False
charactercutin,,,,,,,,,0.5,,,,,,,1,,,,true,,,,,,,,,,,,,,0,185,,,,False
blocker,,,,,,,,,2,,,,,,,,,,,true,,,,,,0,,,,,,,,0,186,,,,False
character,,,,,,,,,1,,,,,char_2005_weiyw_1,,,,,,true,,,,,,,,,,,,,,0,187,,,,False
name,嗯......,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,188,嗯......,うーん……,ウェイ・イェンウー,True
playsound,,$d_gen_walk_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,189,,,,False
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,190,,,,False
name,事情不是进行得很顺利吗，你怎么在这愁眉苦脸的？,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,191,事情不是进行得很顺利吗，你怎么在这愁眉苦脸的？,物事は順調に進んでいるでしょう？なぜそんなに憂鬱そうにしているんですか？,フミヅキ,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,192,,,,False
name,乌萨斯方面还是没有任何回应？,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,193,乌萨斯方面还是没有任何回应？,ウルサスからは依然として何の返答もありませんね？,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,194,,,,False
name,依然没有。,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,195,依然没有。,依然としてありません。,フミヅキ,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,196,,,,False
name,还是联系不上维特议长？,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,197,还是联系不上维特议长？,ウィット議長とまだ連絡が取れていませんか？,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,198,,,,False
name,很遗憾，信使至今都没能和他会面。,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,199,很遗憾，信使至今都没能和他会面。,残念ながら、使者は未だに彼と会えずにいます。,フミヅキ,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,200,,,,False
name,看来整个乌萨斯帝国，也笼罩在一片疑云之中啊。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,201,看来整个乌萨斯帝国，也笼罩在一片疑云之中啊。,ウルサス帝国全体が疑念に包まれているようですね。,ウェイ・イェンウー,True
name,文月，我有种感觉。这一切可能只是个开始。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,202,文月，我有种感觉。这一切可能只是个开始。,フミヅキ、私にはそんな気がします。これが始まりに過ぎないのではと。,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,203,,,,False
name,上次你这么说，已经是很多年前了。,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,204,上次你这么说，已经是很多年前了。,最後にそう言ったのは、もうずいぶん前のことですよ。,フミヅキ,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,205,,,,False
name,那是什么时候？我已经完全忘记了自己这么说的理由。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,206,那是什么时候？我已经完全忘记了自己这么说的理由。,いつのことだったか？私はもう自分が何故そう言ったのか忘れてしまいました。,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,207,,,,False
name,那时我们可是刚见面没多久。难道你是想说，你已经把我们间的过往都忘了？,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,208,那时我们可是刚见面没多久。难道你是想说，你已经把我们间的过往都忘了？,その時は私たちが出会って間もなかったです。過去のことを忘れたと言いたいのですか？,フミヅキ,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,209,,,,False
name,不，不会。我怎么敢。只是除了和你相遇以外的事情，我都记不太清了而已。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,210,不，不会。我怎么敢。只是除了和你相遇以外的事情，我都记不太清了而已。,いいえ、そんなことはありません。そんなことを言えるわけがありません。ただ、あなたと出会った以外のことはあまり覚えていないだけです。,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,211,,,,False
name,瞧你这副伶牙俐齿。很可惜，这事你是忘不了的。,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,212,瞧你这副伶牙俐齿。很可惜，这事你是忘不了的。,おしゃべりさんね。残念ながらこれは忘れられないことですよ。,フミヅキ,True
name,毕竟你亲口对我说过，如果二十年前我们输了，这座城市会改名换姓，成为乌萨斯征服史的另一条脚注。,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,213,毕竟你亲口对我说过，如果二十年前我们输了，这座城市会改名换姓，成为乌萨斯征服史的另一条脚注。,だってあなたは自分の口で言いました。20年前に私たちが負ければ、この街は名前を変え、ウルサス征服史の別の注釈になると。,フミヅキ,True
name,如果我们输了，坐在你现在的位置的不会是你，而是他。,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,214,如果我们输了，坐在你现在的位置的不会是你，而是他。,もし負けていたら、今あなたが座っている席にいるのはあなたではなく、あの人です。,フミヅキ,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,215,,,,False
name,......,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,216,......,……,ウェイ・イェンウー,True
name,科西切公爵。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,217,科西切公爵。,コシチェ公爵。,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,218,,,,False
name,哎，可怜的小塔，你能说小塔身上没有他的影子吗？,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,219,哎，可怜的小塔，你能说小塔身上没有他的影子吗？,ああ、かわいそうな小塔、君は小塔が彼の影響を受けていないと言えるの？,フミヅキ,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,220,,,,False
name,但他已经死了。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,221,但他已经死了。,でも彼はもう死にました。,ウェイ・イェンウー,True
name,被塔露拉亲手所杀。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,222,被塔露拉亲手所杀。,タルラの手で殺されました。,ウェイ・イェンウー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,223,,,,False
blocker,,,,,,,,,3,,,,,,,,,,,true,,,,,,1,0,0,0,,,,,0,224,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,225,,,,False
character,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,226,,,,False
image,,,,,avg_ep05,,,coverall,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,227,,,,False
blocker,,,,,,,,,3,,,,,,,,,,,false,,,,,,0,,,,,,,,0,228,,,,False
delay,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,0,229,,,,False
image,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,230,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,231,,,,False
blocker,,,,,,,,,2,,,,,,,,,,,true,,,,,,,,,,,,,,0,232,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,233,,,,False
