command,text_orig,key,is_skippable,fit_mode,intro,volume,delay,time,x,y,alignment,size,width,a,r,g,b,afrom,rfrom,gfrom,bfrom,fadetime,block,effect,keep,initamount,amount,image,tiled,name,xScale,yScale,crossfade,xFrom,yFrom,xTo,yTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,duration,xstrength,ystrength,vibrato,randomness,fadeout,Delay,height,initr,screenadapt,name2,focus,index,text,jp_text,jp_name,text_match
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,0.6,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,,,,False
image,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,,,,False
blocker,,,,,,,,,,,,,,0,,,,,,,,0.6,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,False
subtitle,记得在营救陷入危机的小队的过程中，第一次见到了如冰霜般的少女。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,False
subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,False
image,,,,,,,,,,,,,,,,,,,,,,2,true,,,,,avg_40_2,,,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,182,,,,False
playsound,,$d_gen_surfacefrozen,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,False
blocker,,,,,,,,,,,,,,0,,,,,,,,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,,,,False
blocker,,,,,,,,,,,,,,0.7,1,1,1,,,,,0.3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,185,,,,False
blocker,,,,,,,,,,,,,,0,,,,,,,,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,False
delay,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,,,,False
stopmusic,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,False
image,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,False
delay,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,False
subtitle,还记得，这也是整合运动的陷阱。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,False
subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,,False
playmusic,,$batmeeting_loop,,,$batmeeting_intro,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,False
subtitle,记得，在近卫局兵力都追击外沿的整合运动残兵之时。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,False
subtitle,敌人从内部发起进攻，以近卫局为中心，袭击了龙门。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,,,,False
subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,,,,False
image,,,,,,,,,,,,,,,,,,,,,,1,true,,,,,avg_40_4,,,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,198,,,,False
blocker,,,,,,,,,,,,,,0,,,,,,,,3,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,False
delay,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,False
name,——我已经安全了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,201,——我已经安全了。,――私はもう安全だ。,チェン,True
name,但......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,202,但......,だが……,チェン,True
name,......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,203,......,……,チェン,True
name,......整合运动已经攻占了近卫局的一处重要设施，正在强行打开贫民区与外城的通路。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,204,......整合运动已经攻占了近卫局的一处重要设施，正在强行打开贫民区与外城的通路。,……統合運動は近衛局の重要施設を制圧し、スラム街と外郭都市の通路を強行に開いている。,チェン,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,False
delay,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,bg_uptown_2,,,,,,,,,,,,,,,,,,,,,,,coverall,,,210,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_010_chen_1,,,,,,,,,,,,,,,,,,,,,,,,211,,,,False
playsound,,$rungeneral,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,False
blocker,,,,,,,,,,,,,,0,,,,,,,,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,,False
subtitle,记得，年轻的督察誓要靠自己的力量夺回近卫局，击溃在龙门暴动的敌人。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,,,,False
subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,False
background,,,,,,,,,,,,,1,,,,,,,,,,,,,,,bg_emporium,,,,,,,,,,,,,,,,,,,,,1,,coverall,,,220,,,,False
blocker,,,,,,,,,,,,,,0,,,,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,,,False
delay,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,,,,False
subtitle,记得，她也经历了挫折，但是依然不屈不挠。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,False
subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,0.6,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,,,,False
image,,,,,,,,,,,,,,,,,,,,,,0,,,,,,avg_5_5_chen,,,1,1,,,,,,,,,,,,,,,,,,,,,,227,,,,False
imagetween,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_5_5_chen,,,,,,,,,,,,1.15,1.15,20,,,,,,,,,,,,228,,,,False
blocker,,,,,,,,,,,,,,0,,,,,,,,0.6,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,,,,False
name,也许我确实变了。时间久了，我对龙门的不满越来越少，相信我的人也越来越多。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,230,也许我确实变了。时间久了，我对龙门的不满越来越少，相信我的人也越来越多。,もしかすると、私は本当に変わったのかもしれない。長い時間経つうちに、龍門への不満は薄れ、私を信じる者が増えた。,チェン,True
name,你也不再仅仅是星熊督察了，你是我的朋友，我的搭档，星熊。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,231,你也不再仅仅是星熊督察了，你是我的朋友，我的搭档，星熊。,君はもはやただの星熊督察ではない。君は私の友人、私の相棒、星熊だ。,チェン,True
name,你的盾，你替我撑了这么久；偶尔也要允许我做一回你的盾牌，星熊。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,232,你的盾，你替我撑了这么久；偶尔也要允许我做一回你的盾牌，星熊。,君の盾として長い間私を支えてくれた。時には私が君の盾になることを許してくれ、星熊。,チェン,True
name,哗。你说这话脸都不红一下的吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,星熊,,,,,,,,,,,,,,,,,,,,,,,,233,哗。你说这话脸都不红一下的吗？,はあ？そんなこと言って顔が赤くならないの？,星熊,True
delay,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,,,,False
blocker,,,,,,,,,,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,0.6,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,,,,False
background,,,,,,,,,,,,,1,,,,,,,,,,,,,,,bg_building_3,,,,,,,,,,,,,,,,,,,,,1,,coverall,,,240,,,,False
blocker,,,,,,,,,,,,,,0,,,,,,,,0.6,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,False
delay,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,0.6,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,,,,False
image,,,,,,,,,,,,,,,,,,,,,,0,,,,,,bg_5_6_police,,,1,1,,,,,,,,,,,,,,,,,,,,,,245,,,,False
imagetween,,,,,,,,,,,,,,,,,,,,,,,,,,,,bg_5_6_police,,,,,,,,,,,,1.3,1.3,20,,,,,,,,,,,,246,,,,False
blocker,,,,,,,,,,,,,,0,,,,,,,,0.6,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,,,,False
name,但无论如何，我们都是近卫局，我们不是暴徒，不是罪犯。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,248,但无论如何，我们都是近卫局，我们不是暴徒，不是罪犯。,だがいかなる場合でも、我々は近衛局だ。暴徒でも犯罪者でもない。,チェン,True
name,我们要夺回近卫局，未必是出于尊严或者正义。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,249,我们要夺回近卫局，未必是出于尊严或者正义。,我々が近衛局を取り戻そうとしているのは、尊厳でも正義でもないかもしれない。,チェン,True
name,我们是龙门近卫局，我们拿回属于我们自己的东西，这已经足够了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,250,我们是龙门近卫局，我们拿回属于我们自己的东西，这已经足够了。,我々は龍門近衛局だ。自分たちのものを取り戻す、それで十分だ。,チェン,True
name,不要让龙门为我们担忧。记住了吗！服从，尽职，坚定！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,251,不要让龙门为我们担忧。记住了吗！服从，尽职，坚定！,龍門を心配させるな。覚えているか！服従、尽職、堅定だ！,チェン,True
name,是时候了，就让我们去摧毁近卫局里的所有整合运动！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,252,是时候了，就让我们去摧毁近卫局里的所有整合运动！,時は来た。近衛局内のすべての統合運動を破壊しよう！,チェン,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,0.6,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,,,,False
subtitle,记得她充满了勇气，勇闯敌阵。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,False
subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,,,False
image,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,False
blocker,,,,,,,,,,,,,,0.7,1,0,0,,,,,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_5_7_chen_2,,,,,,,,,,,,,,,,,,,,,,,coverall,,,262,,,,False
imagetween,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,0,0,30,30,1,1,1.6,1.6,0.01,,,,,,,,,,,,263,,,,False
blocker,,,,,,,,,,,,,,0,1,0,0,,,,,0.1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,,,,,,,265,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,,,,False
blocker,,,,,,,,,,,,,,0.7,1,0,0,,,,,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,,,,False
blocker,,,,,,,,,,,,,,0,1,0,0,,,,,0.25,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_5_7_chen_2,,,,,,,,,,,,,,,,,,,,,,,coverall,,,270,,,,False
imagetween,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,0,0,-30,-60,1,1,1.2,1.2,0.01,,,,,,,,,,,,271,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,,,,,,,272,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,,False
blocker,,,,,,,,,,,,,,0.7,1,0,0,,,,,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,,,,False
blocker,,,,,,,,,,,,,,0,1,0,0,,,,,0.25,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_5_7_chen_2,,,,,,,,,,,,,,,,,,,,,,,coverall,,,277,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,3,8,6,30,90,true,,,,,,,278,,,,False
blocker,,,,,,,,,,,,,,0.7,0.95,0.95,0.95,,,,,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,False
blocker,,,,,,,,,,,,,,0,0.95,0.95,0.95,,,,,0.25,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,,,,False
delay,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,,,False
name,长官，我知道你是什么。我的源石技艺只对感染者有效果。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,283,长官，我知道你是什么。我的源石技艺只对感染者有效果。,長官、あなたが何者か知っています。私の源石技術は感染者にしか効果がありません。,メフィスト,True
name,我不在乎。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,284,我不在乎。,私は気にしない。,チェン,True
name,你知道你只会成为他们的棋子，然后被他们随手丢弃吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,285,你知道你只会成为他们的棋子，然后被他们随手丢弃吗？,あなたは彼らの駒となり、捨てられるだけだと分かっているのか？,メフィスト,True
name,这句话，我原封不动地还给你。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,286,这句话，我原封不动地还给你。,その言葉は、そのままあなたに返す。,チェン,True
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,,,,,,,289,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,False
blocker,,,,,,,,,,,,,,0.7,1,0,0,,,,,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,,,,False
blocker,,,,,,,,,,,,,,0,0,0,0,,,,,0.25,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,,,,,,,293,,,,False
blocker,,,,,,,,,,,,,,0.7,0.95,0.95,0.95,,,,,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,False
blocker,,,,,,,,,,,,,,0,0,0,0,,,,,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,,,,False
delay,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,,,,False
image,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,,,False
subtitle,记得罗德岛赶到的时候，正是战况决定之时。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,False
subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,,,,False
image,,,,,,,,,,,,,,,,,,,,,,2,true,,,,,avg_5_8_sky,,,,,,,,,,,,,,,,,,,,,,,coverall,,,302,,,,False
blocker,,,,,,,,,,,,,,0,0,0,0,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,,,,False
delay,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,0.4,8,6,30,30,true,,,,,,,305,,,,False
blocker,,,,,,,,,,,,,,0.7,0.95,0.95,0.95,,,,,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,,,,False
blocker,,,,,,,,,,,,,,0,0,0,0,,,,,0.25,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,False
blocker,,,,,,,,,,,,,,0,0,0,0,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,,,,False
image,,,,,,,,,,,,,,,,,,,,,,2,true,,,,,avg_5_8_homura,,,,,,,,,,,,,,,,,,,,,,,coverall,,,312,,,,False
imagetween,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,0,0,0,0,1,1,1.15,1.15,15,,,,,,,,,,,,313,,,,False
blocker,,,,,,,,,,,,,,0,,,,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,,,,False
name,——！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,315,——！,――！,ファウスト,True
name,你泼洒自己的血，用血来点火？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,316,你泼洒自己的血，用血来点火？,自らの血を撒き、自分の血で火を灯すのか？,ファウスト,True
name,哈，我难道看起来像个术师吗？那种四处纵火的家伙，最多只是些自我意识过剩的门外汉。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,317,哈，我难道看起来像个术师吗？那种四处纵火的家伙，最多只是些自我意识过剩的门外汉。,はは、私が術師に見えるか？そんな放火野郎はせいぜい勘違いした素人だ。,コール,True
name,抱歉，这是战斗技巧。现身吧射手们，你们无处可藏了！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,318,抱歉，这是战斗技巧。现身吧射手们，你们无处可藏了！,すまない、これが戦闘技術だ。姿を現せ、射手たち。お前たちに隠れる場所はない！,コール,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,,,,False
subtitle,记得夺回近卫局，吹响了全面反击的号角。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,,,,False
subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,,,,False
image,,,,,,,,,0,0,,,,,,,,,,,,0,,,,,,avg_6_5,,,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,326,,,,False
playmusic,,$frontline_loop,,,$frontline_intro,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,327,,,,False
blocker,,,,,,,,,,,,,,0,,,,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,,,,False
delay,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,,,,False
image,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,,,,False
subtitle,记得罗德岛和近卫局分头作战，整合运动节节败退。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,,,,False
subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,0.6,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,False
image,,,,,,,,,0,0,,,,,,,,,,,,0,,,,,,avg_6_8,,,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,336,,,,False
blocker,,,,,,,,,,,,,,0,,,,,,,,0.6,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,,,,False
imagetween,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,1.1,1.1,,0,0,-20,0,,,,,10,,,,,,,,,,,,339,,,,False
name,......只有你一个？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,,,,,,,,,340,......只有你一个？,……あなただけ？,グレイシア,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,,,,,,,,,,,,,,,,,341,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,342,......,……,ファウスト,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,,,,,,,,,,,,,,,,,,char_1508_Faust_1#1,1,343,,,,False
name,别回头。再动一下，我就射击！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,,,,,,,,,344,别回头。再动一下，我就射击！,振り返るな。もう動いたら撃つぞ！,グレイシア,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,,,,False
