command,text_orig,name,image,name2,index,text,jp_text,jp_name,text_match
subtitle,萨卡兹拔出长剑，那把剑长且锋利，蓝色的气焰顺着黑色的剑身滑落。,,,,266,萨卡兹拔出长剑，那把剑长且锋利，蓝色的气焰顺着黑色的剑身滑落。,サカズは長剣を抜いた。その剣は長く鋭く、青い気焰が黒い剣身を伝って滑り落ちた。,,True
subtitle,,,,,267,,,,True
subtitle,他的怒火随之高涨。,,,,268,他的怒火随之高涨。,彼の怒りはそれに伴い高まった。,,True
subtitle,,,,,269,,,,True
subtitle,如果这就是结果的话，来吧！我就把这个结果带给你们！带给我们所有人......带给我自己！,,,,270,如果这就是结果的话，来吧！我就把这个结果带给你们！带给我们所有人......带给我自己！,もしこれが結果なら、来い！私はこの結果をお前たちに届ける！私たち全員に……そして私自身に！,,True
subtitle,,,,,271,,,,True
subtitle,如果这片大地不准我放下武器，那我只能拿起剑奋战，直到末日！,,,,272,如果这片大地不准我放下武器，那我只能拿起剑奋战，直到末日！,もしこの大地が私に武器を置かせないのなら、私は剣を持って戦い続ける、終末まで！,,True
subtitle,,,,,273,,,,True
delay,,,,,274,,,,True
stopmusic,,,,,275,,,,True
,阿米娅知道，在杀死所有背誓者后，这个高大的萨卡兹自尽了。,,,,276,阿米娅知道，在杀死所有背誓者后，这个高大的萨卡兹自尽了。,アーミヤは知っていた、すべての背誓者を殺した後、この背の高いサカズが自害したことを。,,True
,阿米娅也知道，这把剑随后化作飞灰，仿佛不曾存在过。,,,,277,阿米娅也知道，这把剑随后化作飞灰，仿佛不曾存在过。,アーミヤはまた、この剣がその後飛灰と化し、まるで存在しなかったかのようになったことも知っている。,,True
,但这个萨卡兹君王的青色愤怒，早已和他的经历一起，成为了阿米娅的一部分。,,,,278,但这个萨卡兹君王的青色愤怒，早已和他的经历一起，成为了阿米娅的一部分。,しかし、このサカズ王の青い怒りは、彼の経験とともにすでにアーミヤの一部となっている。,,True
dialog,,,,,279,,,,True
delay,,,,,280,,,,True
blocker,,,,,281,,,,True
cameraeffect,,,,,282,,,,True
background,,,bg_uptown_2,,283,,,,True
character,,char_2005_weiyw_1#5,,,284,,,char_2005_weiyw_1#5,True
blocker,,,,,285,,,,True
,“拔刀之招，当破即破。”,,,,286,“拔刀之招，当破即破。”,「抜刀の技、破るべき時は即座に破る。」,,True
dialog,,,,,287,,,,True
blocker,,,,,288,,,,True
background,,,bg_victoria,,289,,,,True
character,,,,,290,,,,True
character,,char_222_bpipe,,,291,,,char_222_bpipe,True
blocker,,,,,292,,,,True
,“泪锋之招，当断即断。”,,,,293,“泪锋之招，当断即断。”,「涙の刃の技、断つべき時は即座に断つ。」,,True
dialog,,,,,294,,,,True
blocker,,,,,295,,,,True
background,,,bg_lungmen_o,,296,,,,True
character,,,,,297,,,,True
character,,char_010_chen_1#5,,,298,,,char_010_chen_1#5,True
blocker,,,,,299,,,,True
,“泪锋之剑，当弃即弃。”,,,,300,“泪锋之剑，当弃即弃。”,「涙の刃は、かつぐべきなら捨てよ。」,,True
dialog,,,,,301,,,,True
blocker,,,,,302,,,,True
background,,,bg_cenbri,,303,,,,True
character,,char_002_amiya_1#7,,,304,,,char_002_amiya_1#7,True
blocker,,,,,305,,,,True
,“云裂之剑，当立则立。”,,,,306,“云裂之剑，当立则立。”,「雲裂の剣は、立つべきときに立て。」,,True
dialog,,,,,307,,,,True
blocker,,,,,308,,,,True
cameraeffect,,,,,309,,,,True
skipnode,,,,,310,,,,True
dialog,,,,,311,,,,True
character,,,,,312,,,,True
theater,,,,,313,,,,True
background,,,bg_topburning,,314,,,,True
blocker,,,,,315,,,,True
playmusic,,,,,316,,,,True
,更多的记忆坠入阿米娅的思绪，时代的洪流在阿米娅的思维中涌动。,,,,317,更多的记忆坠入阿米娅的思绪，时代的洪流在阿米娅的思维中涌动。,さらなる記憶がアーミヤの思考に降り注ぎ、時代の大河がアーミヤの心の中で渦巻いています。,,True
,那不是个好结局。但阿米娅已经没有时间了。,,,,318,那不是个好结局。但阿米娅已经没有时间了。,それは良い結末ではありません。でもアーミヤにはもう時間がありませんでした。,,True
blocker,,,,,319,,,,True
cameraeffect,,,,,320,,,,True
image,,,avg_7_2,,321,,,,True
blocker,,,,,322,,,,True
,阿米娅看见陈的怒视。,,,,323,阿米娅看见陈的怒视。,アーミヤはチェンの怒ったまなざしを見ました。,,True
image,,,avg_9_1,,324,,,,True
,阿米娅看见塔露拉的火焰。,,,,325,阿米娅看见塔露拉的火焰。,アーミヤはタルラの焔を見ました。,,True
,阿米娅清楚，她们必须在这里解决这件事。,,,,326,阿米娅清楚，她们必须在这里解决这件事。,アーミヤはよく分かっていました、彼女たちはここでこの事を解決しなければならないと。,,True
cameraeffect,,,,,327,,,,True
image,,,avg_5_7_chen,,328,,,,True
,这把愤怒的剑不会只是过去的剑。它还必须是现在的剑。,,,,329,这把愤怒的剑不会只是过去的剑。它还必须是现在的剑。,この憤怒の剣はただ過去の剣であってはなりません。今の剣でなければなりません。,,True
image,,,,,330,,,,True
dialog,,,,,331,,,,True
blocker,,,,,332,,,,True
cameraeffect,,,,,333,,,,True
,阿米娅握紧了剑柄。,,,,334,阿米娅握紧了剑柄。,アーミヤは剣の柄をしっかりと握りました。,,True
dialog,,,,,335,,,,True
blocker,,,,,336,,,,True
stopmusic,,,,,337,,,,True
character,,,,,338,,,,True
image,,,,,339,,,,True
background,,,,,340,,,,True
blocker,,,,,341,,,,True
video,,,,,342,,,,True
theater,,,,,343,,,,True
skipnode,,,,,344,,,,True
delay,,,,,345,,,,True
background,,,bg_topburning,,346,,,,True
playmusic,,,,,347,,,,True
character,,avg_npc_087#3,,,348,,,avg_npc_087#3,True
delay,,,,,349,,,,True
character,,char_010_chen_1#4,,,350,,,char_010_chen_1#4,True
delay,,,,,351,,,,True
name,......剑......,陈,,,352,......剑......,……剣……,陳,True
character,,char_011_talula_1,,,353,,,char_011_talula_1,True
name,......剑。,塔露拉？,,,354,......剑。,……剣。,タルラ？,True
name,从纺织转化成切割。蕴含的能量没有增加，形式却改变了。,塔露拉？,,,355,从纺织转化成切割。蕴含的能量没有增加，形式却改变了。,織ることから切ることに変わった。含まれるエネルギーは増えていないが、形が変わったのです。,タルラ？,True
name,真货。卡特斯，恭喜你。,塔露拉？,,,356,真货。卡特斯，恭喜你。,本物です。カーツ、おめでとうございます。,タルラ？,True
name,你不是什么碎片，不是实验品，不是模仿者。,塔露拉？,,,357,你不是什么碎片，不是实验品，不是模仿者。,あなたは欠片でも、実験体でも、模倣者でもありません。,タルラ？,True
name,你的确是萨卡兹的君主......人类之敌。,塔露拉？,,,358,你的确是萨卡兹的君主......人类之敌。,あなたは確かにサーカズの君主……人類の敵です。,タルラ？,True
character,,avg_npc_087#3,,,359,,,avg_npc_087#3,True
name,不，站在你面前的是一个感染者。,阿米娅,,,360,不，站在你面前的是一个感染者。,いいえ、あなたの前に立っているのは感染者です。,アーミヤ,True
name,一个......人。,阿米娅,,,361,一个......人。,一人の……人間です。,アーミヤ,True
character,,char_010_chen_1#3,,,362,,,char_010_chen_1#3,True
name,我有点......说不出话。,陈,,,363,我有点......说不出话。,少し……言葉が出ません。,陳,True
name,阿米娅，你这是......什么魔术？,陈,,,364,阿米娅，你这是......什么魔术？,アーミヤ、それは……何の魔術ですか？,陳,True
character,,avg_npc_087#3,,,365,,,avg_npc_087#3,True
name,这个，现在应该不怎么重要......,阿米娅,,,366,这个，现在应该不怎么重要......,これは、今はあまり重要ではないはずです……,アーミヤ,True
character,,char_010_chen_1#4,,,367,,,char_010_chen_1#4,True
name,确实。但其实挺重要的，事关尊严问题。为什么你拿着和赤霄几乎差不多像的剑？为什么你会我苦练了十几年的剑术？,陈,,,368,确实。但其实挺重要的，事关尊严问题。为什么你拿着和赤霄几乎差不多像的剑？为什么你会我苦练了十几年的剑术？,確かに。しかし実はかなり重要で、尊厳の問題です。なぜあなたは赤霄にほとんど似た剣を持っているのですか？なぜあなたは私が十年以上苦労して練習した剣技を知っているのですか？,陳,True
character,,avg_npc_087#3,,,369,,,avg_npc_087#3,True
name,（陈小姐......有这么严重吗？！）,阿米娅,,,370,（陈小姐......有这么严重吗？！）,（陳さん……そんなに深刻なのでしょうか？！）,アーミヤ,True
character,,char_010_chen_1#4,,,371,,,char_010_chen_1#4,True
name,闲话，下次再说。这把剑，有多像赤霄？,陈,,,372,闲话，下次再说。这把剑，有多像赤霄？,余談は次回にしましょう。この剣は、どれくらい赤霄に似ていますか？,陳,True
character,,avg_npc_087#3,,,373,,,avg_npc_087#3,True
name,你可以当它就是另一把赤霄。,阿米娅,,,374,你可以当它就是另一把赤霄。,あなたはこれをもう一振りの赤霄と考えてもいいです。,アーミヤ,True
character,,char_010_chen_1#4,,,375,,,char_010_chen_1#4,True
name,好，阿米娅。你记得我多少剑术？,陈,,,376,好，阿米娅。你记得我多少剑术？,よし、アーミヤ。私の剣術をいくつ覚えていますか？,陳,True
character,,avg_npc_087#3,,,377,,,avg_npc_087#3,True
name,全都记得。我看在眼里，我从你的心里发现的，我全都记得。,阿米娅,,,378,全都记得。我看在眼里，我从你的心里发现的，我全都记得。,全部覚えています。私は目で見て、あなたの心から見つけたことを、すべて覚えています。,アーミヤ,True
character,,char_010_chen_1,,,379,,,char_010_chen_1,True
name,......你从我心里发现了什么？,陈,,,380,......你从我心里发现了什么？,……私の心から何を見つけたのですか？,陳,True
character,,avg_npc_087#3,,,381,,,avg_npc_087#3,True
name,呃，陈小姐......不，不用担心，我只看了那些你希望我能学会的东西。我能判别这些事情，唔，也真的没看别的。,阿米娅,,,382,呃，陈小姐......不，不用担心，我只看了那些你希望我能学会的东西。我能判别这些事情，唔，也真的没看别的。,えっと、陳さん……い、いえ、ご心配なく、私はあなたが私に習得してほしいものだけを見ました。これらのことを区別できますし、うーん、本当に他のものは見ていません。,アーミヤ,True
character,,char_010_chen_1,,,383,,,char_010_chen_1,True
name,全忘掉吧。,陈,,,384,全忘掉吧。,全部忘れてください。,陳,True
name,魏彦吾总说，想使唤赤霄，归根结底不靠剑术，靠的是心境。,陈,,,385,魏彦吾总说，想使唤赤霄，归根结底不靠剑术，靠的是心境。,魏彦吾はいつも言います、赤霄を扱うには結局剣術ではなく、心の状態に依ると。,陳,True
name,我总当他乱讲嘢，但也还是得承认，他的剑术造诣，我这辈子都别想赶上。,陈,,,386,我总当他乱讲嘢，但也还是得承认，他的剑术造诣，我这辈子都别想赶上。,私はいつも彼がでたらめを言っていると思っていましたが、やはり認めざるを得ません、彼の剣術の奥義は私の一生かかっても追いつけないと。,陳,True
name,所以，他在谈合作讲道理的时候你可以当他是放屁，但要用剑，就听我一回，听他一回！,陈,,,387,所以，他在谈合作讲道理的时候你可以当他是放屁，但要用剑，就听我一回，听他一回！,だから、彼が協力や理屈を語るときは彼の話を無視してもいいですが、剣を使うときは私の言うことも彼の言うことも聞いてください！,陳,True
character,,avg_npc_087#3,,,388,,,avg_npc_087#3,True
name,好的！,阿米娅,,,389,好的！,わかりました！,アーミヤ,True
character,,char_011_talula_1,,,390,,,char_011_talula_1,True
name,两把剑。你居然选择了赤霄这样恶毒的武器。,塔露拉？,,,391,两把剑。你居然选择了赤霄这样恶毒的武器。,二本の剣。あなたが赤霄のような悪辣な武器を選んだとは。,タルラ？,True
character,,char_010_chen_1,,,392,,,char_010_chen_1,True
name,武器，哪有什么恶毒不恶毒？这大地上的武器，有哪一把能比你恶毒？,陈,,,393,武器，哪有什么恶毒不恶毒？这大地上的武器，有哪一把能比你恶毒？,武器に悪辣も何もあるか？この大地の武器で、どれがあなたより悪辣だというのか？,陳,True
name,阿米娅，听好......！,陈,,,394,阿米娅，听好......！,アーミヤ、よく聞いて……！,陳,True
name,如果你的愤慨和我的怒火如出一辙，我们的剑就不分彼此！,陈,,,395,如果你的愤慨和我的怒火如出一辙，我们的剑就不分彼此！,もしあなたの憤りと私の怒りが同じなら、私たちの剣は区別がつかない！,陳,True
name,上了，阿米娅！先不要管她死活！,陈,,,396,上了，阿米娅！先不要管她死活！,行け、アーミヤ！まずは彼女の生死など気にせずに！,陳,True
character,,avg_npc_087#3,,,397,,,avg_npc_087#3,True
name,啊？！真的可以吗......！,阿米娅,,,398,啊？！真的可以吗......！,あっ？！本当にいいのですか……！,アーミヤ,True
character,,char_010_chen_1,,,399,,,char_010_chen_1,True
name,别想得我们好像真有得选一样！,陈,,,400,别想得我们好像真有得选一样！,私たちに本当に選択肢があると思わないで！,チェン,True
character,,char_011_talula_1,,,401,,,char_011_talula_1,True
name,这样的武器给了你们信心？,塔露拉？,,,402,这样的武器给了你们信心？,そんな武器で自信があるのか？,タルラ？,True
name,滑稽戏我今天已经看过一场，不想再看第二遍了。,塔露拉？,,,403,滑稽戏我今天已经看过一场，不想再看第二遍了。,今日はすでに一度道化芝居を見た。二度目は見たくない。,タルラ？,True
name,试试你的剑吧，卡特斯。看看你的技术怎么样。,塔露拉？,,,404,试试你的剑吧，卡特斯。看看你的技术怎么样。,剣を試してみろ、カーツ。お前の技術を見せてもらおう。,タルラ？,True
dialog,,,,,405,,,,True
playsound,,,,,406,,,,True
playsound,,,,,407,,,,True
playsound,,,,,408,,,,True
playsound,,,,,409,,,,True
camerashake,,,,,410,,,,True
blocker,,,,,411,,,,True
blocker,,,,,412,,,,True
blocker,,,,,413,,,,True
blocker,,,,,414,,,,True
blocker,,,,,415,,,,True
blocker,,,,,416,,,,True
character,,,,,417,,,,True
image,,,,,418,,,,True
dialog,,,,,419,,,,True
character,,,,,420,,,,True
character,,char_010_chen_1#2,,,421,,,char_010_chen_1#2,True
name,太慢了！赤霄！,陈,,,422,太慢了！赤霄！,遅すぎる！赤霄！,チェン,True
character,,avg_npc_087#3,,,423,,,avg_npc_087#3,True
name,拔刀！,阿米娅,,,424,拔刀！,抜刀します！,アーミヤ,True
blocker,,,,,425,,,,True
image,,,avg_8_37,,426,,,,True
imagetween,,,,,427,,,,True
blocker,,,,,428,,,,True
camerashake,,,,,429,,,,True
playsound,,,,,430,,,,True
blocker,,,,,431,,,,True
blocker,,,,,432,,,,True
imagetween,,,,,433,,,,True
camerashake,,,,,434,,,,True
playsound,,,,,435,,,,True
blocker,,,,,436,,,,True
blocker,,,,,437,,,,True
delay,,,,,438,,,,True
blocker,,,,,439,,,,True
image,,,avg_8_37,,440,,,,True
blocker,,,,,441,,,,True
character,,char_011_talula_1,,,442,,,char_011_talula_1,True
name,啊......,塔露拉？,,,443,啊......,ああ……,タルラ？,True
character,,avg_npc_087#3,,,444,,,avg_npc_087#3,True
name,（凯尔希医生说的是真的，赤霄的确是能切开法术的剑......！）,阿米娅,,,445,（凯尔希医生说的是真的，赤霄的确是能切开法术的剑......！）,（ケルシードクターのおっしゃった通り、赤霄は確かに魔法を断つことのできる剣です……！）,アーミヤ,True
character,,,,,446,,,,True
dialog,,,,,447,,,,True
,不断吞噬周遭事物的无形火焰，在青黑色与红色闪烁过后消散如无物。,,,,448,不断吞噬周遭事物的无形火焰，在青黑色与红色闪烁过后消散如无物。,絶えず周囲のものを飲み込む無形の炎は、青黒と赤に煌めいた後、跡形もなく消えた。,,True
delay,,,,,449,,,,True
dialog,,,,,450,,,,True
blocker,,,,,451,,,,True
image,,,,,452,,,,True
blocker,,,,,453,,,,True
playsound,,,,,454,,,,True
delay,,,,,455,,,,True
character,,char_011_talula_1,,,456,,,char_011_talula_1,True
name,伤口。,塔露拉？,,,457,伤口。,傷口。,タルラ？,True
name,怎么会......,塔露拉？,,,458,怎么会......,どうして……,タルラ？,True
name,从我真正自恨意里重生到现在，这副身体尚不曾受到过一点伤害。,塔露拉？,,,459,从我真正自恨意里重生到现在，这副身体尚不曾受到过一点伤害。,私が本当に自分を恨んで生まれ変わってから今まで、この体は一度も傷ついたことがありません。,タルラ？,True
character,,avg_npc_087#3,,,460,,,avg_npc_087#3,True
name,竟然只划到她的手指......她法术里蕴含的能量，实在是太大了！,阿米娅,,,461,竟然只划到她的手指......她法术里蕴含的能量，实在是太大了！,まさか彼女の指にだけ傷がつくなんて……彼女の術に込められたエネルギーは、本当に大きいですね！,アーミヤ,True
character,,char_010_chen_1#2,,,462,,,char_010_chen_1#2,True
name,别小看这一点点伤口！,陈,,,463,别小看这一点点伤口！,このわずかな傷を侮ってはいけません！,チェン,True
name,每次你都给她留一个伤口，千百个伤口之后，她也就失血而死了！,陈,,,464,每次你都给她留一个伤口，千百个伤口之后，她也就失血而死了！,毎回あなたは彼女に一つの傷を残します。千、万の傷の後、彼女は失血死するでしょう！,チェン,True
character,,char_011_talula_1,,,465,,,char_011_talula_1,True
name,这样说真让我伤心。,塔露拉？,,,466,这样说真让我伤心。,そう言われると本当に悲しいです。,タルラ？,True
character,,char_010_chen_1,,,467,,,char_010_chen_1,True
name,披着那张皮说这种话，你以为你是谁？,陈,,,468,披着那张皮说这种话，你以为你是谁？,その皮をかぶってそんなことを言うなんて、あなたは自分が誰だと思っているの？,チェン,True
character,,char_011_talula_1,,,469,,,char_011_talula_1,True
name,龙门近卫局真是培养了个好心肠。,塔露拉？,,,470,龙门近卫局真是培养了个好心肠。,龍門警備局は本当にいい心根の人間を育てましたね。,タルラ？,True
name,和外人一起伤害亲人的身体，你很开心的样子，晖洁。,塔露拉？,,,471,和外人一起伤害亲人的身体，你很开心的样子，晖洁。,他人と一緒に親の体を傷つけて、あなたは楽しそうですね、晖洁。,タルラ？,True
character,,char_010_chen_1,,,472,,,char_010_chen_1,True
name,你也敢这么叫我？,陈,,,473,你也敢这么叫我？,そんな風に私のことを呼ぶなんて、よくもまあ。,チェン,True
character,,char_011_talula_1,,,474,,,char_011_talula_1,True
name,你要是想杀我的话，就下手吧，晖洁。,塔露拉？,,,475,你要是想杀我的话，就下手吧，晖洁。,もし殺したいのなら、さあ、手を下しなさい、晖洁。,タルラ？,True
character,,char_010_chen_1,,,476,,,char_010_chen_1,True
name,你......,陈,,,477,你......,あなたは……,チェン,True
character,,char_011_talula_1,,,478,,,char_011_talula_1,True
name,我已经永远都回不去了。我恨这一切。我恨你。我恨养育你的这片土地。它把你变成这样。,塔露拉？,,,479,我已经永远都回不去了。我恨这一切。我恨你。我恨养育你的这片土地。它把你变成这样。,私はもう二度と戻れません。私はこのすべてを憎んでいます。あなたを憎んでいます。あなたを育てたこの土地を憎んでいます。それがあなたをこんな風にしました。,タルラ？,True
name,杀了我吧，让我解脱吧。否则，我就会杀了你。,塔露拉？,,,480,杀了我吧，让我解脱吧。否则，我就会杀了你。,私を殺して、解放してください。そうでなければ、私があなたを殺します。,タルラ？,True
name,至少......至少......晖洁，晖洁......别让我动手杀你。我不想，我不能......,塔露拉？,,,481,至少......至少......晖洁，晖洁......别让我动手杀你。我不想，我不能......,せめて……せめて……晖洁、晖洁……殺させないでください。私はしたくない、できません……,タルラ？,True
name,哪怕我是因为你才变成这样。,塔露拉？,,,482,哪怕我是因为你才变成这样。,たとえ私があなたのせいでこうなったとしても。,タルラ？,True
character,,char_010_chen_1,,,483,,,char_010_chen_1,True
name,......我......二十年前那一次，我......,陈,,,484,......我......二十年前那一次，我......,……私は……20年前のあの時、私は……,チェン,True
character,,char_011_talula_1,,,485,,,char_011_talula_1,True
name,是你不和我一起走。,塔露拉？,,,486,是你不和我一起走。,あなたが私と一緒に行かなかったのです。,タルラ？,True
name,是你逃了，是你退缩了，晖洁。我变成这个样子......变成这个我也厌恶的样子......都是因为你。,塔露拉？,,,487,是你逃了，是你退缩了，晖洁。我变成这个样子......变成这个我也厌恶的样子......都是因为你。,あなたが逃げて、躊躇したのです、晖洁。私がこんな姿に……こんな自分でも嫌いな姿に……なったのはすべてあなたのせいです。,タルラ？,True
name,都是因为你。都是因为你答应过了却反悔了。,塔露拉？,,,488,都是因为你。都是因为你答应过了却反悔了。,すべてはあなたのせいです。約束したのに反故にしたのはあなただから。,タルラ？,True
character,,char_010_chen_1,,,489,,,char_010_chen_1,True
name,啊......,陈,,,490,啊......,あ……,チェン,True
character,,char_011_talula_1,,,491,,,char_011_talula_1,True
name,那个月夜，那个下着倾盆大雨的夜晚......,塔露拉？,,,492,那个月夜，那个下着倾盆大雨的夜晚......,あの月夜、あの大雨の降る夜……,タルラ？,True
name,你为什么心甘情愿地留在那条恶龙身边？,塔露拉？,,,493,你为什么心甘情愿地留在那条恶龙身边？,どうしてあの邪悪な龍のそばに進んで残ったのですか？,タルラ？,True
name,他杀了我爸，逼死我们的妈妈......害我们两人分离！,塔露拉？,,,494,他杀了我爸，逼死我们的妈妈......害我们两人分离！,あいつは私の父を殺し、私たちの母を追い詰めて死なせ……私たち二人を引き離しました！,タルラ？,True
name,现在，你还要帮他做事？,塔露拉？,,,495,现在，你还要帮他做事？,今でも、あなたはあいつのために働くのですか？,タルラ？,True
character,,avg_npc_087#3,,,496,,,avg_npc_087#3,True
name,它说谎！,阿米娅,,,497,它说谎！,それは嘘をついています！,アーミヤ,True
name,陈小姐，你仔细想想......,阿米娅,,,498,陈小姐，你仔细想想......,チェンさん、よくお考えください……,アーミヤ,True
name,那天晚上究竟是什么样子？,阿米娅,,,499,那天晚上究竟是什么样子？,あの夜は一体どんな状態でしたか？,アーミヤ,True
character,,char_011_talula_1,,,500,,,char_011_talula_1,True
name,......,塔露拉？,,,501,......,......,タルラ？,True
character,,char_010_chen_1,,,502,,,char_010_chen_1,True
name,那是个晴天。我绝对不会记错......那天晚上，虽然没有月亮，没有星星——,陈,,,503,那是个晴天。我绝对不会记错......那天晚上，虽然没有月亮，没有星星——,あれは晴れた日でした。絶対に間違いません……その晩は、月も星もありませんでした——,チェン,True
name,但你拉我出去的时候，是白天。那天是白天。,陈,,,504,但你拉我出去的时候，是白天。那天是白天。,でもあなたが私を連れ出した時は、昼間でした。あの日は昼間でした。,チェン,True
character,,avg_npc_087#3,,,505,,,avg_npc_087#3,True
name,也就是说......,阿米娅,,,506,也就是说......,つまり……でございますね……,アーミヤ,True
name,不。塔露拉，科西切的源石技艺不是在他死后才生效的......,阿米娅,,,507,不。塔露拉，科西切的源石技艺不是在他死后才生效的......,いいえ。タルラ、コシチェの源石技術は彼の死後に発動したのではありません……,アーミヤ,True
name,他从那时候开始，就已经对你施用了这个法术了。,阿米娅,,,508,他从那时候开始，就已经对你施用了这个法术了。,彼はその時から、すでにあなたにその魔法をかけていたのです。,アーミヤ,True
name,想一想吧。你有多少思绪被扭曲了，你有多少记忆被蒙上了薄纱？,阿米娅,,,509,想一想吧。你有多少思绪被扭曲了，你有多少记忆被蒙上了薄纱？,考えてみてください。どれだけ多くの思考が歪められ、どれだけ多くの記憶が薄いヴェールで覆われているのか？,アーミヤ,True
name,就算他没篡改你的记忆，可是你记忆里那些不分明的东西，还是被他利用了！,阿米娅,,,510,就算他没篡改你的记忆，可是你记忆里那些不分明的东西，还是被他利用了！,たとえ彼があなたの記憶を改ざんしていなくても、記憶の中のあやふやなものは彼に利用されているのです！,アーミヤ,True
name,塔露拉，如果你还是塔露拉的话——,阿米娅,,,511,塔露拉，如果你还是塔露拉的话——,タルラ、もしあなたがまだタルラであるのなら——,アーミヤ,True
name,哪怕你想要发动一场战争，哪怕你会牺牲很多人......,阿米娅,,,512,哪怕你想要发动一场战争，哪怕你会牺牲很多人......,たとえあなたが戦争を起こそうとしても、たとえ多くの人を犠牲にしても……,アーミヤ,True
name,你会为了自己，让他们毫无价值地死去吗？,阿米娅,,,513,你会为了自己，让他们毫无价值地死去吗？,あなたは自分のために、彼らを無意味に死なせますか？,アーミヤ,True
name,如果真的要牺牲，你难道不才是那第一个吗？,阿米娅,,,514,如果真的要牺牲，你难道不才是那第一个吗？,もし本当に犠牲が必要なら、あなたこそが最初の犠牲者ではありませんか？,アーミヤ,True
name,你会允许雪怪和霜星无助地死去吗？你会用爱国者保护着的东西去摧毁你尊敬的他吗？你会允许无数的乌萨斯人，无数的感染者，因此死去吗？,阿米娅,,,515,你会允许雪怪和霜星无助地死去吗？你会用爱国者保护着的东西去摧毁你尊敬的他吗？你会允许无数的乌萨斯人，无数的感染者，因此死去吗？,あなたはイエティやフロストスターを無力に死なせますか？パトリオットが守っているものを使って尊敬する彼を破壊しますか？無数のウルサス人、無数の感染者たちが死ぬのを許しますか？,アーミヤ,True
character,,char_011_talula_1,,,516,,,char_011_talula_1,True
name,够了。你是撼动不了我的意志的。,塔露拉？,,,517,够了。你是撼动不了我的意志的。,もう十分です。あなたには私の意志を揺るがすことはできません。,タルラ？,True
name,你们就连动作都一模一样，连节奏都吻合......我有点犯恶心。,塔露拉？,,,518,你们就连动作都一模一样，连节奏都吻合......我有点犯恶心。,あなたたちの動きはまったく同じで、リズムまで合っている……少し吐き気がします。,タルラ？,True
name,这两把剑还奈何不了我。,塔露拉？,,,519,这两把剑还奈何不了我。,この二本の剣では私には歯が立ちません。,タルラ？,True
name,你们的体力会随着时间耗尽，我的火焰却是无穷无尽的。,塔露拉？,,,520,你们的体力会随着时间耗尽，我的火焰却是无穷无尽的。,あなたたちの体力は時間とともに尽きるが、私の炎は無限です。,タルラ？,True
name,剑是你们手足的伸展，而我就是力量本身。你们将被疲劳击垮，而我会取走你们的性命。,塔露拉？,,,521,剑是你们手足的伸展，而我就是力量本身。你们将被疲劳击垮，而我会取走你们的性命。,剣はあなたたちの手足の延長線ですが、私は力そのもの。あなたたちは疲労で倒れ、私は命を奪います。,タルラ？,True
character,,avg_npc_087#3,,,522,,,avg_npc_087#3,True
name,塔露拉，睁开眼睛看看吧......这样的结果，这样的惨剧，就是你想要的吗？,阿米娅,,,523,塔露拉，睁开眼睛看看吧......这样的结果，这样的惨剧，就是你想要的吗？,タルラ、目を開けてご覧なさい……こんな結果、こんな惨劇が、あなたの望むことですか？,アーミヤ,True
name,这就是你想要的吗？！,阿米娅,,,524,这就是你想要的吗？！,これがあなたの望みですか？！,アーミヤ,True
character,,char_011_talula_1,,,525,,,char_011_talula_1,True
name,够了！,塔露拉？,,,526,够了！,もう十分です！,タルラ？,True
dialog,,,,,527,,,,True
playsound,,,,,528,,,,True
playsound,,,,,529,,,,True
camerashake,,,,,530,,,,True
delay,,,,,531,,,,True
character,,avg_npc_087#3,,,532,,,avg_npc_087#3,True
name,藏在蛋壳里是没用的。面对我。,阿米娅,,,533,藏在蛋壳里是没用的。面对我。,殻の中に隠れても無駄です。私に向き合ってください。,アーミヤ,True
,阿米娅仰起头。,,,,534,阿米娅仰起头。,アーミヤが顔を上げる。,,True
,她这样说，仿佛陈述事实。,,,,535,她这样说，仿佛陈述事实。,彼女はまるで事実を述べるようにそう言った。,,True
dialog,,,,,536,,,,True
character,,char_010_chen_1#5,,,537,,,char_010_chen_1#5,True
playsound,,,,,538,,,,True
camerashake,,,,,539,,,,True
blocker,,,,,540,,,,True
blocker,,,,,541,,,,True
delay,,,,,542,,,,True
,陈看了看阿米娅。身边的女孩已经和十分钟前的阿米娅判若两人。,,,,543,陈看了看阿米娅。身边的女孩已经和十分钟前的阿米娅判若两人。,チェンはアーミヤを見た。隣の少女は十分钟前のアーミヤとはまるで別人だった。,,True
,她反常的语气令人惊讶，那种感觉，像是有三分之一来自阿米娅本人，三分之一惟妙惟肖地学着自己，还有三分之一......,,,,544,她反常的语气令人惊讶，那种感觉，像是有三分之一来自阿米娅本人，三分之一惟妙惟肖地学着自己，还有三分之一......,彼女の異質な口調は驚くべきもので、その感覚は三分の一はアーミヤ本人から、三分の一はそっくりそのまま自分を真似ており、残りの三分の一は……,,True
,陈也不知道那是什么东西。,,,,545,陈也不知道那是什么东西。,チェンもそれが何か分からなかった。,,True
dialog,,,,,546,,,,True
character,,char_011_talula_1,,,547,,,char_011_talula_1,True
,德拉克双唇紧闭。,,,,548,德拉克双唇紧闭。,ドラッグは唇を固く閉ざした。,,True
