command,text_orig,key,is_skippable,fit_mode,time,a,r,g,b,fadetime,block,intro,volume,crossfade,delay,image,x,y,xScale,yScale,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,duration,screenadapt,width,height,name,name2,focus,options,values,references,option_number,index,text,jp_text,jp_name,text_match
name,她的父母是矿石病学者，为了感染者研究矿石病，却死在了一场感染者与当局发生的冲突之中。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,158,她的父母是矿石病学者，为了感染者研究矿石病，却死在了一场感染者与当局发生的冲突之中。,彼女の両親は鉱石病の研究者で、感染者のために働いていましたが、感染者と当局の衝突で亡くなりました。,アーミヤ,True
name,她只是认为，我们遭遇的和她遭遇的并没有区别。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,159,她只是认为，我们遭遇的和她遭遇的并没有区别。,彼女はただ、私たちの遭遇と自分の遭遇に違いはないと思っているだけです。,アーミヤ,True
name,灰喉比你想的敏感得多。她大概只是不想表达。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,160,灰喉比你想的敏感得多。她大概只是不想表达。,グレイヴァは君が思うよりずっと繊細です。たぶん、ただそれを表に出さないだけです。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#4,1,,,,0,161,,,,False
name,不肯说出来，我哪知道......,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,162,不肯说出来，我哪知道......,言わなきゃ、俺にわかるわけないだろ……。,コーラル,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,163,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,164,,,,False
blocker,,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,0,165,,,,False
blocker,,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,0,166,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,,0,167,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,168,......,……,グレイヴァ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,,,,,,0,169,,,,False
name,他是你的朋友吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,0,170,他是你的朋友吗？,彼は君の友達か？,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,2,,,,0,171,,,,False
name,......我不知道。,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,172,......我不知道。,……わからない。,グレイヴァ,True
name,你是谁？,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,173,你是谁？,あんたは誰だ？,グレイヴァ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,1,,,,0,174,,,,False
name,需要我自我介绍吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,0,175,需要我自我介绍吗？,自己紹介が必要か？,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,2,,,,0,176,,,,False
name,不用了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,177,不用了。,いらない。,グレイヴァ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,1,,,,0,178,,,,False
name,和感染者做朋友是很危险的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,0,179,和感染者做朋友是很危险的。,感染者と友達になるのは危険だ。,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,2,,,,0,180,,,,False
name,我不在乎朋友是不是感染者。,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,181,我不在乎朋友是不是感染者。,友達が感染者かどうかなんて気にしない。,グレイヴァ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,1,,,,0,182,,,,False
name,这样吗......,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,0,183,这样吗......,そうか……,？？？,True
name,节哀顺变。,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,0,184,节哀顺变。,ご愁傷さま。,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,2,,,,0,185,,,,False
name,......为什么要问我这些？,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,186,......为什么要问我这些？,……なぜそんなことを俺に聞く？,グレイヴァ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,1,,,,0,187,,,,False
name,因为我很怕你和感染者做朋友。,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,0,188,因为我很怕你和感染者做朋友。,君が感染者と友達になることが怖いからだ。,？？？,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,189,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,190,,,,False
stopmusic,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,191,,,,False
blocker,,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,0,192,,,,False
blocker,,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,0,193,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#1,1,,,,0,194,,,,False
name,阿米娅，通讯。,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,195,阿米娅，通讯。,アーミヤ、通信だ。,コーラル,True
playsound,,$d_gen_transmissionget,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,0,196,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#1,,,,,,0,197,,,,False
name,这里是阿米娅。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,198,这里是阿米娅。,こちらはアーミヤです。,アーミヤ,True
name,嘉维尔？你在哪里？,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,199,嘉维尔？你在哪里？,ジャビール？君はどこにいるの？,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#6,,,,,,0,200,,,,False
name,......贫民区底部通道？有新通道，怎么会？,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,201,......贫民区底部通道？有新通道，怎么会？,……スラムの底部通路？新しい通路がある？どうして？,アーミヤ,True
name,......黑色雨披，以及......,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,202,......黑色雨披，以及......,……黒いレインコート、そして……,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,0,203,,,,False
name,雪怪小队？他们在和逃入贫民区的整合运动汇合？,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,204,雪怪小队？他们在和逃入贫民区的整合运动汇合？,雪怪小隊？彼らはスラムに逃げ込んだ整合運動と合流しようとしているの？,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#9,,,,,,0,205,,,,False
name,......最坏的事儿还是发生了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,206,......最坏的事儿还是发生了。,……最悪の事態が起きてしまった。,コーラル,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,207,,,,False
delay,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,208,,,,False
blocker,,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,0,209,,,,False
