command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,screenadapt,effect,amount,keep,volume,time,slot ,duration,isblock,name,end,layer,id,x,y,alignment,size,delay,width,xstrength,ystrength,vibrato,randomness,fadeout,loop,channel,options,values,references,slot,posfrom,posto,afrom,ato,intro,focus,xScale,yScale,xFrom,xTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,imagegroup,solidwidth,solidheight,duration ,ease,type,from,to,style,sfrom,sto,sduration,option_number,index,text,jp_text,jp_name,text_match
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,,,,False
blocker,,,,,1,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,113,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,114,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,,,,False
cameraeffect,,,,,,,,,,,,,Grayscale,0.8,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,116,,,,False
image,,,,,,,,,,,50_i16,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,117,,,,False
blocker,,,,,0,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,118,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,119,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,,,,False
blocker,,,,,1,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,121,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,122,,,,False
cameraeffect,,,,,,,,,,,,,Grayscale,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,123,,,,False
background,,,,,,,,,,,60_g13_rhodesdeck_origin,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,124,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#6$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,125,,,,False
blocker,,,,,0,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,126,,,,False
name,在这种情况下，真正杀死你已经是不可能的事。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,127,在这种情况下，真正杀死你已经是不可能的事。,この状況では、真にあなたを殺すことは不可能です。,ケルシー,True
name,但是特蕾西娅和特雷西斯做到的事，让我确信了一点。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,128,但是特蕾西娅和特雷西斯做到的事，让我确信了一点。,しかし、トレシアとトレシスが成し遂げたことが、私に一つ確信をもたらしました。,ケルシー,True
name,你对源石的控制并非无可动摇，依然存在一些手段来限制你对于源石的权限。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,129,你对源石的控制并非无可动摇，依然存在一些手段来限制你对于源石的权限。,あなたの源石のコントロールは揺るぎないものではなく、まだいくつかの方法であなたの源石に対する権限を制限できると。,ケルシー,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#1$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,130,,,,False
name,你所说的两个人，我的确在源石内部见过他们。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,131,你所说的两个人，我的确在源石内部见过他们。,あなたの言う二人は、確かに私は源石の内部で会ったことがあります。ですます調でお話ししますね。,プルシーズ,True
name,他们的努力的确出人意料，是令人惊喜的挣扎。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,132,他们的努力的确出人意料，是令人惊喜的挣扎。,彼らの努力は予想外で、喜ばしいほどの抗いでした。ですます調でお話ししますね。,プルシーズ,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#10$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,133,,,,False
name,所以呢？你又如何确信，在这里杀了我不是徒劳之举？,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,134,所以呢？你又如何确信，在这里杀了我不是徒劳之举？,それで？ここで私を殺しても無駄ではないとどうして確信できるのですか？ですます調でお話ししますね。,プルシーズ,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#1$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,135,,,,False
name,Mon3tr攻击你的时候，你选择了防御。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,136,Mon3tr攻击你的时候，你选择了防御。,Mon3trがあなたを攻撃した時、あなたは防御を選んだ。,ケルシー,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#2$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,137,,,,False
name,......,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,138,......,......,プルシーズ,True
name,......你怎么能做到？,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,139,......你怎么能做到？,……どうしてそんなことができるのですか？ですます調でお話ししますね。,プルシーズ,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#11$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,140,,,,False
name,看来你已经察觉到了。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,141,看来你已经察觉到了。,どうやらあなたは気づいたようですね。,ケルシー,True
name,基于特蕾西娅对源石的研究，同样是模仿你对博士设下的陷阱，我对你所处的唤醒室加入了一些设计。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,142,基于特蕾西娅对源石的研究，同样是模仿你对博士设下的陷阱，我对你所处的唤醒室加入了一些设计。,トレシアの源石研究を基に、博士に仕掛けた罠を模倣し、私はあなたがいる覚醒室にいくつかの仕掛けを施しました。,ケルシー,True
name,只要你在这里醒来，你的意识，同样会困于这具身体，而无法重新回到源石内部的信息海洋。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,143,只要你在这里醒来，你的意识，同样会困于这具身体，而无法重新回到源石内部的信息海洋。,ここで目覚める限り、あなたの意識はこの身体に縛られ、再び源石内の情報の海へ戻れなくなるでしょう。,ケルシー,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#3$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,144,,,,False
name,......？,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,145,......？,……？,プルシーズ,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#6$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,146,,,,False
name,或许你迟早能突破这一层限制，而且你依然有操作源石的权限，但此刻的你，也只是一个人类。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,147,或许你迟早能突破这一层限制，而且你依然有操作源石的权限，但此刻的你，也只是一个人类。,おそらくあなたはいつかこの制限を突破できるでしょうし、源石を操作する権限もまだあります。しかし今のあなたはただの人間に過ぎません。,ケルシー,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#7$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,148,,,,False
name,你为了反抗我，竟然会做到这一步——,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,149,你为了反抗我，竟然会做到这一步——,私に抵抗するために、あなたはここまでやるとは――。ですます調でお話ししますね。,プルシーズ,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#6$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,150,,,,False
name,普瑞赛斯，你不是泰拉的造物主。这片大地上的一切生命，没有义务顺应你的意愿。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,151,普瑞赛斯，你不是泰拉的造物主。这片大地上的一切生命，没有义务顺应你的意愿。,プルシーズ、あなたはテラの創造主ではありません。この大地のすべての生命は、あなたの意志に従う義務はありません。,ケルシー,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#7$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,152,,,,False
name,......这是我对你的报复，也是最后的反抗。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,153,......这是我对你的报复，也是最后的反抗。,……これは私のあなたへの復讐であり、最後の抵抗です。,ケルシー,True
charslot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,154,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,155,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,1,,,,,,,,,,,,10,10,90,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,156,,,,False
playsound,,$d_avg_icecrystlncrse,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,157,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,158,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#6$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,159,,,,False
name,......太迟了。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,160,......太迟了。,……遅すぎた。,ケルシー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,161,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,162,,,,False
decision,阿米娅！帮助凯尔希！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅！帮助凯尔希！,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,163,阿米娅！帮助凯尔希！,アーミヤ！ケルシーを助けて！,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,164,,,,False
effect,,,,,,,,,,,,,,,,,,,,,"$e_amiya_atk_01"", layer = 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,165,,,,False
playsound,,$p_skill_chimera,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,166,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,,,,False
blocker,,,,,0.8,1,1,1,0.1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,168,,,,False
blocker,,,,,0.8,0,0,0,0.1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,169,,,,False
blocker,,,,,0.8,1,1,1,0.1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,170,,,,False
blocker,,,,,0,0,0,0,0.4,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,171,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,172,,,,False
playsound,,$d_avg_phntsmbrek,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,173,,,,False
playsound,,$d_avg_phntsmglsbrek,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,174,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,0.8,,,,,,,,,,,,50,50,90,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,175,,,,False
blocker,,,,,0,255,255,255,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,176,,,,False
blocker,,,,,1,255,255,255,0.03,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,177,,,,False
blocker,,,,,0,255,255,255,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,178,,,,False
delay,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,179,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,0.5,,,,,,,,,,,,30,30,30,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,180,,,,False
playsound,,$char_Mon3tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,181,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""npc_10002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,182,,,,False
name,（激昂的咆哮）,,,,,,,,,,,,,,,,,,,,Mon3tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,183,（激昂的咆哮）,（激昂の咆哮）,Mon3tr,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_1037_amiya3_1#6$3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,184,,,,False
name,凯尔希医生......这一次换我来保护您......,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,185,凯尔希医生......这一次换我来保护您......,ケルシー・ドクター……今回は私があなたを守ります……ですます調でお話ししますね。,アーミヤ,True
charslot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,186,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#7$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,187,,,,False
name,......！,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,188,......！,……！,プルシーズ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,189,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,190,,,,False
playsound,,$d_gen_surfacefrozen,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,true,sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,191,,,,False
delay,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,192,,,,False
stopsound,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,193,,,,False
playsound,,$d_avg_drkcludsthdr,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,true,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,194,,,,False
soundvolume,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,195,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,196,,,,False
stopsound,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,197,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,198,,,,False
blocker,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,199,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,,,,False
background,,,,,,,,,,,60_g15_rhodesabyss_off,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,,,,False
playsound,,$swordtsing4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,202,,,,False
effect,,,,,,,,,,,,,,,,,,,,,"$e_slash_01_l"",x = 68.2, y = 13.3,rox =73.1, roy =5.6, roz =-75.4, layer = 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,203,,,,False
delay,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,204,,,,False
playsound,,$swordtsing5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,205,,,,False
effect,,,,,,,,,,,,,,,,,,,,,"$e_slash_01_l"",x = -86.9, y = -27.5,rox =-74.9, roy =-15.2, roz =118.3, layer = 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,206,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,207,,,,False
blocker,,,,,0,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,208,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,avg_npc_521_1#1$1,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,0,209,,,,False
name,右侧五名，确认瘫痪。,,,,,,,,,,,,,,,,,,,,Mechanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,210,右侧五名，确认瘫痪。,右側の五名、麻痺を確認。,メカニスト,True
charslot,,,,,,,,,,,,,,,,,,,,,avg_4133_logos_1#1$1,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,0,211,,,,False
name,“殁亡”。,,,,,,,,,,,,,,,,,,,,Logos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,212,“殁亡”。,「殁亡（ぼつぼう）」。,ロゴス,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,213,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,214,,,,False
playsound,,$d_avg_boneflute_low,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,215,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,216,,,,False
blocker,,,,,0.5,0,0,0,1.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,217,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,avg_017_huang_1#4$2,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,0,219,,,,False
name,看上去神神道道的，结果不还是把那些我们已经打败过一次的敌人再拉出来一遍嘛，没什么大不了的。,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,220,看上去神神道道的，结果不还是把那些我们已经打败过一次的敌人再拉出来一遍嘛，没什么大不了的。,神がかって見えるけど、結局は一度倒した敵をもう一度引っ張り出してきただけだ。大したことじゃない。,コウ,True
charslot,,,,,,,,,,,,,,,,,,,,,avg_017_huang_1#5$2,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,0,221,,,,False
name,再吃我这招——,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,222,再吃我这招——,この技をもう一度食らえ——,コウ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,223,,,,False
playsound,,$d_avg_clothmovement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,224,,,,False
charslot,,,,,,,,,,,,,,,,,,m,0.3,,,,,,,,,,,,,,,,,,,,,,,"0,0","-200,40",1,0,,,,,,,,,,,,,,,,,,,,,,,0,225,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,226,,,,False
blocker,,,,,1,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,227,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,228,,,,False
blocker,,,,,0,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,229,,,,False
charslot,,,,,,,,,,,,,,,,,,"r"", name = ""avg_npc_1727_1#1$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,230,,,,False
charslot,,,,,,,,,,,,,,,,,,"l"", name = ""avg_npc_1728_1#1$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,231,,,,False
delay,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,232,,,,False
blocker,,,,,0,255,255,255,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,233,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,1,,,,,,,,,,,,40,40,30,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,234,,,,False
playsound,,$e_atk_saw_n_2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,235,,,,False
blocker,,,,,1,255,255,255,0.03,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,236,,,,False
blocker,,,,,0,255,255,255,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,237,,,,False
playsound,,$e_atk_saw_n_1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,238,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,1,,,,,,,,,,,,40,40,30,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,239,,,,False
playsound,,$d_gen_explo_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,240,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,241,,,,False
blocker,,,,,1,0,0,0,0.05,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,242,,,,False
blocker,,,,,0,0,0,0,0.05,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,243,,,,False
