command,text_orig,key,is_skippable,fit_mode,time,image,screenadapt,fadetime,block,intro,volume,crossfade,delay,options,values,references,a,r,g,b,x,y,xScale,yScale,xFrom,yFrom,xTo,yTo,duration,name,width,height,xstrength,ystrength,vibrato,randomness,fadeout,name2,focus,xScaleFrom,yScaleFrom,afrom,rfrom,gfrom,bfrom,yT,option_number,index,text,jp_text,jp_name,text_match
name,啊？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,168,啊？,ああ？,統合運動メンバー,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,char_015_lmg,1,,,,,,,,0,169,,,,False
name,龙门警员，听好！我是罗德岛的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,170,龙门警员，听好！我是罗德岛的。,龍門の警察官、よく聞け！私はロドスの者だ。,煌,True
name,别射击，我没心思再边打架边处理流矢了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,171,别射击，我没心思再边打架边处理流矢了。,撃つな、もう流れ弾の処理をしながら戦う気はない。,煌,True
name,这里交给我一个人就行，你们赶紧去下处封锁点吧。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,172,这里交给我一个人就行，你们赶紧去下处封锁点吧。,ここは私一人で大丈夫だ、君たちは速やかに次の封鎖ポイントへ行け。,煌,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,173,,,,False
name,好啦，现在来解决我们这边的事情。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,174,好啦，现在来解决我们这边的事情。,よし、これからこっちの用事を片付ける。,煌,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,175,,,,False
name,这个女人什么意思？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,176,这个女人什么意思？,この女は何者だ？,統合運動メンバー,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,177,,,,False
name,我解释一下你们应该就懂了，大概？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,178,我解释一下你们应该就懂了，大概？,説明すれば、君たちも大体分かるだろう？,煌,True
name,（深吸一口气）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,179,（深吸一口气）,（深呼吸）,煌,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#6,,,,,,,,,,,,,,,,,0,180,,,,False
name,我是来自罗德岛的精英干员，煌。我的作战目标是让各位失去战斗能力。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,181,我是来自罗德岛的精英干员，煌。我的作战目标是让各位失去战斗能力。,私はロドスから来たエリートオペレーター、煌。私の作戦目標は君たちの戦闘能力を奪うことだ。,煌,True
name,不管各位是抱着什么样的心态入侵他国城邦，我们都只以解除各位的武装为首要目的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,182,不管各位是抱着什么样的心态入侵他国城邦，我们都只以解除各位的武装为首要目的。,君たちがどんな心持ちで他国の都市国家に侵入したとしても、私たちの最優先目的は君たちの武装解除だ。,煌,True
name,不论各位对他人人身造成的伤害、损失以及事后的刑罚，至少，各位现在的抵抗没有任何意义。放下武器，你们还有机会。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,183,不论各位对他人人身造成的伤害、损失以及事后的刑罚，至少，各位现在的抵抗没有任何意义。放下武器，你们还有机会。,君たちが他者に与えた傷害や損害、今後の刑罰は別として、少なくとも今の抵抗は無意味だ。武器を置けば、まだ道はある。,煌,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,184,,,,False
name,啊？什么？你......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,185,啊？什么？你......,ああ？何だ？お前……,統合運動メンバー,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,186,,,,False
name,同是感染者，给你们一条路选吧。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,187,同是感染者，给你们一条路选吧。,同じ感染者として、道を一つ示そう。,煌,True
name,立刻投降的话，我有资格抓你们去罗德岛，然后丢去个对感染者还算宽容的地方。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,188,立刻投降的话，我有资格抓你们去罗德岛，然后丢去个对感染者还算宽容的地方。,即刻降伏すれば、私は君たちをロドスに連れて行き、感染者に比較的寛容な場所へ送る権利がある。,煌,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,189,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,190,,,,False
playsound,,$e_skill_skulsrsword,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,191,,,,False
blocker,,,,,,,,0.1,true,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,192,,,,False
blocker,,,,,,,,1.5,false,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,193,,,,False
camerashake,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,1,,,,10,12,30,90,true,,,,,,,,,,0,194,,,,False
delay,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,195,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,196,,,,False
playsound,,$sheildimpact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,197,,,,False
blocker,,,,,,,,0.2,true,,,,,,,,1,0.95,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0,198,,,,False
blocker,,,,,,,,0.25,true,,,,,,,,0,0.95,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0,199,,,,False
camerashake,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,1,,,,10,12,30,90,true,,,,,,,,,,0,200,,,,False
delay,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,202,,,,False
name,赤手空拳就挡下来了？！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,203,赤手空拳就挡下来了？！,素手で防いだだと？！,統合運動メンバー,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,204,,,,False
name,既然你们反抗了，我就没什么话可说了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,205,既然你们反抗了，我就没什么话可说了。,君たちが抵抗するなら、言うことはない。,煌,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,206,,,,False
name,我们难道就该乖乖被你抓住吗？你有毛病吧？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,207,我们难道就该乖乖被你抓住吗？你有毛病吧？,俺たちがおとなしくお前に捕まると思うか？頭おかしいんじゃねえの？,統合運動メンバー,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,208,,,,False
name,没有！反抗是正当的，逃跑也是，这我完全赞成。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,209,没有！反抗是正当的，逃跑也是，这我完全赞成。,違う！抵抗も逃走も正当だ、それは全面的に賛成だ。,煌,True
name,只不过当你们开始反抗，我就必须用暴力回应你们了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,210,只不过当你们开始反抗，我就必须用暴力回应你们了。,だが、君たちが抵抗を始めたら、私は暴力で応じなければならない。,煌,True
name,要么这样吧，我不用电锯。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,211,要么这样吧，我不用电锯。,こうしよう、私はチェーンソーは使わない。,煌,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,212,,,,False
name,抱歉，真不想对同胞动手的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,213,抱歉，真不想对同胞动手的。,申し訳ない、同胞に手を出したくないのだ。,煌,True
name,......龙门的天气好潮湿啊。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,214,......龙门的天气好潮湿啊。,……龍門の天気は本当に湿っぽいな。,煌,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,215,,,,False
blocker,,,,,,,,1,true,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,216,,,,False
name,这只傻猫......在施术！她的身上在冒热气！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,217,这只傻猫......在施术！她的身上在冒热气！,あのバカ猫が……呪文を唱えている！彼女の体から蒸気が出ている！,統合運動メンバー,True
image,,,,,,avg_6_6,,0,,,,,,,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,218,,,,False
blocker,,,,,,,,1.5,false,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,219,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,220,,,,False
imagetween,,,,,,,,,false,,,,,,,,,,,,,,,,0,0,-30,,20,,,,,,,,,,,,,,,,,0,0,221,,,,False
name,我的身上冒热气？猜错了。再猜猜看，是我身边的空气更热，还是你身边的空气更热？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,222,我的身上冒热气？猜错了。再猜猜看，是我身边的空气更热，还是你身边的空气更热？,私から蒸気が？違う。もう一度当ててみな、私の周りの空気が熱いのか、お前の周りの空気が熱いのか？,煌,True
name,一起洗个萨米澡吧，我请。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,223,一起洗个萨米澡吧，我请。,一緒にサーミ風呂に入ろう、私のおごりだ。,煌,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,224,,,,False
blocker,,,,,,,,0.6,true,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,225,,,,False
image,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,226,,,,False
blocker,,,,,,,,0.6,false,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,227,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,228,,,,False
delay,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,229,,,,False
blocker,,,,,,,,2,true,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,230,,,,False
blocker,,,,,,,,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,231,,,,False
