command,text_orig,key,is_skippable,fit_mode,time,a,r,g,b,fadetime,block,intro,volume,image,xScale,yScale,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,duration,screenadapt,name,name2,focus,Delay,xstrength,ystrength,vibrato,randomness,afrom,rfrom,gfrom,bfrom,fadeout,index,text,jp_text,jp_name,text_match
blocker,,,,,,0.1,,,,2,false,,,,,,,,,,,,,,,,,,,,,,,,,166,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,False
,塔露拉释放的这些无形之物，应该从来没人看清过是什么——但我知道它们有什么样的效果。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,,,False
,废墟，残渣。事物连它们最基本的形状也没能剩下。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,,,False
,就像没有光亮的火。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,False
,我是她的猎物。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,False
,我早该想到。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,,,False
playmusic,,$frontline_loop,,,,,,,,,,$frontline_intro,0.4,,,,,,,,,,,,,,,,,,,,,,,173,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,avg_npc_046#2,,,,,,,,,,,,,174,,,,False
name,太明显了，龙女，比起平常的你，现在的你也太善解人意了。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,175,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,,,,False
blocker,,,,,,0.5,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,178,,,,False
,束手待毙，或是死前留下大段大段的遗言，可是一点也不符合我的风格。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,False
,我没准备去死，至少，不是现在。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,False
camerashake,,,,,,,,,,,false,,,,,,,,,,1,,,,,,8,6,30,90,,,,,true,182,,,,False
blocker,,,,,,0.7,0.95,0.95,0.95,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,,,,False
blocker,,,,,,0,0,0,0,0.25,true,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,False
,我那在我说话时被我丢出去落地不到几秒的粗糙小装置，在我面前狠狠地炸成了一团花。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,,,,False
,热浪扑面而来。幸运的是，这让人还挺舒服的热度并不来自她。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,,,False
,我对法术没什么研究，但我可以用自身经历证明，世上百分之九十九的法术，威力都敌不过最纯粹的能量使用形式。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,False
,爆炸。热量，弹片，冲击波。无论是我还是敌人，都会被炸个粉碎。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,False
,只要能和她僵持一小会儿。只要坚持到我种下的种子都开花就好。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,avg_npc_046#2,,,,,,,,,,,,,192,,,,False
name,你看看，真是辛苦你了啊。肯陪我演那么长时间的情景剧，我没看错，你的确是个好演员。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,193,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,False
blocker,,,,,,0.5,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,196,,,,False
,这个龙女，我其实也没那么讨厌她，不是吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,,,,False
,没有伪装的人不会说谎也不是骗子，而她，她是个泡在谎言里的怪物。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,,,,False
,她不需要说谎。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,False
,难怪只要看到她，我就稍稍，好吧，有那么点恐慌。我不是讨厌她，我大概是真的有些怕她。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,False
,害怕就会有所保留。有防范的人，总是有准备的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,False
blocker,,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,203,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,204,,,,False
name,你的伎俩，居然能够中和我的源石技艺。是我太低估你了。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,205,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#3,2,,,,,,,,,,,206,,,,False
name,喂，你说的这个“伎俩”可花了我几个小时。稍微尊重点人啊。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,207,,,,False
name,不过，如果我这么容易就被你烧死，还有哪个魔族人会愿意让我来领导呢？,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,208,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#3,1,,,,,,,,,,,209,,,,False
name,你早有准备。你一开始就打算袭击我。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,210,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#2,2,,,,,,,,,,,211,,,,False
name,是你动的手。龙女，你是觉得我碍眼所以想烧死我，还是因为你觉得会在我面前露馅，所以才急着灭口呢？,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,212,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,,,False
playsound,,$d_gen_thunders_amb,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,215,,,,False
playsound,,$b_char_defboost,,,,,,,,,,,0.5,,,,,,,,,,,,,0.4,,,,,,,,,,216,,,,False
playsound,,$d_gen_thunders_amb,,,,,,,,,,,0.2,,,,,,,,,,,,,0.7,,,,,,,,,,217,,,,False
playsound,,$flashback,,,,,,,,,,,0.2,,,,,,,,,,,,,0.7,,,,,,,,,,218,,,,False
camerashake,,,,,,,,,,,false,,,,,,,,,,0.5,,,,,,10,12,30,90,,,,,,219,,,,False
blocker,,,,,,0.3,1,0.4,0.4,0.1,true,,,,,,,,,,,,,,,,,,,,0,0,0,0,,220,,,,False
blocker,,,,,,0.3,1,0.4,0.4,0.1,true,,,,,,,,,,,,,,,,,,,,0,0,0,0,,221,,,,False
blocker,,,,,,0.1,1,0.4,0.1,0.2,true,,,,,,,,,,,,,,,,,,,,1,1,0.4,0.4,,222,,,,False
blocker,,,,,,0.1,0,0,0,0.3,true,,,,,,,,,,,,,,,,,,,,0.8,1,1,1,,223,,,,False
blocker,,,,,,0.1,0,0,0,0.3,true,,,,,,,,,,,,,,,,,,,,0,0,0,0,,224,,,,False
blocker,,,,,,0.1,,,,2,false,,,,,,,,,,,,,,,,,,,,,,,,,225,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,,,,False
,话刚说完，她指尖的高温就再次扑向了我。果然这个龙女不可能让你好过，哪怕只是一会会儿。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,False
,我弯下腰，适当地打了个滚，应该能让我看上去像趁机紧了紧鞋带。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,avg_npc_046#5,,,,,,,,,,,,,229,,,,False
name,唔喔。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,230,,,,False
name,下次瞄准点。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,231,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#5,1,,,,,,,,,,,232,,,,False
name,W，你的诡计已经败露，现在的你是整个整合运动的敌人。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,233,,,,False
name,为什么要与我对立？这不能给你带来任何利益。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,234,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#2,2,,,,,,,,,,,235,,,,False
name,我的意图？你从哪里能看出我的意图？倒不如说，我才是不想这么快就撕破脸皮的那个人。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,236,,,,False
name,再怎么样你还是比我先动手。哼，先下手为强是吧？,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,237,,,,False
name,那我也没什么办法，在你杀我之前，我必须先杀了你。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,238,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#2,1,,,,,,,,,,,239,,,,False
name,你的精神错乱令你的自信盲目增长。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,240,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,avg_npc_046#2,,,,,,,,,,,,,241,,,,False
name,骗我是小事。我不在乎谁骗谁，也不在乎你杀多少人，骗多少人......,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,242,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,avg_npc_046#3,,,,,,,,,,,,,243,,,,False
name,龙女，你会后悔动了我的人。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,244,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,False
blocker,,,,,,0.5,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,247,,,,False
,我是会说出这种话的人吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,,,,False
,也许我确实脑子不清醒了。这看起来不怎么疯癫，甚至有点多愁善感。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,,,,False
,原来如此，我好像搞砸了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,,,,False
blocker,,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,253,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#3,1,,,,,,,,,,,254,,,,False
name,这样。装疯卖傻确实卓有成效，我居然误会了你的品性。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,255,,,,False
name,这么为别人着想，你还真是个有血有肉的可爱恶魔。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,256,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#3,2,,,,,,,,,,,257,,,,False
name,啊，哈哈，啐。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,258,,,,False
name,还是你更可爱些。嗯，但得先把你的舌头剐了才行，你会显得更漂亮，还不显得舌头太长。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,259,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#3,1,,,,,,,,,,,260,,,,False
name,你觉得只要事先设下陷阱，就能杀我？,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,261,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#2,2,,,,,,,,,,,262,,,,False
name,那当然不。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,263,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,,,False
,我和她提过我做过陷阱了吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#2,2,,,,,,,,,,,267,,,,False
name,真有陷阱的话也得足够多才行。咨询一下，你要多少？,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,268,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#2,1,,,,,,,,,,,269,,,,False
name,你又有多少？,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,270,,,,False
name,可怜可憎的内敌，我的火焰寻上你的身了。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,271,,,,False
name,你会为你的背叛付出代价。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,272,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#2,2,,,,,,,,,,,273,,,,False
name,哇......真恶心。这口气是怎么回事？你这话是说给谁听的？,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,274,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#2,1,,,,,,,,,,,275,,,,False
name,你。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,276,,,,False
name,因为你讨厌这种修辞，W。 你也讨厌我指出你的目的。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,277,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#2,2,,,,,,,,,,,278,,,,False
name,呃，首先，我是不是该谢谢你认真了解过我的喜好，还故意换着词儿来刺激我的情绪？,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,279,,,,False
name,其次，我的目的？你想杀多少人和我一点关系也没有，龙女。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,280,,,,False
name,你了解我的想法？你那沉迷编织小诡计的脑袋，也能想到我在想什么吗？,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,281,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#2,1,,,,,,,,,,,282,,,,False
name,——W，你想阻止我用核心城进攻龙门。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,283,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#2,2,,,,,,,,,,,284,,,,False
name,......哦？,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,285,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#2,1,,,,,,,,,,,286,,,,False
name,如果你只是寻求某种报复，你不会挑现在这个时机。W，想要杀人，你大可等到我和龙门两败俱伤再动手。这才是明智之举。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,287,,,,False
name,用交流从我这里套出情报，又是另一种掩盖。不在乎整合运动走向的雇佣兵头领，不会向我，“整合运动的领袖”，咨询这些问题。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,288,,,,False
name,你知道的，我不会杀你——只要你不那么关心这场大战，我就不会杀你。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,289,,,,False
name,我喜欢你，W，你让我很开心。我不会处死一个无害的丑角。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,290,,,,False
name,但是......即将用尽手段杀死我的狂人，不必判断我的善恶，更不用说是了解我的计划。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,291,,,,False
name,......你真如你表演的那样是个洋溢着破坏欲的狂人吗，W？,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,292,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#2,2,,,,,,,,,,,293,,,,False
name,你能不能不要再——,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,294,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,avg_npc_046#2,1,,,,,,,,,,,295,,,,False
name,你并不是。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,296,,,,False
name,你想阻止整合运动，你不想让核心城袭击龙门，这就是你的意图。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,297,,,,False
name,W，W......这一切昭然若揭。我没有任何检查你心智的规划，是你自己向我展示了你的小秘密。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,298,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,avg_npc_046#3,,,,,,,,,,,,,299,,,,False
name,废话真多。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,300,,,,False
name,我会叫人收集你的肉碎扔进垃圾管道的，如果你真还剩下些什么的话。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,301,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,,,,False
playsound,,$d_gen_thunders_amb,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,304,,,,False
playsound,,$b_char_defboost,,,,,,,,,,,0.5,,,,,,,,,,,,,0.4,,,,,,,,,,305,,,,False
playsound,,$d_gen_thunders_amb,,,,,,,,,,,0.2,,,,,,,,,,,,,0.7,,,,,,,,,,306,,,,False
playsound,,$flashback,,,,,,,,,,,0.2,,,,,,,,,,,,,0.7,,,,,,,,,,307,,,,False
camerashake,,,,,,,,,,,false,,,,,,,,,,0.5,,,,,,10,12,30,90,,,,,,308,,,,False
blocker,,,,,,0.3,1,0.4,0.4,0.1,true,,,,,,,,,,,,,,,,,,,,0,0,0,0,,309,,,,False
blocker,,,,,,0.3,1,0.4,0.4,0.1,true,,,,,,,,,,,,,,,,,,,,0,0,0,0,,310,,,,False
blocker,,,,,,0.1,1,0.4,0.1,0.2,true,,,,,,,,,,,,,,,,,,,,1,1,0.4,0.4,,311,,,,False
blocker,,,,,,0.1,0,0,0,0.3,true,,,,,,,,,,,,,,,,,,,,0.8,1,1,1,,312,,,,False
blocker,,,,,,0.1,0,0,0,0.3,true,,,,,,,,,,,,,,,,,,,,0,0,0,0,,313,,,,False
blocker,,,,,,0.1,,,,2,false,,,,,,,,,,,,,,,,,,,,,,,,,314,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,,,False
stopmusic,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,316,,,,False
camerashake,,,,,,,,,,,false,,,,,,,,,,1,,,,,,8,6,30,90,,,,,true,317,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,,,,False
delay,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,,,,False
camerashake,,,,,,,,,,,false,,,,,,,,,,1,,,,,,8,6,30,90,,,,,true,320,,,,False
blocker,,,,,,0.7,0.95,0.95,0.95,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,321,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,,,False
blocker,,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,323,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,,,,False
camerashake,,,,,,,,,,,false,,,,,,,,,,1,,,,,,8,6,30,90,,,,,true,325,,,,False
blocker,,,,,,0.7,0.95,0.95,0.95,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,326,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,,,,False
blocker,,,,,,0,0,0,0,0.25,true,,,,,,,,,,,,,,,,,,,,,,,,,328,,,,False
camerashake,,,,,,,,,,,false,,,,,,,,,,1,,,,,,8,6,30,90,,,,,true,329,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,False
delay,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,,,,False
camerashake,,,,,,,,,,,false,,,,,,,,,,1,,,,,,8,6,30,90,,,,,true,332,,,,False
blocker,,,,,,0.7,0.95,0.95,0.95,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,333,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,,,False
blocker,,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,False
delay,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,,,,False
camerashake,,,,,,,,,,,false,,,,,,,,,,1,,,,,,8,6,30,90,,,,,true,337,,,,False
blocker,,,,,,0.7,0.95,0.95,0.95,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,338,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,,,,False
delay,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,False
blocker,,,,,,0,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,341,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,False
,我按下了手中的按钮。简单的源石开关，远程操作，连锁爆炸。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,,,,False
,燃烧的火光，引人疯狂的焦香和混杂着大量碎片的灼热气浪会掀翻我面前的一切事物。一切都安排好了，就算是皮糙肉厚的萨卡兹也......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,,,,False
,等等。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,False
,等一下，等一下。我有施术去引爆炸药吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,,,,False
,......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,,,False
,她为什么把佩剑刺进了地里？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,349,,,,False
name,这就是你的陷阱吗？,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,350,,,,False
name,试一试吧，萨卡兹的W。 再试一试。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,351,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,avg_npc_046#2,,,,,,,,,,,,,352,,,,False
name,等等，你......,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,353,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,,,,False
,没有火焰，没有燃烧。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,,,,False
,我布置好的，使劲扭动着源石身躯钻进城邦钢铁地基里的上百个炸弹，全都消失了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,,,,False
,爆炸呢？热气呢？弹片呢？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,,,,False
,都没了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,,,,False
,原本埋设好源石的地方，变形，融化，内陷，铁水滴落，点燃了周围老旧的涂料，发出了超级难闻的气味。仅此而已。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,False
,弹片，气浪，火光，什么都没有。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,,,,False
,我在心里模拟过二十多遍的大爆炸并没有如期发生。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,,,,False
,这个狡猾的龙女大概把法术灌进了长剑，热量被她导进了我们脚下的钢铁地面。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,,,,False
,热量辐射向我的每一个陷阱，直白地融化了它们的结构和性质。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,,,,False
,合理的判断。你真棒，W。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,,,,False
,本该从各个方向发出的让她粉身碎骨的无死角爆炸，成了一个长裤里生不逢时的闷屁。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,,,,False
,好，我彻底玩砸了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,,,,False
,......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,False
blocker,,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,371,,,,False
blocker,,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,372,,,,False
name,咳，咳......,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,373,,,,False
name,龙女，你......力气......不小。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,374,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,375,,,,False
name,这结果是不是也在你的计划之内？,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,376,,,,False
name,我猜猜，你的计划是，“为我表演一场带有即兴爆破的自杀秀”，对不对？,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,377,,,,False
name,你不应该浪费我们各自的时间。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,378,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,,,,False
name,别在那自大......咳，咳......小......小姑娘。不，你真的，是她吗？现在，我连......这个都不敢肯定。,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,380,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,381,,,,False
name,我不需要你来界定我。,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,382,,,,False
name,选个死法吧。你是希望被烧死，还是被从这里丢下核心城摔死，又或者是被我的利剑刺穿而死？,,,,,,,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,383,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,,,,False
name,你真......杀得死我？,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,385,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,386,,,,False
