command,text_orig,key,is_skippable,fit_mode,image,width,height,fadetime,intro,volume,crossfade,delay,time,name,name2,focus,duration,xstrength,ystrength,vibrato,randomness,fadeout,block,a,r,g,b,x,y,xScale,yScale,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,options,values,references,option_number,index,text,jp_text,jp_name,text_match
name,......,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,177,......,……,イエティ小隊メンバー,True
character,,,,,,,,,,,,,,char_017_homura_3#9,avg_npc_037,1,,,,,,,,,,,,,,,,,,,,,,,0,178,,,,False
name,怎么？霜星呢？,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,0,179,怎么？霜星呢？,どうした？シュワンシンは？,コウ,True
name,......你们的指挥官也掉下去了？,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,0,180,......你们的指挥官也掉下去了？,……君たちの指揮官も落ちたのか？,コウ,True
character,,,,,,,,,,,,,,char_017_homura_3#9,avg_npc_037,2,,,,,,,,,,,,,,,,,,,,,,,0,181,,,,False
name,......是啊。,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,182,......是啊。,……ああ。,イエティ小隊メンバー,True
name,要么我们别打了吧？,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,183,要么我们别打了吧？,もう戦うのやめないか？,イエティ小隊メンバー,True
character,,,,,,,,,,,,,,avg_npc_037,,,,,,,,,,,,,,,,,,,,,,,,,0,184,,,,False
name,罗德岛的兔子，我们暂时休战怎么样？其实我们一开始也不太想和你们打。,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,185,罗德岛的兔子，我们暂时休战怎么样？其实我们一开始也不太想和你们打。,ロドスのウサギさん、一時休戦しない？実は最初からあまり戦いたくなかった。,イエティ小隊メンバー,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#7,2,,,,,,,,,,,,,,,,,,,,,,,0,186,,,,False
name,可是各位......,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,0,187,可是各位......,でも、皆さん……,アーミヤ,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#7,1,,,,,,,,,,,,,,,,,,,,,,,0,188,,,,False
name,梅菲斯特告知大姊，说你杀了亚历克斯，所以大姊非常担忧你们接下来的行动。,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,189,梅菲斯特告知大姊，说你杀了亚历克斯，所以大姊非常担忧你们接下来的行动。,メフィストが姐さんに『君がアレックスを殺した』と伝えたから、姐さんはこれからの君たちの行動をとても心配していたさ。,イエティ小隊メンバー,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#6,2,,,,,,,,,,,,,,,,,,,,,,,0,190,,,,False
name,......亚历克斯是？,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,0,191,......亚历克斯是？,……アレックスって？,アーミヤ,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#6,1,,,,,,,,,,,,,,,,,,,,,,,0,192,,,,False
name,碎骨。,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,193,碎骨。,スイコツ（割骨）。,イエティ小隊メンバー,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#4,2,,,,,,,,,,,,,,,,,,,,,,,0,194,,,,False
name,很抱歉。碎骨确实是被我杀害的。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,0,195,很抱歉。碎骨确实是被我杀害的。,申し訳ない。スイコツは確かに私が倒しました。,アーミヤ,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#4,1,,,,,,,,,,,,,,,,,,,,,,,0,196,,,,False
name,......哎。,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,197,......哎。,……ああ。,イエティ小隊メンバー,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#4,2,,,,,,,,,,,,,,,,,,,,,,,0,198,,,,False
name,感染者本来不该相互为敌的。很抱歉。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,0,199,感染者本来不该相互为敌的。很抱歉。,感染者同士、本来争うべきじゃないのに。本当にごめんなさい。,アーミヤ,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#4,1,,,,,,,,,,,,,,,,,,,,,,,0,200,,,,False
name,有什么好道歉的？你们当时在交战吧？,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,201,有什么好道歉的？你们当时在交战吧？,謝ることないよ。その時は戦ってたんだろ？,イエティ小隊メンバー,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#4,2,,,,,,,,,,,,,,,,,,,,,,,0,202,,,,False
name,是。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,0,203,是。,はい。,アーミヤ,True
character,,,,,,,,,,,,,,avg_npc_037,,,,,,,,,,,,,,,,,,,,,,,,,0,204,,,,False
name,那我们停火吧。大熊，你怎么说？,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,205,那我们停火吧。大熊，你怎么说？,じゃあ停戦しよう。大熊、どう思う？,イエティ小隊メンバー,True
name,啊？*乌萨斯粗口*！,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,206,啊？*乌萨斯粗口*！,あ？*ウルサスの罵り言葉*！,イエティ小隊メンバー,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#1,1,,,,,,,,,,,,,,,,,,,,,,,0,207,,,,False
name,大熊说他也没问题。,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,208,大熊说他也没问题。,大熊も問題ないってさ。,イエティ小隊メンバー,True
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,,,,,,,,,0,209,,,,False
name,我觉得他不是这么说的。,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,,,,,,,,,0,210,我觉得他不是这么说的。,彼はそう言ってないと思うけど。,シュワンイェ,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#1,1,,,,,,,,,,,,,,,,,,,,,,,0,211,,,,False
name,只要不在交战状态，就没理由再让谁去杀谁了吧？,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,212,只要不在交战状态，就没理由再让谁去杀谁了吧？,もう戦ってないなら、誰かを殺す理由もないはずだろ？,イエティ小隊メンバー,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#1,2,,,,,,,,,,,,,,,,,,,,,,,0,213,,,,False
name,为什么你......会想要停战？,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,0,214,为什么你......会想要停战？,なぜ……君は休戦したいの？,アーミヤ,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#1,1,,,,,,,,,,,,,,,,,,,,,,,0,215,,,,False
name,你看，我们两边领袖都是兔子。,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,216,你看，我们两边领袖都是兔子。,だって、こっちもそっちもリーダーはウサギなんだし。,イエティ小隊メンバー,True
character,,,,,,,,,,,,,,char_017_homura_3#6,,,,,,,,,,,,,,,,,,,,,,,,,0,217,,,,False
name,......啊？,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,0,218,......啊？,……あ？,コウ,True
character,,,,,,,,,,,,,,char_193_frostl_1#5,,,,,,,,,,,,,,,,,,,,,,,,,0,219,,,,False
name,我脑海里似乎有什么东西崩溃了。,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,,,,,,,,,0,220,我脑海里似乎有什么东西崩溃了。,頭の中で何かが崩れた気がする……,シュワンイェ,True
character,,,,,,,,,,,,,,char_193_frostl_1#5,char_259_Jessica_1#3,2,,,,,,,,,,,,,,,,,,,,,,,0,221,,,,False
name,啊？,,,,,,,,,,,,,杰西卡,,,,,,,,,,,,,,,,,,,,,,,,,0,222,啊？,あ？,ジェシカ,True
character,,,,,,,,,,,,,,char_193_frostl_1,char_259_Jessica_1#3,1,,,,,,,,,,,,,,,,,,,,,,,0,223,,,,False
name,冻原的雪怪居然是这样的人。,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,,,,,,,,,0,224,冻原的雪怪居然是这样的人。,ツンドラのイエティがこんな人だなんて。,シュワンイェ,True
character,,,,,,,,,,,,,,char_193_frostl_1,char_259_Jessica_1#3,2,,,,,,,,,,,,,,,,,,,,,,,0,225,,,,False
name,什，什么？,,,,,,,,,,,,,杰西卡,,,,,,,,,,,,,,,,,,,,,,,,,0,226,什，什么？,な、なんで？,ジェシカ,True
character,,,,,,,,,,,,,,char_193_frostl_1,char_259_Jessica_1#3,1,,,,,,,,,,,,,,,,,,,,,,,0,227,,,,False
name,他们不应该冷血无情，冰块一样吗。,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,,,,,,,,,0,228,他们不应该冷血无情，冰块一样吗。,彼らは冷酷で氷のようなはずなのに。,シュワンイェ,True
name,我不能接受。,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,,,,,,,,,0,229,我不能接受。,受け入れられない。,シュワンイェ,True
character,,,,,,,,,,,,,,avg_npc_037,,,,,,,,,,,,,,,,,,,,,,,,,0,230,,,,False
name,......那是偏见。,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,231,......那是偏见。,……それは偏見だよ。,イエティ小隊メンバー,True
name,小兔子，听我说。,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,232,小兔子，听我说。,小うさぎさん、聞いてくれ。,イエティ小隊メンバー,True
name,战斗的胜负，你们究竟去哪，我们都不关心。我们更在乎大姊的命。,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,233,战斗的胜负，你们究竟去哪，我们都不关心。我们更在乎大姊的命。,勝ち負けや君たちがどこへ行くかなんて気にしてない。僕らは姐さんの命の方が大事さ。,イエティ小隊メンバー,True
name,你们也在关注队友的安危，不是吗？,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,234,你们也在关注队友的安危，不是吗？,君たちも仲間の安全を気にしてるだろう？,イエティ小隊メンバー,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#7,2,,,,,,,,,,,,,,,,,,,,,,,0,235,,,,False
name,......是的。我们不是为了伤害谁才深入废城的。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,0,236,......是的。我们不是为了伤害谁才深入废城的。,……そうです。私たちは誰かを傷つけるために廃墟に来たんじゃありません。,アーミヤ,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#7,1,,,,,,,,,,,,,,,,,,,,,,,0,237,,,,False
name,至少，你们不是来搞什么“整合运动感染者大猎杀”的，对不对？,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,238,至少，你们不是来搞什么“整合运动感染者大猎杀”的，对不对？,少なくとも、君たちは“組織の感染者狩り”とかしに来たわけじゃないんだよね？,イエティ小隊メンバー,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#7,2,,,,,,,,,,,,,,,,,,,,,,,0,239,,,,False
name,肯定不。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,0,240,肯定不。,絶対に違います。,アーミヤ,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1#7,1,,,,,,,,,,,,,,,,,,,,,,,0,241,,,,False
name,我们倒......不太能否认这个事情。,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,242,我们倒......不太能否认这个事情。,僕たちは……これを否定できそうにない。,イエティ小隊メンバー,True
name,如果不是因为爱国者大爹说整合运动需要团结，我们这就把梅菲斯特和参与他行动的小队全部干掉。,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,243,如果不是因为爱国者大爹说整合运动需要团结，我们这就把梅菲斯特和参与他行动的小队全部干掉。,もし愛国者が“整合運動は団結が必要だ”と言わなければ、僕たちはとっくにメフィストと関わる小隊ごと倒してた。,イエティ小隊メンバー,True
name,那也算整合运动大猎杀了，对吧？,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,244,那也算整合运动大猎杀了，对吧？,それも整合運動の大虐殺じゃないか？,イエティ小隊メンバー,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1,2,,,,,,,,,,,,,,,,,,,,,,,0,245,,,,False
name,啊......,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,0,246,啊......,あ……,アーミヤ,True
character,,,,,,,,,,,,,,avg_npc_037,char_002_amiya_1,1,,,,,,,,,,,,,,,,,,,,,,,0,247,,,,False
name,我们一起挖开这里，怎么样？,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,,,,,,,,,0,248,我们一起挖开这里，怎么样？,一緒にここを掘り起こさない？,イエティ小隊メンバー,True
delay,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,0,249,,,,False
blocker,,,,,,,,2,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,0,250,,,,False
