command,text_orig,key,is_skippable,fit_mode,time,a,r,g,b,fadetime,block,intro,volume,crossfade,delay,image,x,y,xScale,yScale,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,duration,screenadapt,width,height,name,name2,focus,options,values,references,option_number,index,text,jp_text,jp_name,text_match
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#4,1,,,,0,150,,,,False
name,不肯说出来，我哪知道......,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,151,不肯说出来，我哪知道......,言ってくれなきゃ、俺には分からないよ……,ホウカン,True
blocker,,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,0,152,,,,False
blocker,,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,0,153,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,,0,154,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,155,......,……,グレイソート,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,,,,,,0,156,,,,False
name,他是你的朋友吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,0,157,他是你的朋友吗？,彼は君の友達か？,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,2,,,,0,158,,,,False
name,......我不知道。,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,159,......我不知道。,……分からない。,グレイソート,True
name,你是谁？,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,160,你是谁？,あなたは誰？,グレイソート,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,1,,,,0,161,,,,False
name,需要我自我介绍吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,0,162,需要我自我介绍吗？,自己紹介が必要か？,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,2,,,,0,163,,,,False
name,不用了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,164,不用了。,必要ない。,グレイソート,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,1,,,,0,165,,,,False
name,和感染者做朋友是很危险的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,0,166,和感染者做朋友是很危险的。,感染者と友達になるのは危険だ。,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,2,,,,0,167,,,,False
name,我不在乎朋友是不是感染者。,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,168,我不在乎朋友是不是感染者。,友達が感染者かどうかなんて気にしない。,グレイソート,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,1,,,,0,169,,,,False
name,这样吗......,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,0,170,这样吗......,そうか……,？？？,True
name,节哀顺变。,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,0,171,节哀顺变。,ご愁傷様。,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,2,,,,0,172,,,,False
name,......为什么要问我这些？,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,173,......为什么要问我这些？,……なんで私にこんなことを聞くんだ？,グレイソート,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_041,char_367_swllow_1,1,,,,0,174,,,,False
name,因为我很怕你和感染者做朋友。,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,0,175,因为我很怕你和感染者做朋友。,君が感染者と友達になることをとても怖れているからだ。,？？？,True
stopmusic,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,176,,,,False
blocker,,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,0,177,,,,False
blocker,,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,0,178,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#1,1,,,,0,179,,,,False
name,阿米娅，通讯。,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,180,阿米娅，通讯。,アーミヤ、通信だ。,ホウカン,True
playsound,,$d_gen_transmissionget,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,0,181,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#1,,,,,,0,182,,,,False
name,这里是阿米娅。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,183,这里是阿米娅。,こちらはアーミヤです。,アーミヤ,True
name,嘉维尔？你在哪里？,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,184,嘉维尔？你在哪里？,ガヴィル？どこにいるの？,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#6,,,,,,0,185,,,,False
name,......贫民区底部通道？有新通道，怎么会？,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,186,......贫民区底部通道？有新通道，怎么会？,……スラムの地下通路？新しい通路が？どうして？,アーミヤ,True
name,......黑色雨披，以及......,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,187,......黑色雨披，以及......,……黒いレインコート、それに……,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,0,188,,,,False
name,雪怪小队？他们在和逃入贫民区的整合运动汇合？,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,189,雪怪小队？他们在和逃入贫民区的整合运动汇合？,イエティ小隊？彼らはスラムに逃げた統合運動と合流しているの？,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#9,,,,,,0,190,,,,False
name,......最坏的事儿还是发生了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,191,......最坏的事儿还是发生了。,……最悪の事態が起きてしまったな。,ホウカン,True
delay,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,192,,,,False
blocker,,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,0,193,,,,False
