command,text_orig,key,is_skippable,fit_mode,image,screenadapt,fadetime,block,time,intro,volume,crossfade,delay,name,name2,focus,duration,xstrength,ystrength,vibrato,randomness,fadeout,Delay,a,r,g,b,options,values,references,afrom,rfrom,gfrom,bfrom,x,y,xScale,yScale,xFrom,yFrom,xTo,yTo,option_number,index,text,jp_text,jp_name,text_match
decision,不。,,,,,,,,,,,,,,,,,,,,,,,,,,,不。;不。;不。,1;2;3,,,,,,,,,,,,,,3,169,,,,False
decision,不。,,,,,,,,,,,,,,,,,,,,,,,,,,,不。;不。;不。,1;2;3,,,,,,,,,,,,,,3,170,,,,False
decision,不。,,,,,,,,,,,,,,,,,,,,,,,,,,,不。;不。;不。,1;2;3,,,,,,,,,,,,,,3,171,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,,,,,,,,,,,,,0,172,,,,False
name,博士！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,173,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,174,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,175,,,,False
blocker,,,,,,,0.5,true,,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,0,176,,,,False
,......要不要看到最后......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,177,,,,False
,......成为一个值得信任的人......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,178,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,179,,,,False
blocker,,,,,,,0.5,true,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,180,,,,False
decision,我要看到最后。,,,,,,,,,,,,,,,,,,,,,,,,,,,我要看到最后。,1,,,,,,,,,,,,,,1,181,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,182,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#7,char_017_homura_3#5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,183,,,,False
name,......阿米娅。,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,184,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#7,char_017_homura_3#5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,185,,,,False
name,我......博士是......认真的。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,186,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,187,,,,False
playsound,,$d_gen_walk_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,188,,,,False
name,罗德岛的博士。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,189,,,,False
name,你的选择不会给他们带来好处。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,190,,,,False
name,......为什么这么做？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,191,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,192,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,193,,,,False
decision,我说过，你可以来罗德岛。,,,,,,,,,,,,,,,,,,,,,,,,,,,我说过，你可以来罗德岛。,1,,,,,,,,,,,,,,1,194,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,195,,,,False
decision,以及，我要和干员们并肩战斗。,,,,,,,,,,,,,,,,,,,,,,,,,,,以及，我要和干员们并肩战斗。,1,,,,,,,,,,,,,,1,196,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,197,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,198,,,,False
name,我明白了。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,199,,,,False
name,煌，灰喉，博士。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,,,,False
name,这会是场艰苦的战斗。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,202,,,,False
name,哼，哼哼。,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,203,,,,False
name,看看，白毛兔子，这就是我们的博士和阿米娅！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,204,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,205,,,,False
name,哦......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,206,,,,False
name,......别这样......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,207,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,208,,,,False
name,算了。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,209,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,210,,,,False
name,你们准备好了？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,211,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,212,,,,False
name,现在就开始！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,213,,,,False
name,推力，爆发！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,214,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,215,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,216,,,,False
playsound,,$rungeneral,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,217,,,,False
playsound,,$e_skill_skulsrsword,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,,,,False
blocker,,,,,,,0.1,true,,,,,,,,,,,,,,,,1,1,1,1,,,,0,0,0,0,,,,,,,,,0,219,,,,False
blocker,,,,,,,1.5,false,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,220,,,,False
camerashake,,,,,,,,false,,,,,,,,,1,10,12,30,90,true,,,,,,,,,,,,,,,,,,,,,0,221,,,,False
playsound,,$e_skill_skulsrsword,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,222,,,,False
blocker,,,,,,,0.1,true,,,,,,,,,,,,,,,,1,1,1,1,,,,0,0,0,0,,,,,,,,,0,223,,,,False
blocker,,,,,,,1.5,false,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,224,,,,False
camerashake,,,,,,,,false,,,,,,,,,1,10,12,30,90,true,,,,,,,,,,,,,,,,,,,,,0,225,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,226,,,,False
blocker,,,,,,,0.1,true,,,,,,,,,,,,,,,,1,1,1,1,,,,0,0,0,0,,,,,,,,,0,227,,,,False
blocker,,,,,,,1.5,false,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,228,,,,False
camerashake,,,,,,,,false,,,,,,,,,1,10,12,30,90,true,,,,,,,,,,,,,,,,,,,,,0,229,,,,False
delay,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,230,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,231,,,,False
name,不错的突袭。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,232,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#9,char_1505_frstar_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,233,,,,False
name,——冰刀？,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,234,,,,False
name,嘁！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,235,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#9,char_1505_frstar_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,236,,,,False
name,小猫咪，你是不是觉得我是个术师......所以弱不禁风？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,237,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#9,char_1505_frstar_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,238,,,,False
name,你认真的？,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,239,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#9,char_1505_frstar_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,240,,,,False
name,你锯条上缠绕的热流敌不过我的寒冷，你不可能切断我的霜冻。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,241,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#9,char_1505_frstar_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,242,,,,False
name,我没低估过你，可我没想到......,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,243,,,,False
name,这一锯连城墙都能切开，你居然能挡住？,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,244,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#9,char_1505_frstar_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,245,,,,False
name,在我眼里......你的动作和力度，与静止无异。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,246,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,247,,,,False
name,接下来是咽喉。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,248,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,249,,,,False
name,空气！压缩！爆破！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,250,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,251,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,252,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,253,,,,False
playsound,,$e_skill_skulsrsword,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,254,,,,False
blocker,,,,,,,0.1,true,,,,,,,,,,,,,,,,1,1,1,1,,,,0,0,0,0,,,,,,,,,0,255,,,,False
blocker,,,,,,,1.5,false,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,256,,,,False
camerashake,,,,,,,,false,,,,,,,,,1,10,12,30,90,true,,,,,,,,,,,,,,,,,,,,,0,257,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,258,,,,False
blocker,,,,,,,0.1,true,,,,,,,,,,,,,,,,1,1,1,1,,,,0,0,0,0,,,,,,,,,0,259,,,,False
blocker,,,,,,,1.5,false,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,260,,,,False
camerashake,,,,,,,,false,,,,,,,,,1,10,12,30,90,true,,,,,,,,,,,,,,,,,,,,,0,261,,,,False
blocker,,,,,,,0.1,true,,,,,,,,,,,,,,,,0.7,1,1,1,,,,0,0,0,0,,,,,,,,,0,262,,,,False
blocker,,,,,,,2,true,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,263,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,264,,,,False
name,咳，哈哈哈哈，咳......啐！好险，差点就被冰刀给捅穿了嗓子！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,265,,,,False
name,哈，没错，你和我一样是战士。,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,266,,,,False
name,怎么办，阿米娅，我已经没辙了。,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,267,,,,False
name,接下来要靠你了。,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,268,,,,False
character,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,269,,,,False
name,阿米娅......我的手指快扣不下扳机了。,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,270,,,,False
name,我们必须速战速决。,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,271,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,272,,,,False
name,......,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,273,,,,False
name,（这次她所释放源石技艺的强度，比起在废城时强上百十倍......！）,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,274,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,275,,,,False
name,（她可还没见底！）,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,276,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,,,,False
name,（顾不得那么多了......这次不解放戒指的话，所有人都会被冻死！）,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,278,,,,False
name,霜星——,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,279,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,280,,,,False
name,想都别想。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,281,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,282,,,,False
name,啊？！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,283,,,,False
playsound,,$d_gen_surfacefrozen,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,284,,,,False
camerashake,,,,,,,,false,,,,,,,,,1,10,10,30,90,true,,,,,,,,,,,,,,,,,,,,,0,285,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,286,,,,False
name,我的手指？！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,287,,,,False
name,呜......呃！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,288,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#6,char_1505_frstar_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,289,,,,False
name,你和塔露拉的战斗，我全部看在眼里。你的法术因为戒指的强制解锁而增强。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,290,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#7,char_1505_frstar_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,291,,,,False
name,十枚戒指，全都......冻上了？,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,292,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#7,char_1505_frstar_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,293,,,,False
name,作为战士的你实在是太幼稚了。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,294,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,295,,,,False
name,不过是冻上几个戒指而已，你这家伙，嘴巴可真厉害啊？,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,296,,,,False
name,（嗯？怎么......我都把气温加热到这种程度了，居然没有一点融化的迹象？）,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,297,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,298,,,,False
name,煌......收手吧，别浪费血。这是......这是非常强大，也十分精妙的源石技艺......！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,299,,,,False
name,寒流裹挟着源石晶体，在我们进入这个区域的时候就潜伏在我们身边。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,300,,,,False
name,这是她暗中施加在我们身上，没被热气流隔绝掉的部分！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,301,,,,False
name,唔，呃......连我的法术也切不开！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,302,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,303,,,,False
name,战斗在你们踏入这一层的时候就已经开始了。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,304,,,,False
name,这十枚霜环会吸吮你的体温，压榨你的源石技艺，你施加在上面力量越大，冰晶就越坚固，越寒冷。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,305,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,306,,,,False
name,......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,307,,,,False
name,可悲。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,309,,,,False
name,爆发？蓄能？储备？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,310,,,,False
name,......想着使些小手段就想战胜我......你们知不知道自己在面对什么？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,311,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,312,,,,False
name,灰喉，穿刺矢！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,313,,,,False
character,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,314,,,,False
name,明白！六连预备！,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,315,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,316,,,,False
name,我知道的塔露拉，会在一切开始之前就设计好你的死期。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,317,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,318,,,,False
name,压缩空气！射击！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,319,,,,False
character,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,320,,,,False
name,疾！,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,321,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,322,,,,False
blocker,,,,,,,0.02,true,,,,,,,,,,,,,,,,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,323,,,,False
playsound,,$e_atk_arrow_h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,324,,,,False
camerashake,,,,,,,,,,,,,,,,,1,15,10,30,90,true,,,,,,,,,,,,,,,,,,,,,0,325,,,,False
blocker,,,,,,,0.05,true,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,326,,,,False
blocker,,,,,,,0.02,true,,,,,,,,,,,,,,,,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,327,,,,False
playsound,,$e_atk_arrow_h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,328,,,,False
camerashake,,,,,,,,,,,,,,,,,1,15,10,30,90,true,,,,,,,,,,,,,,,,,,,,,0,329,,,,False
blocker,,,,,,,0.25,true,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,330,,,,False
delay,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,332,,,,False
blocker,,,,,,,0.02,true,,,,,,,,,,,,,,,,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,333,,,,False
playsound,,$e_atk_arrow_h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,334,,,,False
camerashake,,,,,,,,,,,,,,,,,1,15,10,30,90,true,,,,,,,,,,,,,,,,,,,,,0,335,,,,False
blocker,,,,,,,0.05,true,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,336,,,,False
blocker,,,,,,,0.02,true,,,,,,,,,,,,,,,,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,337,,,,False
playsound,,$e_atk_arrow_h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,338,,,,False
camerashake,,,,,,,,,,,,,,,,,1,15,10,30,90,true,,,,,,,,,,,,,,,,,,,,,0,339,,,,False
blocker,,,,,,,0.25,true,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,340,,,,False
delay,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,341,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,342,,,,False
blocker,,,,,,,0.02,true,,,,,,,,,,,,,,,,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,343,,,,False
playsound,,$e_atk_arrow_h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,344,,,,False
camerashake,,,,,,,,,,,,,,,,,1,15,10,30,90,true,,,,,,,,,,,,,,,,,,,,,0,345,,,,False
blocker,,,,,,,0.05,true,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,346,,,,False
blocker,,,,,,,0.02,true,,,,,,,,,,,,,,,,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,347,,,,False
playsound,,$e_atk_arrow_h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,348,,,,False
camerashake,,,,,,,,,,,,,,,,,1,15,10,30,90,true,,,,,,,,,,,,,,,,,,,,,0,349,,,,False
blocker,,,,,,,0.25,true,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,350,,,,False
delay,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,351,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,352,,,,False
name,而现在的罗德岛就像这些箭矢一样......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,353,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,354,,,,False
blocker,,,,,,,1,true,,,,,,,,,,,,,,,,0.5,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,355,,,,False
delay,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,356,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,357,,,,False
name,什......,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,358,,,,False
character,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,359,,,,False
name,怎......怎么？箭矢为什么会......停在空中？,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,360,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,361,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,362,,,,False
blocker,,,,,,,0.2,true,,,,,,,,,,,,,,,,1,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,363,,,,False
playsound,,$bottlebroken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,364,,,,False
blocker,,,,,,,0.5,false,,,,,,,,,,,,,,,,0.1,1,1,1,,,,,,,,,,,,,,,,0,365,,,,False
name,真可悲。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,366,,,,False
delay,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,367,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,368,,,,False
name,（先用数股寒流搅住箭矢，在低温下直接摧毁？！）,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,369,,,,False
name,（灰喉，你的箭矢是什么材质？）,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,370,,,,False
character,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,371,,,,False
name,（......是罗德岛标准，碳纤维混合铝合金。）,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,372,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,373,,,,False
name,（糟了。唉，麻烦大了。）,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,374,,,,False
