command,text_orig,key,is_skippable,fit_mode,image,width,height,screenadapt,fadetime,intro,volume,crossfade,delay,name,time,widgetID,style,fadestyle,offsetx,block,name2,focus,options,values,references,a,r,g,b,x,y,xScale,yScale,option_number,index,text,jp_text,jp_name,text_match
name,当然，但有时限。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,143,当然，但有时限。,もちろんですが、期限があります。,魏彦吾,True
name,今天，明天。两天之后，如果整合运动还在龙门肆虐，你们知道会是什么后果。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,144,今天，明天。两天之后，如果整合运动还在龙门肆虐，你们知道会是什么后果。,今日、明日。二日後、まだ整合運動が龍門で暴れていれば、どうなるか分かっているでしょう。,魏彦吾,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,145,,,,False
name,只有两天时间？！太短了，我不可能——,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,0,146,只有两天时间？！太短了，我不可能——,たった二日間？！短すぎる、そんなの無理——,シーウァイア,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,147,,,,False
name,两次晨昏交替，已经算是宽限了。相较之下，我给各位的时间只有一天。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,148,两次晨昏交替，已经算是宽限了。相较之下，我给各位的时间只有一天。,2回の朝夕の交代は、恩情として受け取ってください。実際に皆さんに与えた時間は1日だけです。,魏彦吾,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,149,,,,False
name,一天？,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,0,150,一天？,一日？,シーウァイア,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,151,,,,False
name,我要各位在一天之内解决所有事情。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,152,我要各位在一天之内解决所有事情。,一日ですべてを解決してください。,魏彦吾,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,153,,,,False
name,魏大人，如果有他们的帮助，我们不是可以在几小时里解决掉整合运动，彻底地减少损失吗？,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,,,,,,,0,154,魏大人，如果有他们的帮助，我们不是可以在几小时里解决掉整合运动，彻底地减少损失吗？,魏殿、彼らの協力があれば数時間で整合運動を片付けて損失を最小限にできるのでは？,シーウァイア,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,155,,,,False
name,那并不重要。龙门的问题，龙门自己理应能一劳永逸地解决，这才是我们的首要宗旨。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,156,那并不重要。龙门的问题，龙门自己理应能一劳永逸地解决，这才是我们的首要宗旨。,それは重要ではありません。龍門の問題は龍門自身が最終的に解決すべきなのです。それこそが我々の第一の理念です。,魏彦吾,True
name,这是我们应该让他们看见的。所以，各位，开始吧。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,157,这是我们应该让他们看见的。所以，各位，开始吧。,それを彼らに見せるべきです。ですから皆さん、始めてください。,魏彦吾,True
name,去吧，陈警官，该让整合运动厘清龙门的待客之道了。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,158,去吧，陈警官，该让整合运动厘清龙门的待客之道了。,行ってください、チェン警官。整合運動に龍門の対応を示しましょう。,魏彦吾,True
playsound,,$d_gen_transmissionget,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0,159,,,,False
charactercutin,,,,,,200,,,0.5,,,,,char_010_chen_1#1,,1,cutin,horiz_expand_center,-300,true,,,,,,,,,,,,,,0,160,,,,False
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,161,,,,False
name,明白。,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,0,162,明白。,了解です。,チェン,True
name,魏长官，我有一个问题。即使你现在无法给出回答，我也希望事情过去之后，你能给我一个合理的猜想。,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,0,163,魏长官，我有一个问题。即使你现在无法给出回答，我也希望事情过去之后，你能给我一个合理的猜想。,魏長官、ご質問があります。今すぐに答えられなくても、この件が終わった後に合理的な推測だけでも教えていただきたいです。,チェン,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,164,,,,False
name,你可以问。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,165,你可以问。,どうぞ、お聞きください。,魏彦吾,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,166,,,,False
name,这明明是整合运动的总攻，那为什么它们的领袖塔露拉没有出现在龙门？,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,0,167,这明明是整合运动的总攻，那为什么它们的领袖塔露拉没有出现在龙门？,これは明らかに整合運動の総攻撃ですが、なぜ彼らのリーダー、タルラは龍門に現れないのですか？,チェン,True
blocker,,,,,,,,,2,,,,,,,,,,,true,,,,,,1,0,0,0,,,,,0,168,,,,False
charactercutin,,,,,,,,,0.5,,,,,,,1,,,,true,,,,,,,,,,,,,,0,169,,,,False
blocker,,,,,,,,,2,,,,,,,,,,,true,,,,,,0,,,,,,,,0,170,,,,False
character,,,,,,,,,1,,,,,char_2005_weiyw_1,,,,,,true,,,,,,,,,,,,,,0,171,,,,False
name,嗯......,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,172,嗯......,うーん……,魏彦吾,True
playsound,,$d_gen_walk_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,173,,,,False
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,174,,,,False
name,事情不是进行得很顺利吗，你怎么在这愁眉苦脸的？,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,175,事情不是进行得很顺利吗，你怎么在这愁眉苦脸的？,うまくいっているのに、どうしてそんなに難しい顔してるの？,フミヅキ,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,176,,,,False
name,乌萨斯方面还是没有任何回应？,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,177,乌萨斯方面还是没有任何回应？,ウルサス側からはまだ何の返事もありませんか？,魏彦吾,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,178,,,,False
name,依然没有。,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,179,依然没有。,まだありません。,フミヅキ,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,180,,,,False
name,还是联系不上维特议长？,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,181,还是联系不上维特议长？,まだヴィット議長には連絡がつかないのですか？,魏彦吾,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,182,,,,False
name,很遗憾，信使至今都没能和他会面。,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,183,很遗憾，信使至今都没能和他会面。,残念ですが、伝令はいまだに彼と会えていません。,フミヅキ,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,184,,,,False
name,看来整个乌萨斯帝国，也笼罩在一片疑云之中啊。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,185,看来整个乌萨斯帝国，也笼罩在一片疑云之中啊。,ウルサス帝国全体も疑念の霧に包まれているようです。,魏彦吾,True
name,文月，我有种感觉。这一切可能只是个开始。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,186,文月，我有种感觉。这一切可能只是个开始。,フミヅキ、私はこれがすべての始まりにすぎない気がする。,魏彦吾,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,187,,,,False
name,上次你这么说，已经是很多年前了。,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,188,上次你这么说，已经是很多年前了。,前にそう言ったのは、もう何年前のことか。,フミヅキ,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,189,,,,False
name,那是什么时候？我已经完全忘记了自己这么说的理由。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,190,那是什么时候？我已经完全忘记了自己这么说的理由。,いつだっけ？自分がそう言った理由もすっかり忘れてしまった。,魏彦吾,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,191,,,,False
name,那时我们可是刚见面没多久。难道你是想说，你已经把我们间的过往都忘了？,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,192,那时我们可是刚见面没多久。难道你是想说，你已经把我们间的过往都忘了？,私たちが会って間もない頃よ。まさか、私たちの過去ももう忘れる気？,フミヅキ,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,193,,,,False
name,不，不会。我怎么敢。只是除了和你相遇以外的事情，我都记不太清了而已。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,194,不，不会。我怎么敢。只是除了和你相遇以外的事情，我都记不太清了而已。,いや、そんなことはありません。あなたと出会ったこと以外、あまり覚えていないだけです。,魏彦吾,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,195,,,,False
name,瞧你这副伶牙俐齿。很可惜，这事你是忘不了的。,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,196,瞧你这副伶牙俐齿。很可惜，这事你是忘不了的。,本当に口が達者ね。残念だけど、このことは忘れられないはずよ。,フミヅキ,True
name,毕竟你亲口对我说过，如果二十年前我们输了，这座城市会改名换姓，成为乌萨斯征服史的另一条脚注。,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,197,毕竟你亲口对我说过，如果二十年前我们输了，这座城市会改名换姓，成为乌萨斯征服史的另一条脚注。,だってあなた、この都市は二十年前、もし私たちが負けていたら名前も変わり、ウルサスの征服の脚注になっていただろうと私に言ったじゃない。,フミヅキ,True
name,如果我们输了，坐在你现在的位置的不会是你，而是他。,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,198,如果我们输了，坐在你现在的位置的不会是你，而是他。,もし私たちが負けていたら、今あなたが座っているその席にはあなたではなく彼がいただろうと。,フミヅキ,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,199,,,,False
name,......,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,200,......,……,魏彦吾,True
name,科西切公爵。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,201,科西切公爵。,コシチェ公爵。,魏彦吾,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,1,,,,,,,,,,,,0,202,,,,False
name,哎，可怜的小塔，你能说小塔身上没有他的影子吗？,,,,,,,,,,,,,文月,,,,,,,,,,,,,,,,,,,,0,203,哎，可怜的小塔，你能说小塔身上没有他的影子吗？,あぁ、可哀想なタルラ……彼女に公爵の影響がないなんて言える？,フミヅキ,True
character,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,char_2005_weiyw_1,2,,,,,,,,,,,,0,204,,,,False
name,但他已经死了。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,205,但他已经死了。,しかし、彼はすでに死んでいる。,魏彦吾,True
name,被塔露拉亲手所杀。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,206,被塔露拉亲手所杀。,タルラ自身の手で殺された。,魏彦吾,True
blocker,,,,,,,,,3,,,,,,,,,,,true,,,,,,1,0,0,0,,,,,0,207,,,,False
character,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,208,,,,False
image,,,,,avg_ep05,,,coverall,0,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,209,,,,False
blocker,,,,,,,,,3,,,,,,,,,,,false,,,,,,0,,,,,,,,0,210,,,,False
delay,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,0,211,,,,False
image,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,212,,,,False
blocker,,,,,,,,,2,,,,,,,,,,,true,,,,,,,,,,,,,,0,213,,,,False
