command,text_orig,key,is_skippable,fit_mode,time,fadetime,block,a,r,g,b,image,screenadapt,intro,volume,options,values,references,name,name2,focus,effect,keep,amount,Delay,duration,xstrength,ystrength,vibrato,randomness,fadeout,x,y,xScale,yScale,xFrom,xTo,option_number,index,text,jp_text,jp_name,text_match
character,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,avg_npc_042,1,,,,,,,,,,,,,,,,,0,141,,,,False
name,错的是我。开心是记忆，伤心也是记忆。我的错。你不能不记。,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,0,142,错的是我。开心是记忆，伤心也是记忆。我的错。你不能不记。,悪いのは俺だ。楽しい記憶も悲しい記憶も、どちらも記憶なんだ。俺が悪かった。だから、お前は覚えてていいんだ。,ホウ,True
character,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,avg_npc_042,2,,,,,,,,,,,,,,,,,0,143,,,,False
name,煌变得很奇怪。说的话也支离破碎的。,,,,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,0,144,煌变得很奇怪。说的话也支离破碎的。,ホウさん、いつもと違って、お話も途切れ途切れです。,ロズマリン,True
character,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,avg_npc_042,1,,,,,,,,,,,,,,,,,0,145,,,,False
name,......我不想你那么痛苦。为什么非要去回头看它？如果是你的话......是可以把记忆放走的啊。,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,0,146,......我不想你那么痛苦。为什么非要去回头看它？如果是你的话......是可以把记忆放走的啊。,……お前にそんな辛い思いをしてほしくないだけだ。なんで戻ってまで見るんだ？お前なら……記憶を手放せるだろう。,ホウ,True
name,你可以把它就放在那里。让它就躺在那里，不要回头。,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,0,147,你可以把它就放在那里。让它就躺在那里，不要回头。,そのまま、記憶をそこに置いていいんだ。もう振り返るな。,ホウ,True
character,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,avg_npc_042,2,,,,,,,,,,,,,,,,,0,148,,,,False
name,如果不看......记忆又能用来做什么呢？,,,,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,0,149,如果不看......记忆又能用来做什么呢？,でも見なかったら……その記憶は何のためにあるんですか？,ロズマリン,True
name,不看的话......就是忘记。,,,,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,0,150,不看的话......就是忘记。,見なかったら……忘れることですよね。,ロズマリン,True
name,我不会去忘掉的。我绝对不会忘记任何一个人的死。,,,,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,0,151,我不会去忘掉的。我绝对不会忘记任何一个人的死。,私は……忘れません。誰かの死を、絶対に忘れません。,ロズマリン,True
character,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,avg_npc_042,1,,,,,,,,,,,,,,,,,0,152,,,,False
name,哈。对。你和我一样。你也是罗德岛的精英干员。,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,0,153,哈。对。你和我一样。你也是罗德岛的精英干员。,はっ。そうだな。お前も俺と同じだ。お前もロドスのエリートオペレーターだ。,ホウ,True
name,不能代你去，真的，我......,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,0,154,不能代你去，真的，我......,代わりに行ってやれなくて、本当に、俺……,ホウ,True
name,唔，呃......,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,0,155,唔，呃......,うっ、えっと……,ホウ,True
character,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,avg_npc_042,2,,,,,,,,,,,,,,,,,0,156,,,,False
name,你又流血了？,,,,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,0,157,你又流血了？,また血が出てますよ？,ロズマリン,True
character,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,avg_npc_042,1,,,,,,,,,,,,,,,,,0,158,,,,False
name,小事。,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,0,159,小事。,たいしたことない。,ホウ,True
character,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,avg_npc_042,2,,,,,,,,,,,,,,,,,0,160,,,,False
name,我送你。,,,,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,0,161,我送你。,お送りいたします。,ロズマリン,True
character,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,avg_npc_042,1,,,,,,,,,,,,,,,,,0,162,,,,False
name,哎哟。,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,0,163,哎哟。,うっ。,ホウ,True
name,迷迭香......和阿米娅要好好的。,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,0,164,迷迭香......和阿米娅要好好的。,ロズマリン……アーミヤと仲良くな。,ホウ,True
character,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,avg_npc_042,2,,,,,,,,,,,,,,,,,0,165,,,,False
name,嗯。我会的。,,,,,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,0,166,嗯。我会的。,はい。そうします。,ロズマリン,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,168,,,,False
blocker,,,,,,1,true,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,169,,,,False
cameraeffect,,,,,,0,,,,,,,,,,,,,,,,Grayscale,true,0,,,,,,,,,,,,,,0,170,,,,False
background,,,,,,,,,,,,bg_laccolith,coverall,,,,,,,,,,,,,,,,,,,,,,,,,0,171,,,,False
blocker,,,,,,2,true,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,172,,,,False
decision,很有必要吗？见她一面......？,,,,,,,,,,,,,,,很有必要吗？见她一面......？,1,,,,,,,,,,,,,,,,,,,,,1,173,很有必要吗？见她一面......？,本当に必要なのか？彼女に会うなんて……？,,True
predicate,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,174,,,,False
character,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,,,,,,,,0,175,,,,False
name,博士......,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,176,博士......,ドクター……,アーミヤ,True
name,罗德岛雇佣的精英干员们，都因为种种原因，将自身的精力和专业才能奉献给了罗德岛。,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,177,罗德岛雇佣的精英干员们，都因为种种原因，将自身的精力和专业才能奉献给了罗德岛。,ロドスが雇っているエリートオペレーターの皆さんは、それぞれの理由で自分の力と専門技術をロドスに捧げています。,アーミヤ,True
name,他们带领的小队会全心全意地支持他们的工作，因为精英干员在某些程度上，可以直接决定一种战术的运用方式。,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,178,他们带领的小队会全心全意地支持他们的工作，因为精英干员在某些程度上，可以直接决定一种战术的运用方式。,その人たちが率いる小隊は、全力でその指揮官を支えます。なぜなら、エリートオペレーターは、戦術そのものを左右できる場合があるからです。,アーミヤ,True
name,但他们并不都......符合我们的想象。,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,179,但他们并不都......符合我们的想象。,でも、その人たちは私たちの理想とは必ずしも一致しません。,アーミヤ,True
name,精英干员煌，博士你是见过的。有关煌的很多传闻，可能博士都没听过，实际上，被干员们添油加醋得有些厉害。,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,180,精英干员煌，博士你是见过的。有关煌的很多传闻，可能博士都没听过，实际上，被干员们添油加醋得有些厉害。,エリートオペレーターのホウさんのことは、ドクターもご存じですよね。噂の多くは実際、オペレーターたちが誇張している部分も多いんです。,アーミヤ,True
name,但现在这一位精英干员，所有人对她的印象都不一样。,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,181,但现在这一位精英干员，所有人对她的印象都不一样。,でも、今度のエリートオペレーターは、みんな彼女に対して感じていることが全く違うみたいです。,アーミヤ,True
name,如果是博士，应该是能......慢慢地理解她和她的选择的。,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,182,如果是博士，应该是能......慢慢地理解她和她的选择的。,ドクターなら、きっと……ゆっくりでも彼女や、彼女の選択を理解できると思います。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,0,183,,,,False
name,——,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,0,184,——,――,ケルシー,True
name,看你的反应，也许你已经见过了。,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,0,185,看你的反应，也许你已经见过了。,あなたの表情からすると、すでに会ったことがあるかもしれませんね。,ケルシー,True
character,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,,,,,,,,0,186,,,,False
name,啊？呜......,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,187,啊？呜......,あっ？うう……,アーミヤ,True
name,那......那这样就可以了吗？,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,188,那......那这样就可以了吗？,じゃあ……これで大丈夫でしょうか？,アーミヤ,True
decision,还有什么需要注意的？,,,,,,,,,,,,,,,还有什么需要注意的？,1,,,,,,,,,,,,,,,,,,,,,1,189,还有什么需要注意的？,他に注意しなければならないことは？,,True
predicate,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,190,,,,False
character,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,,,,,,,,0,191,,,,False
name,大致的安排就是这样。事实上，唔......很现实的，计划是计划，行动是行动。,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,192,大致的安排就是这样。事实上，唔......很现实的，计划是计划，行动是行动。,大まかにはこのような感じです。実際には、うーん……現実的に計画は計画、行動は別ですから。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,0,193,,,,False
name,只有行动才是重要的。计划只是行动的雏形，而行动中的意外事件会打破一切计划。,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,0,194,只有行动才是重要的。计划只是行动的雏形，而行动中的意外事件会打破一切计划。,重要なのは行動だけです。計画は行動の雛形に過ぎず、行動中の予想外の事態がすべての計画を覆すこともあります。,ケルシー,True
decision,希望我们没人专做很糟糕的预言。,,,,,,,,,,,,,,,希望我们没人专做很糟糕的预言。,1,,,,,,,,,,,,,,,,,,,,,1,195,希望我们没人专做很糟糕的预言。,誰も不吉な予言ばかりしませんように。,,True
predicate,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,196,,,,False
stopmusic,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,197,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,198,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,199,,,,False
blocker,,,,,,2,true,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,,,,False
background,,,,,,,,,,,,bg_laccolith,coverall,,,,,,,,,,,,,,,,,,,,,,,,,0,201,,,,False
blocker,,,,,,3,true,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,202,,,,False
playmusic,,$exciting_loop,,,,,,,,,,,,$exciting_intro,0.4,,,,,,,,,,,,,,,,,,,,,,,0,203,,,,False
character,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,,,,,,,,0,204,,,,False
name,糟糕.......很糟糕！有些不对！,,,,,,,,,,,,,,,,,,工程干员,,,,,,,,,,,,,,,,,,,0,205,糟糕.......很糟糕！有些不对！,まずい……本当にまずい！何かがおかしい！,エンジニアオペレーター,True
name,......沙尘的密度还是很稀疏，现在光线的角度，不大行！,,,,,,,,,,,,,,,,,,工程干员,,,,,,,,,,,,,,,,,,,0,206,......沙尘的密度还是很稀疏，现在光线的角度，不大行！,……砂塵の密度はまだ薄いし、今の光線の角度じゃだめだ！,エンジニアオペレーター,True
name,我们没在阴影里！如果从舰桥观察下来，我们可能会在开始全力运作前就完全暴露啦！！,,,,,,,,,,,,,,,,,,工程干员,,,,,,,,,,,,,,,,,,,0,207,我们没在阴影里！如果从舰桥观察下来，我们可能会在开始全力运作前就完全暴露啦！！,私たちは影の中にいない！艦橋から監視されたら、本格的に始める前に完全に見つかっちゃいます！！,エンジニアオペレーター,True
character,,,,,,,,,,,,,,,,,,,avg_npc_012,char_016_medic,2,,,,,,,,,,,,,,,,,0,208,,,,False
name,但已经不能再给机器添加外部遮蔽物了，一旦影响防尘器的空气流通，产生的上升气流，可能不足以保证沙尘浮动！,,,,,,,,,,,,,,,,,,罗德岛干员,,,,,,,,,,,,,,,,,,,0,209,但已经不能再给机器添加外部遮蔽物了，一旦影响防尘器的空气流通，产生的上升气流，可能不足以保证沙尘浮动！,でも、これ以上機械に外部のカバーは追加できませんよ。防塵装置の空気循環に影響したら、上昇気流が足りずに砂塵が舞わなくなるかも！,ロドスオペレーター,True
character,,,,,,,,,,,,,,,,,,,avg_npc_012,char_016_medic,1,,,,,,,,,,,,,,,,,0,210,,,,False
name,怎么办，要把位置继续后移吗......？可能会赶不及！,,,,,,,,,,,,,,,,,,工程干员,,,,,,,,,,,,,,,,,,,0,211,怎么办，要把位置继续后移吗......？可能会赶不及！,どうする？もっと後ろに下げるか……？でも間に合わないかも！,エンジニアオペレーター,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,212,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,213,,,,False
character,,,,,,1,true,,,,,,,,,,,,char_148_nearl_1#3,,,,,,,,,,,,,,,,,,,0,214,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,215,,,,False
name,......请交给我。,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,0,216,......请交给我。,……私に任せてください。,リンコウ,True
name,守林人，请监测实际效果，告诉我接下来要调整的方向。,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,0,217,守林人，请监测实际效果，告诉我接下来要调整的方向。,フォレストレンジャーさん、実際の効果をモニタリングして、次の調整方向を教えてください。,リンコウ,True
character,,,,,,,,,,,,,,,,,,,char_158_milu,,,,,,,,,,,,,,,,,,,0,218,,,,False
name,骑士？你要......做什么？,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,,,,,,,,0,219,骑士？你要......做什么？,騎士殿？いったい何を……？,フォレストレンジャー,True
character,,,,,,,,,,,,,,,,,,,char_148_nearl_1#3,,,,,,,,,,,,,,,,,,,0,220,,,,False
name,改变光线的角度。,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,0,221,改变光线的角度。,光の角度を変えます。,リンコウ,True
name,如果是为了减少这片大地上的苦难......我相信，连太阳的光芒，也愿意为我一时颔首。,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,0,222,如果是为了减少这片大地上的苦难......我相信，连太阳的光芒，也愿意为我一时颔首。,この大地の苦しみを少しでも減らせるのなら……太陽の光も一時だけ、私に同意してくれると信じます。,リンコウ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,223,,,,False
playsound,,$b_char_defboost,,,,,,,,,,,,,0.5,,,,,,,,,,0.4,,,,,,,,,,,,,0,224,,,,False
playsound,,$flashback,,,,,,,,,,,,,0.2,,,,,,,,,,0.7,,,,,,,,,,,,,0,225,,,,False
blocker,,,,,,1,true,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,226,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,227,,,,False
blocker,,,,,,2,true,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,228,,,,False
character,,,,,,1,true,,,,,,,,,,,,char_401_elysm,,,,,,,,,,,,,,,,,,,0,229,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,230,,,,False
name,嗯？沙丘那边是谁？临光吗？她们不登车的还不撤退吗？,,,,,,,,,,,,,,,,,,极境,,,,,,,,,,,,,,,,,,,0,231,嗯？沙丘那边是谁？临光吗？她们不登车的还不撤退吗？,ん？あの砂丘の向こうは誰だ？リンコウ？まだ撤収してないの？,極境,True
name,她在干什么呢，沉思？摆造型......在这摆造型？,,,,,,,,,,,,,,,,,,极境,,,,,,,,,,,,,,,,,,,0,232,她在干什么呢，沉思？摆造型......在这摆造型？,何してるんだろう、考え事？ポーズ決めて……ここでポーズ？,極境,True
name,......等等，好亮，她整个人开始发光了欸......不，等，糟了！太刺眼了！,,,,,,,,,,,,,,,,,,极境,,,,,,,,,,,,,,,,,,,0,233,......等等，好亮，她整个人开始发光了欸......不，等，糟了！太刺眼了！,……まって、うわ、まぶしい、体全体が光ってるじゃん……だめ、まぶしすぎる！,極境,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,234,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,235,,,,False
blocker,,,,,,0.4,true,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,236,,,,False
character,,,,,,,,,,,,,,,,,,,char_401_elysm,,,,,,,,,,,,,,,,,,,0,237,,,,False
name,啊，谢谢队长......,,,,,,,,,,,,,,,,,,极境,,,,,,,,,,,,,,,,,,,0,238,啊，谢谢队长......,あ、隊長ありがとう……,極境,True
name,如果队长你的手指不是要把我的脑袋捏裂一样扒得那么紧的话，我会很感激你挡住了我的眼睛的。,,,,,,,,,,,,,,,,,,极境,,,,,,,,,,,,,,,,,,,0,239,如果队长你的手指不是要把我的脑袋捏裂一样扒得那么紧的话，我会很感激你挡住了我的眼睛的。,隊長の指が私の頭をつぶすんじゃないかってくらい強かったけど、目を隠してくれたのは助かったよ。,極境,True
name,临光在做什么啊？,,,,,,,,,,,,,,,,,,极境,,,,,,,,,,,,,,,,,,,0,240,临光在做什么啊？,リンコウは一体何してるの？,極境,True
name,临光没问题？可......就算队长你这么说，这光也比阳光澈烈太多了，她要干什么啊？,,,,,,,,,,,,,,,,,,极境,,,,,,,,,,,,,,,,,,,0,241,临光没问题？可......就算队长你这么说，这光也比阳光澈烈太多了，她要干什么啊？,リンコウは大丈夫？でも、隊長がそう言ってもこの光は太陽よりずっと強烈でしょ？何をするつもりなの？,極境,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,242,,,,False
blocker,,,,,,0.2,true,0.8,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,243,,,,False
blocker,,,,,,3,true,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,244,,,,False
character,,,,,,,,,,,,,,,,,,,char_401_elysm,,,,,,,,,,,,,,,,,,,0,245,,,,False
name,嗯？怎么会......周边的光芒好像被临光渐渐同化了？,,,,,,,,,,,,,,,,,,极境,,,,,,,,,,,,,,,,,,,0,246,嗯？怎么会......周边的光芒好像被临光渐渐同化了？,ん？どうして……周囲の光までリンコウに同化されてる？,極境,True
name,......呼啊。,,,,,,,,,,,,,,,,,,极境,,,,,,,,,,,,,,,,,,,0,247,......呼啊。,……ふう。,極境,True
name,队长，整个区域内的光，已经慢慢调谐成同一种感觉了。,,,,,,,,,,,,,,,,,,极境,,,,,,,,,,,,,,,,,,,0,248,队长，整个区域内的光，已经慢慢调谐成同一种感觉了。,隊長、このエリア全体の光が、だんだんと同じ感じに調和してきたよ。,極境,True
name,我知道啊，我知道啦。我就是想说，你看，除了耀骑士，有谁能做到这种事呢？,,,,,,,,,,,,,,,,,,极境,,,,,,,,,,,,,,,,,,,0,249,我知道啊，我知道啦。我就是想说，你看，除了耀骑士，有谁能做到这种事呢？,わかってるよ、わかってるって。たださ、見てよ、耀騎士以外でこんなことできる人いる？,極境,True
name,队长，看看沙丘影子的投向，你猜现在是下午，还是上午？,,,,,,,,,,,,,,,,,,极境,,,,,,,,,,,,,,,,,,,0,250,队长，看看沙丘影子的投向，你猜现在是下午，还是上午？,隊長、砂丘の影の向きを見て、今は午後だと思う？それとも午前？,極境,True
name,唉，我......就是活跃下气氛。而且一会儿开始刮起沙尘，可就看不到影子咯？,,,,,,,,,,,,,,,,,,极境,,,,,,,,,,,,,,,,,,,0,251,唉，我......就是活跃下气氛。而且一会儿开始刮起沙尘，可就看不到影子咯？,あー、私……ちょっと場を盛り上げたくてさ。それに、すぐ砂嵐が始まるから、影も見えなくなるし？,極境,True
name,我这就闭嘴。不好意思。,,,,,,,,,,,,,,,,,,极境,,,,,,,,,,,,,,,,,,,0,252,我这就闭嘴。不好意思。,もう黙ります。ごめん。,極境,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,253,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,254,,,,False
blocker,,,,,,2,true,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,255,,,,False
background,,,,,,,,,,,,bg_aircraft,coverall,,,,,,,,,,,,,,,,,,,,,,,,,0,256,,,,False
blocker,,,,,,2,true,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,257,,,,False
character,,,,,,,,,,,,,,,,,,,char_130_doberm_ex,,,,,,,,,,,,,,,,,,,0,258,,,,False
name,再高些！已经有奇怪颜色的球体划过机身了！,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,0,259,再高些！已经有奇怪颜色的球体划过机身了！,もっと高度を上げろ！変な色の球体が機体をかすめたぞ！,ドーベルマン,True
character,,,,,,,,,,,,,,,,,,,avg_npc_012,char_130_doberm_ex,1,,,,,,,,,,,,,,,,,0,260,,,,False
name,教官，别怕，整合运动的术师没有击毁我们的本事。,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,,,,,,,,0,261,教官，别怕，整合运动的术师没有击毁我们的本事。,教官、怖がらないで。整合運動の術師には私たちの機体は落とせませんよ。,パイロット,True
character,,,,,,,,,,,,,,,,,,,avg_npc_012,char_130_doberm_ex,2,,,,,,,,,,,,,,,,,0,262,,,,False
name,我们只是做诱饵，不是要给整合运动表演飞行技术！,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,0,263,我们只是做诱饵，不是要给整合运动表演飞行技术！,私たちは囮なんだから、整合運動に飛行技術を見せてどうするの！,ドーベルマン,True
character,,,,,,,,,,,,,,,,,,,avg_npc_012,char_130_doberm_ex,1,,,,,,,,,,,,,,,,,0,264,,,,False
name,......如果我们做得很好的话，整合运动的人也会心悦诚服地投降吧？,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,,,,,,,,0,265,......如果我们做得很好的话，整合运动的人也会心悦诚服地投降吧？,……うまくやれば、整合運動の連中も気持ちよく降参するんじゃないですか？,パイロット,True
name,那个叫什么，武力展示？,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,,,,,,,,0,266,那个叫什么，武力展示？,あれですね、武力誇示？」,パイロット,True
character,,,,,,,,,,,,,,,,,,,avg_npc_012,char_130_doberm_ex,2,,,,,,,,,,,,,,,,,0,267,,,,False
name,武力展示又不是叫你表演杂技......！,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,0,268,武力展示又不是叫你表演杂技......！,武力誇示って、アクロバットを見せろって意味じゃないのよ……！,ドーベルマン,True
camerashake,,,,,,,false,,,,,,,,,,,,,,,,,,,0.4,0,8,30,30,true,,,,,,,0,269,,,,False
character,,,,,,,,,,,,,,,,,,,avg_npc_012,char_130_doberm_ex,1,,,,,,,,,,,,,,,,,0,270,,,,False
name,教官，抓好了！,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,,,,,,,,0,271,教官，抓好了！,"教官、つかまっててください！」},{",パイロット,True
character,,,,,,,,,,,,,,,,,,,avg_npc_012,char_130_doberm_ex,2,,,,,,,,,,,,,,,,,0,272,,,,False
camerashake,,,,,,,false,,,,,,,,,,,,,,,,,,,0.4,0,8,30,30,true,,,,,,,0,273,,,,False
name,——呕吐袋在哪？！,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,0,274,——呕吐袋在哪？！,――嘔吐袋はどこ！？,ドーベルマン,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,275,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,276,,,,False
blocker,,,,,,1,true,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,,,,False
background,,,,,,,,,,,,bg_laccolith,coverall,,,,,,,,,,,,,,,,,,,,,,,,,0,278,,,,False
blocker,,,,,,1,true,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,279,,,,False
playsound,,$d_gen_transmissionget,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0,280,,,,False
name,仪器已经完全启动！阿米娅，车队可以行动了！,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,0,281,仪器已经完全启动！阿米娅，车队可以行动了！,装置は完全に起動しました！アーミヤ、車列は出発できます！,リンコウ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,282,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,283,,,,False
blocker,,,,,,1,true,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,284,,,,False
character,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,0,285,,,,False
name,好的！,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,0,286,好的！,はい！,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,,,,,,,0,287,,,,False
name,各载具驾驶员，保持匀速！依照图示，利用沙尘的掩蔽接近核心城至可使用登城工具的距离！立刻行动！,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,0,288,各载具驾驶员，保持匀速！依照图示，利用沙尘的掩蔽接近核心城至可使用登城工具的距离！立刻行动！,各車両の運転手は一定速度を保て！図面どおり、砂塵のカバーを利用してコアシティに近づき、登城用ツールが使える距離まで接近しろ！すぐ行動せよ！,ケルシー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,289,,,,False
image,,,,,,0,,,,,,avg_7_9,,,,,,,,,,,,,,,,,,,,-100,0,1,1,,,0,290,,,,False
imagetween,,,,,,,false,,,,,,,,,,,,,,,,,,,60,,,,,,,,1,1,-100,0,0,291,,,,False
blocker,,,,,,1,true,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,292,,,,False
playsound,,$sportscarstart,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,293,,,,False
camerashake,,,,,,,false,,,,,,,,,,,,,,,,,,,0.4,0,8,30,30,true,,,,,,,0,294,,,,False
playsound,,$sportscarstart,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,295,,,,False
camerashake,,,,,,,false,,,,,,,,,,,,,,,,,,,1,0,8,30,30,true,,,,,,,0,296,,,,False
playsound,,$drift,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,297,,,,False
