command,text_orig,key,is_skippable,fit_mode,image,width,height,screenadapt,fadetime,intro,volume,crossfade,delay,time,name,name2,focus,duration,xstrength,ystrength,vibrato,randomness,fadeout,block,a,r,g,b,xFrom,yFrom,xTo,yTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,widgetID,style,fadestyle,offsetx,options,values,references,option_number,index,text,jp_text,jp_name,text_match
character,,,,,,,,,,,,,,,char_1508_Faust_1#1,char_1507_Mephisto_1#1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,176,,,,False
name,战略的目标比战术更重要，浮士德。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,177,,,,False
character,,,,,,,,,,,,,,,char_1508_Faust_1#1,char_1507_Mephisto_1#1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,178,,,,False
name,......,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,179,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,180,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,181,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,182,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,183,,,,False
blocker,,,,,,,,,0.5,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,184,,,,False
name,和我一起走！别再留在这里了！,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,185,,,,False
name,你难道不想离开这里吗，离这些人、这个地方远远的！,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,186,,,,False
name,你是不是不知道？大人们那么对待你和我，全都怪他！全都是他的错！,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,187,,,,False
name,......,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,188,,,,False
name,我恨这座城市。我恨他。别让我也恨你。,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,189,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,190,,,,False
name,赤霄——,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,191,,,,False
name,——拔刀！,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,192,,,,False
blocker,,,,,,,,,0.5,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,193,,,,False
background,,,,,bg_rooftop,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,194,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,195,,,,False
image,,,,,avg_5_7_chen,,,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,196,,,,False
blocker,,,,,,,,,0.5,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,197,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,198,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,199,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,1,0,0,,,,,,,,,,,,,,,,0,200,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,0,1,0,0,,,,,,,,,,,,,,,,0,201,,,,False
name,所有护卫，并行！挡住她！,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,202,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,203,,,,False
blocker,,,,,,,,,0.5,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,204,,,,False
background,,,,,bg_rooftop,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,205,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,206,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,207,,,,False
blocker,,,,,,,,,0.5,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,208,,,,False
character,,,,,,,,,,,,,,,avg_npc_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,209,,,,False
camerashake,,,,,,,,,,,,,,,,,,2,8,6,30,40,true,false,,,,,,,,,,,,,,,,,,,,0,210,,,,False
name,【尖啸】,,,,,,,,,,,,,,梅菲斯特的护卫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,211,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,212,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,213,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,1,0,0,,,,,,,,,,,,,,,,0,214,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,0,1,0,0,,,,,,,,,,,,,,,,0,215,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,216,,,,False
name,呃......！,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,217,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,1,0,0,,,,,,,,,,,,,,,,0,218,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,0,1,0,0,,,,,,,,,,,,,,,,0,219,,,,False
name,（不，不行！赤霄失控了？怎么偏偏在这时候！）,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,220,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,221,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,1,0,0,,,,,,,,,,,,,,,,0,222,,,,False
blocker,,,,,,,,,2,,,,,,,,,,,,,,,true,0,1,0,0,,,,,,,,,,,,,,,,0,223,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,224,,,,False
character,,,,,,,,,1,,,,,,char_1508_Faust_1#1,char_1507_Mephisto_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,225,,,,False
delay,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,226,,,,False
name,法术凝滞了。她没能成功施术。,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,227,,,,False
character,,,,,,,,,,,,,,,char_1508_Faust_1#1,char_1507_Mephisto_1#3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,228,,,,False
name,浮士德，现在。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,229,,,,False
character,,,,,,,,,,,,,,,char_1508_Faust_1#1,char_1507_Mephisto_1#3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,230,,,,False
name,命令，射击。,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,231,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,232,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,233,,,,False
camerashake,,,,,,,,,,,,,,,,,,3,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,234,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,235,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,236,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,237,,,,False
delay,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,238,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,239,,,,False
name,可恶......散出！,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,240,,,,False
character,,,,,,,,,,,,,,,avg_npc_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,241,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,242,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,243,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,1,0,0,,,,,,,,,,,,,,,,0,244,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,1,0,0,,,,,,,,,,,,,,,,0,245,,,,False
delay,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,246,,,,False
camerashake,,,,,,,,,,,,,,,,,,3,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,247,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,248,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,249,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,250,,,,False
delay,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,251,,,,False
camerashake,,,,,,,,,,,,,,,,,,3,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,252,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,253,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,254,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,255,,,,False
delay,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,256,,,,False
character,,,,,,,,,1,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,0,257,,,,False
delay,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,258,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,259,,,,False
name,真是把强大的武器。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,260,,,,False
name,仅仅是溢散的法术，竟然能把所有箭矢弩弹一扫而空，甚至还剥夺了三个护卫的行动能力。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,261,,,,False
name,但你也被冲击击中了吧？,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,262,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,263,,,,False
name,哈，哈......,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,264,,,,False
name,（一根，不，两根肋骨？还能忍住。但这样强劲的火力和来源，我根本......）,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,265,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,266,,,,False
name,就和领袖说的一样。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,267,,,,False
name,长官，你不是不想杀死我，你是没法拔出那把剑。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,268,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#4,char_1507_Mephisto_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,269,,,,False
name,你再说一遍，是谁，说了什么？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,270,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#4,char_1507_Mephisto_1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,271,,,,False
name,你知道那个名字的，陈长官。这把剑，就像你说的，不是用来对抗我的，你的冲动损坏了它的运作方式。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,272,,,,False
name,如果我们抓住你完全缺乏防备的那刻，你已经化成齑粉了。她完全知晓你的弱点。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,273,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#4,char_1507_Mephisto_1#5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,274,,,,False
name,花言巧语。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,275,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#4,char_1507_Mephisto_1#5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,276,,,,False
name,我们要摧毁这片大地现在的样子。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,,,,False
name,若放任腐败继续滋长，整片大地都会陷落。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,278,,,,False
name,只有摧毁这一切，无数锈蚀的城市才能打破枷锁，甚至是重生。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,279,,,,False
character,,,,,,,,,,,,,,,avg_npc_014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,280,,,,False
name,（嘶嚎）,,,,,,,,,,,,,,梅菲斯特的牧群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,281,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,282,,,,False
name,碍事。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,283,,,,False
character,,,,,,,,,,,,,,,avg_npc_014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,284,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,285,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,286,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,1,0,0,,,,,,,,,,,,,,,,0,287,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,1,0,0,,,,,,,,,,,,,,,,0,288,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,289,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,290,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,1,0,0,,,,,,,,,,,,,,,,0,291,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,0,0,0,,,,,,,,,,,,,,,,0,292,,,,False
delay,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,293,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,294,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,295,,,,False
image,,,,,avg_5_7_moph,,,coverall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,296,,,,False
imagetween,,,,,avg_5_7_moph,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,1.1,1.1,,,,,,,,0,297,,,,False
name,来吧，陈长官。你对龙门也很失望吧？,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,298,,,,False
name,......,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,299,,,,False
name,而我们的领袖在等你。何况你并没有为龙门服务的立场吧？,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,300,,,,False
name,我有职责在身。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,301,,,,False
name,那和立场无关。你所说的都是些世俗杂务，你知道他们是怎么对待我们的同胞们的。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,302,,,,False
name,只要你给我一点示意，我就会立刻停手。来，加入我们，让我们为更伟大的目标服务。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,303,,,,False
name,啐。我能给你的就只有这口血。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,304,,,,False
name,有你这种人在，整合运动会是在实践什么高尚理念？我不相信！,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,305,,,,False
name,这样啊。如果你不相信，那就算了吧。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,306,,,,False
name,你可以好好挣扎一下。我的护卫和他的弩弹会让你见证感染者真正的力量。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,307,,,,False
name,你孤身一人，而我们既团结又强大，你死得其所。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,309,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,310,,,,False
image,,,,,,,,,0,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,0,311,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,312,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#2,char_1507_Mephisto_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,313,,,,False
name,烂掉的话可以留到你死后再说。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,314,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#2,char_1507_Mephisto_1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,315,,,,False
name,或者，你可以强行催化那把剑上凝聚着的源石技艺。那会发生很可怕的事吧？你的命运由你自己决定。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,316,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#4,char_1507_Mephisto_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,317,,,,False
name,你想死得像个英雄？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,318,,,,False
name,小子，人死了什么都不会剩下。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,319,,,,False
name,如果杀掉你意味着我需要和你同归于尽......,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,320,,,,False
name,虽然不值得，但我可以做到。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,321,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#4,char_1507_Mephisto_1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,322,,,,False
name,哼。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,323,,,,False
name,我们的之间的谈话结束了。再见，陈长官。浮士德。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,324,,,,False
character,,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,325,,,,False
name,命令，射——,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,326,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,327,,,,False
name,嘁。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,328,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,329,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,330,,,,False
stopmusic,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,332,,,,False
name,不用做到那步，陈长官！,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,333,,,,False
image,,,,,avg_5_8_sky,,,coverall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,334,,,,False
name,......？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,335,,,,False
name,那是什么？,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,336,,,,False
name,直升机？不，这不像直升机，这......,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,337,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,338,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,339,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,340,,,,False
background,,,,,bg_aircraft,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,341,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,342,,,,False
name,煌，跳吧！,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,343,,,,False
name,注意落地姿势，别离开我的热流！,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,344,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,345,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,346,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,347,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,348,,,,False
background,,,,,bg_rooftop,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,349,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,350,,,,False
character,,,,,,,,,,,,,,,char_015_lmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,351,,,,False
name,那是什么？有人从上面跳下来了？！,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,352,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,353,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,354,,,,False
playmusic,,$m_bat_game02_loop,,,,,,,,$m_bat_game02_intro,0.8,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,355,,,,False
name,“恐惧升腾，她终将盲目——”,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,356,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,357,,,,False
name,咳，罗德岛？从天上？！,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,358,,,,False
name,这些黑色的线条......怎么回事，难道是你——,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,359,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,360,,,,False
name,“——泪水干涸，她恸哭无声。”,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,361,,,,False
character,,,,,,,,,,,,,,,avg_npc_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,362,,,,False
name,......唔。,,,,,,,,,,,,,,梅菲斯特的护卫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,363,,,,False
name,唔，呜呜......,,,,,,,,,,,,,,梅菲斯特的护卫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,364,,,,False
name,呜......呜！呜！,,,,,,,,,,,,,,梅菲斯特的护卫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,365,,,,False
camerashake,,,,,,,,,,,,,,,,,,2,5,3,30,90,true,true,,,,,,,,,,,,,,,,,,,,0,366,,,,False
delay,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,367,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,368,,,,False
name,怎么回事？我的护卫怎么会发出这种悲鸣？,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,369,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,370,,,,False
name,为什么，我的法术早就该磨灭了他们的情感啊，怎么回事，怎么回事！,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,371,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,372,,,,False
name,是你吗！！你！！,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,373,,,,False
name,罗德岛的兔子！！,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,374,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,375,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,376,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,377,,,,False
