command,text_orig,key,is_skippable,fit_mode,time,fadetime,block,image,screenadapt,a,r,g,b,intro,volume,duration,xstrength,ystrength,vibrato,randomness,fadeout,name,x,y,xScale,yScale,xFrom,xTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,name2,focus,index,text,jp_text,jp_name,text_match
character,,,,,,,,,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,,,,,,,185,,,,False
name,要的。,,,,,,,,,,,,,,,,,,,,,文月,,,,,,,,,,,,,186,,,,False
name,虽然这么说不大好，但我家这位今天确实不在状态。,,,,,,,,,,,,,,,,,,,,,文月,,,,,,,,,,,,,187,,,,False
name,或者说，对方的计谋实在是有点出乎我们意料，把他看重的东西全算计到了。,,,,,,,,,,,,,,,,,,,,,文月,,,,,,,,,,,,,188,,,,False
name,对方不仅了解龙门，还非常了解他。,,,,,,,,,,,,,,,,,,,,,文月,,,,,,,,,,,,,189,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2005_weiyw_1#4,,,,,,,,,,,char_2006_weiywfmzuki_1,1,190,,,,False
name,文月，不可再多言！,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,191,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2005_weiyw_1#4,,,,,,,,,,,char_2006_weiywfmzuki_1,2,192,,,,False
name,你管我？！,,,,,,,,,,,,,,,,,,,,,文月,,,,,,,,,,,,,193,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,,,,,,,194,,,,False
name,医生，开价吧。我付得起。,,,,,,,,,,,,,,,,,,,,,文月,,,,,,,,,,,,,195,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,196,,,,False
playmusic,,$dignified_loop,,,,,,,,,,,,$dignified_intro,0.4,,,,,,,,,,,,,,,,,,,,197,,,,False
name,文月小姐所说，我已经听懂了。钱不是必要的，只是二位现在，能不能稍稍听我说两句？,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,198,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2005_weiyw_1,,,,,,,,,,,char_003_kalts_1,1,199,,,,False
name,......医生。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,200,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2005_weiyw_1,,,,,,,,,,,char_003_kalts_1,2,201,,,,False
name,也许我不该在这时候进言。但恕我直言，龙门需要一些外力的帮助。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,202,,,,False
name,文月小姐，我可以继续说下去吗？,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,203,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,,,,,char_003_kalts_1,1,204,,,,False
name,你说吧。我可没有管别人说什么的习惯。,,,,,,,,,,,,,,,,,,,,,文月,,,,,,,,,,,,,205,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2005_weiyw_1,,,,,,,,,,,char_2006_weiywfmzuki_1,1,206,,,,False
name,......荒唐......,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,207,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,208,,,,False
name,罗德岛只是一家制药公司。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,209,,,,False
name,只是，这片大地的形势不允许任何人逍遥自在，何况是在市场、人事、政治倾向和国家利益中，均可能树敌无数的制药公司。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,210,,,,False
name,在各个国家的夹缝间游走，对于我们而言，也是无奈之举。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,211,,,,False
name,当我们面对各个势力施加给我们的巨大压力时，我们需要自己独特的制衡手段......,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,212,,,,False
name,不过，这些手段起效的前提是——这些出谋划策者的大脑中，切实还残留着哪怕一丝理智。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,213,,,,False
name,所以，在特殊状况随时都会发生的今日，我们罗德岛也必须准备好相应的对策。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,214,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#5,2,215,,,,False
name,说重点。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,216,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#5,1,217,,,,False
name,我有一个建议。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,218,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#5,2,219,,,,False
name,希望你的建议确实有用。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,220,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#5,1,221,,,,False
name,魏先生，我不知道该不该向您透露这些信息。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,222,,,,False
name,请您相信，凭龙门的实力与魏先生的本领，想消灭罗德岛只需要一个眼神。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,223,,,,False
name,我们的设备再先进，也没办法和魏先生手下的队伍相提并论。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,224,,,,False
name,如果忤逆您的意思，罗德岛一定血流成河。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,225,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,226,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#5,2,227,,,,False
name,请说。你与阿米娅小姐大可放心，我没有余力再去针对罗德岛。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,228,,,,False
name,所以，没什么好忌讳的。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,229,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,230,,,,False
name,好的。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,231,,,,False
name,在我们与魏先生第一次交流时，魏先生也对我们拥有的武装力量十分好奇。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,232,,,,False
name,现在我可以坦白：就像刚才我说的那样，在这方面，罗德岛根本不配与龙门比较。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,233,,,,False
name,只是，无论是多强的武装力量都会被局势束缚，之间的区别，仅在于程度不一而同。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,234,,,,False
name,即使是您的队伍，被人捆住手脚也一样无处发挥。哪怕是您亲自上阵，对方依然有办法拿到你的把柄。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,235,,,,False
name,事实上，我的同僚曾在一场筹款晚会上遇见过科西切公爵与她的养女。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,236,,,,False
name,不是人口买卖的会场，也并非纵欲狂欢的贵族娱乐。那一次晚会上出席的所有人，都代表着不同的诉求和权力实体。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,237,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#5,2,238,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,239,,,,False
name,......继续。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,240,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#5,1,241,,,,False
name,接下来的事情你应该已经有所预见，魏先生。那一次的晚会上，许多优秀的青年人凭他们的理论和构想，获得了他们应得的价码——,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,242,,,,False
name,但塔露拉没有。也正是如此，我与我的同僚都没有想到，这个少女会成长为今天的整合运动领袖。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,243,,,,False
name,事实上......我们早该想到，因为科西切公爵只在必要的场合出现，只做必要的事，除此之外，无声无息。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,244,,,,False
name,科西切不会展示自身的力量换取协助，塔露拉也没有。之间的关联，魏先生比我们更清楚。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,245,,,,False
name,科西切公爵并没有把她当作奴隶或是人质。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,246,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#4,2,247,,,,False
name,她是他的继承人。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,248,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2005_weiyw_1#4,,,,,,,,,,,char_2006_weiywfmzuki_1,2,249,,,,False
name,啊？,,,,,,,,,,,,,,,,,,,,,文月,,,,,,,,,,,,,250,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2005_weiyw_1#4,,,,,,,,,,,,,251,,,,False
name,凯尔希医生，你的见闻佐证了我的想法。塔露拉是科西切的继承人。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,252,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#4,1,253,,,,False
name,没错，魏先生......,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,254,,,,False
name,科西切公爵知道你有什么，也知道你能做什么。塔露拉也一样能。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,255,,,,False
name,请将这件事交给我们，魏先生。我们是最适合去解决本次事件的人。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,256,,,,False
name,就像阿米娅之前说的那样，罗德岛与龙门间的正式合作已经结束了。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,257,,,,False
name,现在，罗德岛的舰船已经离开了龙门接舷区。罗德岛离开龙门之后发生的事，与龙门毫无关联。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,258,,,,False
name,阿米娅，可以吗？,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,259,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,,260,,,,False
name,......没错。,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,261,,,,False
name,魏先生。我们......并不那么关心龙门城的未来和你的私事。,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,262,,,,False
name,但阴谋家利用感染者引发的事件，它带来的那些后果是我们拼尽全力去避免的。,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,263,,,,False
name,如果魏先生允许，并且能给出承诺，承诺你不会使用任何武力攻击我们的话——,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,264,,,,False
name,之后的战斗，就会是我们罗德岛的战斗。,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,265,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2005_weiyw_1#4,,,,,,,,,,,char_002_amiya_1,1,266,,,,False
name,我不依靠感染者，也不相信感染者。你们与整合运动的区别，在我看来，只是你们还没与龙门敌对，仅此而已。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,267,,,,False
name,整合运动之前又是怎么样的面貌？就算我们不记得，却有人记得。他们本不是现在这副模样。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,268,,,,False
name,言语可以修饰，意图可以伪装，整合运动再怎么吹嘘自己是改变感染者处境的力量，如今还是成了乌萨斯的炮灰。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,269,,,,False
name,此事之后，乌萨斯将会轻松地扑灭整合运动的火。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,270,,,,False
name,你们会不会是另一个整合运动？谁能证明，谁能证伪？你们会在什么时候背叛，又会在哪里对我们亮出獠牙？,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,271,,,,False
name,以及，我并不相信你们有解决科西切继承人的实力。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,272,,,,False
name,那是科西切公爵......与他为敌且获胜的，这么多年来也只有龙门而已。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,273,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#4,1,274,,,,False
name,魏先生，你打算自己带领武装力量，袭击切尔诺伯格核心城，对吧？,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,275,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#5,2,276,,,,False
name,不要妄加猜测。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,277,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#5,1,278,,,,False
name,方才，魏先生——你的观点已经透露了你更深层次的想法。你认为只有你自己能做到这件事。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,279,,,,False
name,确实，龙门有这个实力，你也有战胜乌萨斯阴谋的经验。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,280,,,,False
name,而且这一次，你还打算用自己的死来抵消龙门宣战的罪。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,281,,,,False
name,如文月小姐所说，你觉得自己做了许多违心的事，你打算用死亡一劳永逸地偿还所有过错。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,282,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#5,2,283,,,,False
name,我一生犯错无数，死亡并不足以偿还，也不知向谁偿还。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,284,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#5,1,285,,,,False
name,即使如此，魏先生，你能保证在你死后，真的不会有人迁怒于你吗？,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,286,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#5,2,287,,,,False
name,龙门是大炎要地，我既保下了它，它的繁荣就依然能延续。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,288,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#5,1,289,,,,False
name,我说的是，文月夫人。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,290,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,char_003_kalts_1,1,291,,,,False
name,（凯尔希医生......好直白！）,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,292,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,,,,,,,293,,,,False
name,医生？！说什么呢！,,,,,,,,,,,,,,,,,,,,,文月,,,,,,,,,,,,,294,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,295,,,,False
name,没错，魏先生。我害怕尊夫人会因为你而受到伤害。就算你死了，她也依然是你的遗孀。你知道的事，尊夫人基本上也都知道。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,296,,,,False
name,既然有人能迫使你做出违背意愿的事情，我想，会做这样的事情......也很正常。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,297,,,,False
name,似乎那位也不是个心思开阔豁达的人吧？,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,298,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2006_weiywfmzuki_1,2,299,,,,False
name,够了，真的够了医生！你说的实在太过分了，我不要......,,,,,,,,,,,,,,,,,,,,,文月,,,,,,,,,,,,,300,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2005_weiyw_1#4,,,,,,,,,,,,,301,,,,False
name,所以，你认为即使我出手，也同样保不下文月。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,302,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#4,1,303,,,,False
name,可能并不只是文月小姐。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,304,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2006_weiywfmzuki_1,2,305,,,,False
name,......我大可一同去，不就是死......,,,,,,,,,,,,,,,,,,,,,文月,,,,,,,,,,,,,306,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2005_weiyw_1#3,,,,,,,,,,,char_2006_weiywfmzuki_1,1,307,,,,False
name,文月！！,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,308,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2005_weiyw_1#3,,,,,,,,,,,char_2006_weiywfmzuki_1,2,309,,,,False
name,唉哟。,,,,,,,,,,,,,,,,,,,,,文月,,,,,,,,,,,,,310,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2005_weiyw_1#4,,,,,,,,,,,,,311,,,,False
name,说吧，凯尔希医生。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,312,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#4,1,313,,,,False
name,为了你珍视的城市......以及真正珍视的人。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,314,,,,False
name,我恳求你，魏大人。把这件事情交给真正的专家。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,315,,,,False
name,也许和任何势力为敌我们都毫无胜算，但感染者，我们确实知根知底。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,316,,,,False
name,我们知道他们想要什么，也知道他们不想要什么。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,317,,,,False
name,只有感染者才能对抗感染者。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,318,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#4,2,319,,,,False
name,——,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,320,,,,False
name,那么，你想要什么？罗德岛的领袖，以及罗德岛的医生？,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,321,,,,False
name,你们不是来这里做慈善的。进攻核心城不仅是以卵击石，它一定会令你们损失惨重，更可能是徒劳无功。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,322,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#4,1,323,,,,False
name,魏先生很清楚现状。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,324,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,char_2005_weiyw_1#5,2,325,,,,False
name,到了这一步，双方都说实话，会更符合我们的利益需求。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,326,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,,327,,,,False
name,我们不仅需要魏先生同意我们的作战。我们还需要魏先生的承诺。,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,328,,,,False
name,即使在未来，魏先生你可能会变卦......我们也想要承诺。对现在的承诺。,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,329,,,,False
name,因为我相信龙门和您的家庭，以及陈长官，值得一个承诺。,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,330,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,char_2005_weiyw_1#5,2,331,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,332,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,,333,,,,False
name,文月小姐，我们不需要您支付金钱。因为您的善良，您对感染者的态度，值得我们去执行一次无需回报的公正任务。,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,334,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,,,,,char_002_amiya_1,1,335,,,,False
name,（小兔子......）,,,,,,,,,,,,,,,,,,,,,文月,,,,,,,,,,,,,336,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,,,,,char_002_amiya_1,2,337,,,,False
name,欸？,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,338,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,,,,,char_002_amiya_1,1,339,,,,False
name,（比大拇指）,,,,,,,,,,,,,,,,,,,,,文月,,,,,,,,,,,,,340,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2006_weiywfmzuki_1,,,,,,,,,,,char_002_amiya_1,2,341,,,,False
name,......？？,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,342,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2005_weiyw_1#5,,,,,,,,,,,,,343,,,,False
name,我同意。在龙门-切尔诺伯格事件结束之前，我们龙门绝不会再干涉任何罗德岛的事务。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,344,,,,False
name,以及，在我看来，医生似乎欲言又止。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,345,,,,False
name,说吧。你说什么，我都暂时能够承受。毕竟我也想请罗德岛帮我救助一位感染者。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,346,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,347,,,,False
name,......那么，我还有一个提议。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,348,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_2005_weiyw_1#5,,,,,,,,,,,,,349,,,,False
name,有什么价码，尽管开。,,,,,,,,,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,350,,,,False
stopmusic,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,,,,False
character,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,,352,,,,False
name,二十年前，爱德华·雅特利亚斯，也就是塔露拉·雅特利亚斯之父，死在了龙门。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,353,,,,False
name,我希望魏先生能把他的遗物借给我们。,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,354,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,,,,False
blocker,,,,,,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,,,,False
