command,text_orig,key,is_skippable,fit_mode,screenadapt,image,width,height,fadetime,block,intro,volume,crossfade,delay,time,name,a,r,g,b,name2,focus,duration,xstrength,ystrength,vibrato,randomness,fadeout,options,values,references,option_number,index,text,jp_text,jp_name,text_match
name,虽然表面上大大咧咧的，煌的内在其实可复杂了。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,168,虽然表面上大大咧咧的，煌的内在其实可复杂了。,外見はおおらかですが、煌さんは意外と複雑な内面も持っています。,アーミヤ,True
name,再经过一些时间、经历一些事情，博士也是可以做到的。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,169,再经过一些时间、经历一些事情，博士也是可以做到的。,もう少し時間をかけて、いろいろな経験を積むことで、ドクターもきっとできます。,アーミヤ,True
name,但要再努力一点才行！,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,170,但要再努力一点才行！,でも、もう少し努力しなければなりません！,アーミヤ,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,171,,,,False
name,相互信任是困难的，但也是必须的。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,172,相互信任是困难的，但也是必须的。,お互いに信頼し合うのは難しいですが、必要なことです。,アーミヤ,True
name,我们需要博士的力量，而博士想要运用好自己的战术，就必须先被干员们认可。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,173,我们需要博士的力量，而博士想要运用好自己的战术，就必须先被干员们认可。,私たちはドクターの力が必要ですし、ドクターが戦術をうまく使いたいなら、まずオペレーターたちに認められなければなりません。,アーミヤ,True
name,这是个漫长的过程，也是博士必须经历的过程。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,174,这是个漫长的过程，也是博士必须经历的过程。,これは長い道のりですが、ドクターにとっては避けられない過程なのです。,アーミヤ,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,175,,,,False
name,作为精英干员里最擅长攻坚战的那种，煌并不会在战术上提供太多思路。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,176,作为精英干员里最擅长攻坚战的那种，煌并不会在战术上提供太多思路。,煌さんはエリートオペレーターの中でも突撃戦が一番得意なので、戦術面で色々提案してくれるタイプではありません。,アーミヤ,True
name,她非常需要你的支持，不如说，只要你说，她就会履行你的战术。这是干员的专业性。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,177,她非常需要你的支持，不如说，只要你说，她就会履行你的战术。这是干员的专业性。,彼女はあなたの支援がとても必要です。むしろ、あなたが指示さえすれば、そのまま行動してくれます。これがオペレーターのプロ意識です。,アーミヤ,True
name,这已经很配合了吧？,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,178,这已经很配合了吧？,これだけでも、かなり協力的ですよね？,アーミヤ,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,0,179,,,,False
name,就像现在这样......,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,180,就像现在这样......,今みたいに……,アーミヤ,True
name,干员们听从罗德岛一些合理的命令，往往是出于责任感，而不是信任。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,181,干员们听从罗德岛一些合理的命令，往往是出于责任感，而不是信任。,オペレーターたちがロドスの指示に従うのは、信頼ではなく、責任感からの場合が多いです。,アーミヤ,True
name,真正的信任是建立在理解上的，就像煌现在已经开始信任灰喉了一样。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,182,真正的信任是建立在理解上的，就像煌现在已经开始信任灰喉了一样。,本当の信頼は理解から生まれます。今の煌さんのように、グレイソーを信じ始めたように。,アーミヤ,True
name,啊......,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,183,啊......,あっ……,アーミヤ,True
character,,,,,,,,,,,,,,,,char_002_amiya_1#1,,,,,,,,,,,,,,,,0,184,,,,False
name,似乎有整合运动的敌人在接近这里。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,185,似乎有整合运动的敌人在接近这里。,どうやらレユニオンの敵がこちらに近づいているようです。,アーミヤ,True
name,我们就多给煌创造一点道歉的空间吧，在这种事上，她嘴还蛮笨的。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,186,我们就多给煌创造一点道歉的空间吧，在这种事上，她嘴还蛮笨的。,煌さんにもう少し謝罪の機会を作って差し上げましょう。こういう場面だと、彼女はうまく言えなくて困ってしまうんです。,アーミヤ,True
decision,......,,,,,,,,,,,,,,,,,,,,,,,,,,,,那就给她们多争取一点时间！;......;原来她嘴笨的吗？,1;2;3,,3,187,......,……,,True
decision,那就给她们多争取一点时间！,,,,,,,,,,,,,,,,,,,,,,,,,,,,那就给她们多争取一点时间！;......;原来她嘴笨的吗？,1;2;3,,3,188,那就给她们多争取一点时间！,なら、彼女たちにもう少し時間をあげよう！,,True
decision,原来她嘴笨的吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,那就给她们多争取一点时间！;......;原来她嘴笨的吗？,1;2;3,,3,189,原来她嘴笨的吗？,彼女、そういうの苦手だったのか？,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,0,190,,,,False
name,嗯。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,191,嗯。,はい。,アーミヤ,True
name,就算擅长说话，也不就是擅长表达情感了。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,192,就算擅长说话，也不就是擅长表达情感了。,話が上手でも、感情を表現するのが得意なわけじゃありません。,アーミヤ,True
name,其实煌也不是在花时间向灰喉道歉，不如说，她在对抗经验里自己对其他人的误解，甚至是一些根深蒂固的偏见。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,193,其实煌也不是在花时间向灰喉道歉，不如说，她在对抗经验里自己对其他人的误解，甚至是一些根深蒂固的偏见。,煌さんがグレイソーに謝るために時間を使っているわけではなくて、自分自身の中の誤解や偏見を克服しようとしているのだと思います。,アーミヤ,True
name,并不只有普通人对感染者有偏见......感染者对普通人也有。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,194,并不只有普通人对感染者有偏见......感染者对普通人也有。,一般の人々が感染者に偏見を持つだけでなく……感染者もまた一般人に偏見を持っています。,アーミヤ,True
name,内在的敌人和外在的敌人，都是敌人。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,195,内在的敌人和外在的敌人，都是敌人。,心の中の敵も外の敵も、どちらも敵なんです。,アーミヤ,True
decision,我们会战胜所有敌人。,,,,,,,,,,,,,,,,,,,,,,,,,,,,我们会战胜所有敌人。,1,,1,196,我们会战胜所有敌人。,私たちはすべての敵を倒すさ。,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,197,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,0,198,,,,False
name,......是的。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,199,......是的。,……はい。,アーミヤ,True
name,是这样的。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,200,是这样的。,その通りです。,アーミヤ,True
name,刚才那些整合运动的眼神里充满了恐惧。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,201,刚才那些整合运动的眼神里充满了恐惧。,さっき見たレユニオンの目は恐怖でいっぱいでした。,アーミヤ,True
name,我们和近卫局没可能把人吓成这样，别说逼他们不顾一切地打破自己原本的坚持了。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,202,我们和近卫局没可能把人吓成这样，别说逼他们不顾一切地打破自己原本的坚持了。,私たちや近衛局でも、あそこまで人を怖がらせることはできませんし、元々の信念を捨てさせることもありません。,アーミヤ,True
name,他们遭遇了什么样的敌人......究竟是什么让他们变成这个样子？,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,203,他们遭遇了什么样的敌人......究竟是什么让他们变成这个样子？,彼らはどんな敵に遭遇したのでしょうか……一体何があのような状態にさせたのでしょうか？,アーミヤ,True
name,我们......会和那些人为敌吗？,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,204,我们......会和那些人为敌吗？,私たちは……その人たちと敵対することになるのでしょうか？,アーミヤ,True
delay,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,0,205,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,206,,,,False
blocker,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,0,207,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,208,,,,False
