command,text_orig,name,focus,image,index,text,jp_text,jp_name,text_match
name,一座切断了所有通讯，除了识别码以外毫无交流的孤城，想要怎么解释都可以。,魏彦吾,,,174,一座切断了所有通讯，除了识别码以外毫无交流的孤城，想要怎么解释都可以。,全ての通信を遮断し、識別コード以外は何の交流もない孤立した都市――どんな風にも説明できるでしょう。,魏彦吾,True
name,如你所说，医生。只有龙门能做些什么，只有我们在面对切尔诺伯格的核心城。,魏彦吾,,,175,如你所说，医生。只有龙门能做些什么，只有我们在面对切尔诺伯格的核心城。,おっしゃるとおりです、ドクター。龍門だけが何かできるのです。私たちだけがチェルノボーグの核心都市に向き合っています。,魏彦吾,True
character,,char_2005_weiyw_1,2,,176,,,char_2005_weiyw_1,True
name,魏先生，请三思。开战的后果依然严重。,凯尔希,,,177,魏先生，请三思。开战的后果依然严重。,魏さん、どうかよくお考えください。戦争を始めることの結果は依然として深刻です。,ケルシー,True
character,,char_2005_weiyw_1,1,,178,,,char_2005_weiyw_1,True
name,一场战争没法被轻描淡写地带过，但另一个后果，对于龙门来说，只会更加严重。,魏彦吾,,,179,一场战争没法被轻描淡写地带过，但另一个后果，对于龙门来说，只会更加严重。,戦争は軽く見過ごすことはできませんが、もうひとつの結果は、龍門にとってさらに深刻なものとなります。,魏彦吾,True
character,,char_002_amiya_1#7,,,180,,,char_002_amiya_1#7,True
name,......,阿米娅,,,181,......,……,アーミヤ,True
name,魏先生。罗德岛......,阿米娅,,,182,魏先生。罗德岛......,魏さん。ロドス……,アーミヤ,True
dialog,,,,,183,,,,True
character,,,,,184,,,,True
stopmusic,,,,,185,,,,True
,我去。,,,,186,我去。,行ってくる。,,True
character,,char_2005_weiyw_1#2,,,187,,,char_2005_weiyw_1#2,True
name,......,魏彦吾,,,188,......,……,魏彦吾,True
character,,char_003_kalts_1,,,189,,,char_003_kalts_1,True
name,......,凯尔希,,,190,......,……,ケルシー,True
character,,char_002_amiya_1#6,,,191,,,char_002_amiya_1#6,True
name,啊......陈小姐？,阿米娅,,,192,啊......陈小姐？,あっ……チェンさん？,アーミヤ,True
character,,char_2006_weiywfmzuki_1,,,193,,,char_2006_weiywfmzuki_1,True
name,小陈？,文月,,,194,小陈？,チェンちゃん？,文月,True
character,,,,,195,,,,True
dialog,,,,,196,,,,True
character,,char_010_chen_1#5,,,197,,,char_010_chen_1#5,True
delay,,,,,198,,,,True
name,我去解决。,陈,,,199,我去解决。,私が解決する。,チェン,True
character,,char_2005_weiyw_1#5,1,,200,,,char_2005_weiyw_1#5,True
name,你是龙门的人。,魏彦吾,,,201,你是龙门的人。,君は龍門の人間だ。,魏彦吾,True
character,,char_2005_weiyw_1#5,2,,202,,,char_2005_weiyw_1#5,True
name,我可以脱离龙门。,陈,,,203,我可以脱离龙门。,私は龍門を離れることもできる。,チェン,True
character,,char_2005_weiyw_1#5,1,,204,,,char_2005_weiyw_1#5,True
name,陈警司，不要自诩有志之士。这不是你的职责。,魏彦吾,,,205,陈警司，不要自诩有志之士。这不是你的职责。,チェン警司、志のある者ぶるな。これは君の職務ではない。,魏彦吾,True
playmusic,,,,,206,,,,True
character,,char_2005_weiyw_1#5,2,,207,,,char_2005_weiyw_1#5,True
name,如果龙门需要一个叛徒，我可以来当。,陈,,,208,如果龙门需要一个叛徒，我可以来当。,龍門に裏切り者が必要なら、私がなる。,チェン,True
name,魏彦吾，我对你和你的城市，你这座金玉其外败絮其中的城市......,陈,,,209,魏彦吾，我对你和你的城市，你这座金玉其外败絮其中的城市......,魏彦吾、お前とお前の街、この見た目だけ立派で中身は腐っている街には……,チェン,True
name,已经厌倦了。,陈,,,210,已经厌倦了。,もううんざりだ。,チェン,True
name,在你对贫民区出手的时候，我就已经不属于这座城市了。,陈,,,211,在你对贫民区出手的时候，我就已经不属于这座城市了。,お前がスラム街に手を出した時点で、私はもうこの街の人間じゃなくなった。,チェン,True
character,,char_2005_weiyw_1#4,1,,212,,,char_2005_weiyw_1#4,True
name,不要在这个时候与我争辩这种对错。,魏彦吾,,,213,不要在这个时候与我争辩这种对错。,今そんな善悪の議論を僕とするな。,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,214,,,char_2005_weiyw_1#4,True
name,可是他们做错了什么，你为什么要这么对待他们？,陈,,,215,可是他们做错了什么，你为什么要这么对待他们？,でも、彼らは何を間違ったのだ？なぜお前は彼らにこんなことをする？,チェン,True
character,,char_2005_weiyw_1#4,1,,216,,,char_2005_weiyw_1#4,True
name,......“他们做错了什么？”,魏彦吾,,,217,......“他们做错了什么？”,……「彼らは何を間違ったのか？」,魏彦吾,True
name,陈小姐，他们做了什么？,魏彦吾,,,218,陈小姐，他们做了什么？,チェンさん、彼らは何をしたのですか？,魏彦吾,True
name,告诉我：整合运动选择潜伏在哪里，又是从哪里潜入了这座城市？,魏彦吾,,,219,告诉我：整合运动选择潜伏在哪里，又是从哪里潜入了这座城市？,教えてください。レユニオンはどこに潜伏し、どこからこの街へ侵入したのですか？,魏彦吾,True
name,你信任贫民窟的居民，他们是不是同样信任你？这种信任究竟在哪里有所体现？,魏彦吾,,,220,你信任贫民窟的居民，他们是不是同样信任你？这种信任究竟在哪里有所体现？,君はスラムの住民を信じているが、彼らも君を信じているのか？その信頼は一体どこに表れている？,魏彦吾,True
name,除了你的线人和林舸瑞的耳目之外，有任何其他一个贫民区的居民向你们报告了“感染者正在渗透他们的聚居地”之类的事实吗？,魏彦吾,,,221,除了你的线人和林舸瑞的耳目之外，有任何其他一个贫民区的居民向你们报告了“感染者正在渗透他们的聚居地”之类的事实吗？,君たちの情報員やリン・ゲルイの耳以外に、他のスラムの住民は誰か感染者が居住地に浸透していることなどを報告した者はいますか？,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,222,,,char_2005_weiyw_1#4,True
name,事情发展得很快！没收到线报并不是谁的过错！,陈,,,223,事情发展得很快！没收到线报并不是谁的过错！,事態の進展が早すぎた！情報が届かなかったのは誰のせいでもない！,チェン,True
character,,char_2005_weiyw_1#4,1,,224,,,char_2005_weiyw_1#4,True
name,你是否收到哪怕一条民间情报？,魏彦吾,,,225,你是否收到哪怕一条民间情报？,君は一つでも市民からの情報を受け取ったか？,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,226,,,char_2005_weiyw_1#4,True
name,......,陈,,,227,......,……,チェン,True
character,,char_2005_weiyw_1#4,1,,228,,,char_2005_weiyw_1#4,True
name,有，或是没有？,魏彦吾,,,229,有，或是没有？,あるのか、それともないのか？,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,230,,,char_2005_weiyw_1#4,True
name,没有。,陈,,,231,没有。,ない。,チェン,True
character,,char_2005_weiyw_1#4,1,,232,,,char_2005_weiyw_1#4,True
name,一条也没有。一个人也没有。,魏彦吾,,,233,一条也没有。一个人也没有。,一件もない。一人もいない。,魏彦吾,True
name,没有人相信你们。他们宁可信任外来的暴力煽动者和感染者，也不相信为他们提供生存条件的鼠王和近卫局高级警司。,魏彦吾,,,234,没有人相信你们。他们宁可信任外来的暴力煽动者和感染者，也不相信为他们提供生存条件的鼠王和近卫局高级警司。,誰も君たちを信じていない。彼らはよそ者の暴力扇動者や感染者を信じても、彼らの生活条件を提供しているネズミ王や近衛局の上級警司を信じない。,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,235,,,char_2005_weiyw_1#4,True
name,他们更可能是遭到了整合运动的胁迫，整合运动的感染者有着大量使用暴力的痕迹。,陈,,,236,他们更可能是遭到了整合运动的胁迫，整合运动的感染者有着大量使用暴力的痕迹。,彼らはむしろレユニオンに脅されていた可能性が高い。レユニオンの感染者は暴力行為の跡が多く残っている。,チェン,True
character,,char_2005_weiyw_1#4,1,,237,,,char_2005_weiyw_1#4,True
name,那他们是否想过，龙门从未对他们使用过暴力？,魏彦吾,,,238,那他们是否想过，龙门从未对他们使用过暴力？,だが彼らは考えたことがあるのか、龍門は一度も彼らに暴力を振るったことがないと。,魏彦吾,True
name,我不会怪罪他们相互扶持的行为。,魏彦吾,,,239,我不会怪罪他们相互扶持的行为。,私は彼らがお互いに助け合った行為を責めたりはしない。,魏彦吾,True
name,我甚至认为，如果他们不支持身边的感染者，依然仇视着身边的感染者，那么贫民区会自取灭亡，不必等到今天。,魏彦吾,,,240,我甚至认为，如果他们不支持身边的感染者，依然仇视着身边的感染者，那么贫民区会自取灭亡，不必等到今天。,私は、もし彼らが身近にいる感染者を支援せず、今も彼らを憎しみ続けていたなら、スラム街は自滅していたはずだとさえ思っています。今日まで持ちこたえることはなかったでしょう。,魏彦吾,True
name,不过，他们可以反对整合运动，他们可以与鼠王的人一同抵御渗透，他们可以向你们寻求帮助——,魏彦吾,,,241,不过，他们可以反对整合运动，他们可以与鼠王的人一同抵御渗透，他们可以向你们寻求帮助——,しかし、彼らは統合運動に反対することも、鼠王の人々と一緒に侵入を防ぐことも、あなたたちに助けを求めることもできるのです——,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,242,,,char_2005_weiyw_1#4,True
name,他们不信任......,陈,,,243,他们不信任......,彼らは信じていない......,チェン,True
character,,char_2005_weiyw_1#4,1,,244,,,char_2005_weiyw_1#4,True
name,对。他们不信任你们。即使你为这些人付出了无数的时间和资源，他们却从没有信任过你们。,魏彦吾,,,245,对。他们不信任你们。即使你为这些人付出了无数的时间和资源，他们却从没有信任过你们。,そうです。彼らはあなたたちを信じていません。あなたがどれだけ多くの時間と資源を費やしたとしても、彼らは一度もあなたたちを信頼していません。,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,246,,,char_2005_weiyw_1#4,True
name,我们早该让近卫局进驻贫民区！,陈,,,247,我们早该让近卫局进驻贫民区！,私たちはもっと早く近衛局をスラム街に駐留させるべきだった！,チェン,True
character,,char_2005_weiyw_1#4,1,,248,,,char_2005_weiyw_1#4,True
name,拒绝近卫局进驻贫民区的是他们。数次谋害了我近卫局雇员的是他们。,魏彦吾,,,249,拒绝近卫局进驻贫民区的是他们。数次谋害了我近卫局雇员的是他们。,近衛局のスラム街駐留を拒んだのは彼らです。私の近衛局の職員を何度も危険に晒したのも、彼らなのです。,魏彦吾,True
name,在我和林舸瑞用尽办法，终于消灭了贫民区里的危险罪犯与异国恶徒时，对我们战士的牺牲不屑一顾的，也是他们。,魏彦吾,,,250,在我和林舸瑞用尽办法，终于消灭了贫民区里的危险罪犯与异国恶徒时，对我们战士的牺牲不屑一顾的，也是他们。,私と林舸瑞があらゆる手段を尽くし、スラム街の危険な犯罪者やよそ者の凶悪犯を排除した時も、我々兵士の犠牲に無関心だったのもまた彼らでした。,魏彦吾,True
name,是龙门拒绝了他们吗？,魏彦吾,,,251,是龙门拒绝了他们吗？,龍門が彼らを拒絶したのでしょうか？,魏彦吾,True
name,回答我，陈小姐。,魏彦吾,,,252,回答我，陈小姐。,答えてください、チェンさん。,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,253,,,char_2005_weiyw_1#4,True
name,......,陈,,,254,......,......,チェン,True
character,,char_2005_weiyw_1#3,1,,255,,,char_2005_weiyw_1#3,True
name,看着我的眼睛，回答我！,魏彦吾,,,256,看着我的眼睛，回答我！,私の目を見て、答えてください！,魏彦吾,True
character,,char_2005_weiyw_1#3,2,,257,,,char_2005_weiyw_1#3,True
name,问题不出在他们身上。,陈,,,258,问题不出在他们身上。,問題は彼らにあるのではありません。,チェン,True
character,,char_2005_weiyw_1#4,1,,259,,,char_2005_weiyw_1#4,True
name,陈小姐，那么这里出问题的是谁？,魏彦吾,,,260,陈小姐，那么这里出问题的是谁？,チェンさん、それではここで問題があるのは誰ですか？,魏彦吾,True
name,我已经许多次警告过你，我允许你保留自己的想法和理念......前提是你不能被它影响到你的职责。,魏彦吾,,,261,我已经许多次警告过你，我允许你保留自己的想法和理念......前提是你不能被它影响到你的职责。,私は何度も警告しました。あなたに自分の考えや理念を持つことを許可します……しかし、それが任務に影響を及ぼさないことが前提です。,魏彦吾,True
name,近卫局的职责是保卫龙门。特别督查组的职责是指导近卫局保卫龙门。,魏彦吾,,,262,近卫局的职责是保卫龙门。特别督查组的职责是指导近卫局保卫龙门。,近衛局の任務は龍門を守ることです。特別監察チームの任務は、近衛局が龍門を守るために指導することです。,魏彦吾,True
name,你倾力保护的贫民区已经成了龙门的漏洞，更可能成为龙门的败着。,魏彦吾,,,263,你倾力保护的贫民区已经成了龙门的漏洞，更可能成为龙门的败着。,あなたが命を懸けて守ってきたスラム街は、すでに龍門の弱点となり、さらには龍門の敗因になりかねません。,魏彦吾,True
name,他们中被整合运动利用的感染者，制造了龙门攻防战的幌子，让龙门对切尔诺伯格失去了警戒心。,魏彦吾,,,264,他们中被整合运动利用的感染者，制造了龙门攻防战的幌子，让龙门对切尔诺伯格失去了警戒心。,彼らの中で統合運動に利用された感染者たちは、龍門攻防戦の口実を作り、龍門がチェルノボーグへの警戒を失わせました。,魏彦吾,True
name,令我们驱除整合运动的战术规划成了核心城趁虚而入的弱点。,魏彦吾,,,265,令我们驱除整合运动的战术规划成了核心城趁虚而入的弱点。,我々が統合運動を排除するための戦術計画が、コアシティの隙を突く弱点になったのです。,魏彦吾,True
name,而他们中的非感染者，却对一切袖手旁观。,魏彦吾,,,266,而他们中的非感染者，却对一切袖手旁观。,そして彼らの中の非感染者は、すべてを傍観しています。,魏彦吾,True
name,如果龙门因此陷落，他们就是元凶。,魏彦吾,,,267,如果龙门因此陷落，他们就是元凶。,もし龍門がこれによって陥落するなら、彼らが元凶です。,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,268,,,char_2005_weiyw_1#4,True
name,......不......,陈,,,269,......不......,......ちがう......,チェン,True
character,,char_2005_weiyw_1#4,1,,270,,,char_2005_weiyw_1#4,True
name,如果龙门成为了战争的发端，生灵涂炭，血流成河，该是谁来承担责任？,魏彦吾,,,271,如果龙门成为了战争的发端，生灵涂炭，血流成河，该是谁来承担责任？,もし龍門が戦争の発端になり、多くの命が失われ、血が川のように流れた場合、誰が責任を負うのでしょうか？,魏彦吾,True
name,这么多的灾难，只因为这几块城区......只因为我们没有及时采取措施。,魏彦吾,,,272,这么多的灾难，只因为这几块城区......只因为我们没有及时采取措施。,これほど多くの災難が、たった数か所の区画のせいで……私たちが適切な対応をしなかったからこそです。,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,273,,,char_2005_weiyw_1#4,True
name,你的措施难道就是——,陈,,,274,你的措施难道就是——,あなたの対策とは、まさか――,チェン,True
character,,char_2005_weiyw_1#4,1,,275,,,char_2005_weiyw_1#4,True
name,这里出问题的是谁？,魏彦吾,,,276,这里出问题的是谁？,ここで問題があるのは誰なのですか？,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,277,,,char_2005_weiyw_1#4,True
name,......,陈,,,278,......,......,チェン,True
character,,char_2005_weiyw_1#4,1,,279,,,char_2005_weiyw_1#4,True
name,是龙门拒绝了他们吗？不。,魏彦吾,,,280,是龙门拒绝了他们吗？不。,龍門が彼らを拒絶したのですか？いいえ。,魏彦吾,True
name,是他们拒绝了龙门。,魏彦吾,,,281,是他们拒绝了龙门。,彼らが龍門を拒絶したのです。,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,282,,,char_2005_weiyw_1#4,True
name,......你想抛弃他们？,陈,,,283,......你想抛弃他们？,……あなたは彼らを見捨てたいのですか？,チェン,True
character,,char_2005_weiyw_1#4,1,,284,,,char_2005_weiyw_1#4,True
name,短视与漠然毁掉了他们自己。我没有任何理由再去支持这些人。,魏彦吾,,,285,短视与漠然毁掉了他们自己。我没有任何理由再去支持这些人。,短絡的で無関心な態度が彼ら自身を滅ぼしたのです。私はもう彼らを支援する理由はありません。,魏彦吾,True
name,陈。我们都沾染了无数的错误。,魏彦吾,,,286,陈。我们都沾染了无数的错误。,チェン。私たちも多くの誤りを犯してきました。,魏彦吾,True
name,错误是必然的，理所应当的。我们只是该弥补错误，或者暂时地掩盖它。,魏彦吾,,,287,错误是必然的，理所应当的。我们只是该弥补错误，或者暂时地掩盖它。,過ちというものは避けられません。当然のことです。私たちに求められるのは、それを補うことや、一時的に隠すことだけです。,魏彦吾,True
name,我做不到的，总有人可以去做到。只是现在，我依然有我必须要做的事。,魏彦吾,,,288,我做不到的，总有人可以去做到。只是现在，我依然有我必须要做的事。,私にできないことは、誰かがきっとできるでしょう。ただ、今の私はやるべきことがあります。,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,289,,,char_2005_weiyw_1#4,True
name,错误？必须做的事？,陈,,,290,错误？必须做的事？,誤り？やるべきこと？,チェン,True
name,我明白了，你刚才说的一切，我都明白了。,陈,,,291,我明白了，你刚才说的一切，我都明白了。,わかりました。あなたが今言ったこと、すべて理解しました。,チェン,True
character,,char_2005_weiyw_1#4,2,,292,,,char_2005_weiyw_1#4,True
name,感染者只要在城邦里存在就是一种错误，对不对？,陈,,,293,感染者只要在城邦里存在就是一种错误，对不对？,感染者がこの都市国家にいること自体が間違いだ、と言いたいのでしょう？,チェン,True
character,,char_2005_weiyw_1#5,1,,294,,,char_2005_weiyw_1#5,True
name,......冥顽不灵。,魏彦吾,,,295,......冥顽不灵。,……頑固で救いようがない。,魏彦吾,True
name,陈警司，我与你说过的一切，我都记得。做现在的你该做的事。,魏彦吾,,,296,陈警司，我与你说过的一切，我都记得。做现在的你该做的事。,チェン警司、私があなたに言ったことはすべて覚えています。今のあなたがすべきことをしてください。,魏彦吾,True
character,,char_010_chen_1#2,,,297,,,char_010_chen_1#2,True
name,好啊，哈......,陈,,,298,好啊，哈......,そうか、はは……,チェン,True
name,魏彦吾，我该做的，近卫局该做的，就是指出谁是错的，然后解决掉那个错误。,陈,,,299,魏彦吾，我该做的，近卫局该做的，就是指出谁是错的，然后解决掉那个错误。,魏彦吾、私がやるべきこと、近衛局がやるべきことは、誰が間違っているのかを示して、その間違いを取り除くことだ。,チェン,True
name,现在看来，按你的定义，错的只会是我。,陈,,,300,现在看来，按你的定义，错的只会是我。,今となっては、あなたの定義では間違っているのは私だけのようだ。,チェン,True
name,或者说，我也是那个错误。,陈,,,301,或者说，我也是那个错误。,あるいは、私自身がその間違いなのかもしれない。,チェン,True
name,因为我就是感染者。,陈,,,302,因为我就是感染者。,なぜなら、私も感染者だからだ。,チェン,True
character,,char_2005_weiyw_1#4,,,303,,,char_2005_weiyw_1#4,True
name,你——,魏彦吾,,,304,你——,お前――,魏彦吾,True
character,,char_2006_weiywfmzuki_1,,,305,,,char_2006_weiywfmzuki_1,True
name,小陈？！,文月,,,306,小陈？！,チェンちゃん？！,文月,True
character,,char_002_amiya_1#4,,,307,,,char_002_amiya_1#4,True
name,陈长官......唉。,阿米娅,,,308,陈长官......唉。,チェン長官……はぁ。,アーミヤ,True
character,,char_010_chen_1#4,,,309,,,char_010_chen_1#4,True
name,已经没必要再瞒下去了。,陈,,,310,已经没必要再瞒下去了。,もうこれ以上隠す必要はない。,チェン,True
name,......三年来，你一直在对别人隐瞒我感染者的身份。现在，既然感染者在这座城市里没有容身之处，那我也不应该有。,陈,,,311,......三年来，你一直在对别人隐瞒我感染者的身份。现在，既然感染者在这座城市里没有容身之处，那我也不应该有。,……この三年間、あなたはずっと私が感染者であることを他人に隠してきた。今や、この街に感染者の居場所がないのなら、私にも居場所はないはずだ。,チェン,True
character,,char_2005_weiyw_1#3,1,,312,,,char_2005_weiyw_1#3,True
name,胡言乱语！,魏彦吾,,,313,胡言乱语！,でたらめを言うな！,魏彦吾,True
character,,char_2005_weiyw_1#3,2,,314,,,char_2005_weiyw_1#3,True
name,我和她都是感染者。我不属于这里。我有我该做的事，我也不会再犯下更多错误。,陈,,,315,我和她都是感染者。我不属于这里。我有我该做的事，我也不会再犯下更多错误。,私も彼女も感染者だ。私はここに属さない。やるべきことがあるし、これ以上過ちを犯すつもりはない。,チェン,True
name,只有我能阻止她。,陈,,,316,只有我能阻止她。,彼女を止められるのは私だけだ。,チェン,True
dialog,,,,,317,,,null,True
character,,,,,318,,,null,True
blocker,,,,,319,,,null,True
,“别有愧疚，我都清楚。我们是结义兄弟，对吧？兄弟可是......知根知底。”,,,,320,“别有愧疚，我都清楚。我们是结义兄弟，对吧？兄弟可是......知根知底。”,「気に病むことはありません、すべて分かっています。俺たちは義兄弟ですよね？兄弟というのは……お互いによく知っているものです。」,,True
,义亲相残。,,,,321,义亲相残。,義兄弟同士の争い。,,True
character,,,,,322,,,,True
dialog,,,,,323,,,,True
blocker,,,,,324,,,,True
character,,char_010_chen_1#4,,,325,,,char_010_chen_1#4,True
name,我是感染者，也是龙门的叛徒。只有我是适合做这个的人。,陈,,,326,我是感染者，也是龙门的叛徒。只有我是适合做这个的人。,私は感染者であり、龍門の裏切り者です。この役目にふさわしいのは私だけです。,チェン,True
dialog,,,,,327,,,,True
character,,,,,328,,,,True
blocker,,,,,329,,,,True
,“我恨你。我也恨她们。明明我该爱你们的，而今我却全都恨。”,,,,330,“我恨你。我也恨她们。明明我该爱你们的，而今我却全都恨。”,「私はあなたを憎んでいます。彼女たちのことも憎んでいます。本来なら愛すべき人たちなのに、今はすべて憎んでいるのです。」,,True
,血亲相残。,,,,331,血亲相残。,血縁同士の争い。,,True
character,,,,,332,,,,True
dialog,,,,,333,,,,True
blocker,,,,,334,,,,True
character,,char_010_chen_1#4,,,335,,,char_010_chen_1#4,True
name,既然走到今天这一步，我们就都只能继续走下去。,陈,,,336,既然走到今天这一步，我们就都只能继续走下去。,ここまで来た以上、私たちは進み続けるしかありません。,チェン,True
dialog,,,,,337,,,,True
character,,,,,338,,,,True
blocker,,,,,339,,,,True
,“为什么是我？为什么要是我？在这位子上有谁会安稳？为什么要是我去坐？”,,,,340,“为什么是我？为什么要是我？在这位子上有谁会安稳？为什么要是我去坐？”,「なぜ私なのですか？なぜ私が？この地位に安心して座れる人などいるのでしょうか？なぜ私が座らなければならないのですか？」,,True
,至亲相残。,,,,341,至亲相残。,最も近しい者同士の争い。,,True
character,,,,,342,,,,True
dialog,,,,,343,,,,True
blocker,,,,,344,,,,True
character,,char_2005_weiyw_1#4,,,345,,,char_2005_weiyw_1#4,True
name,不行。,魏彦吾,,,346,不行。,だめだ。,ウェイ・イェンウ,True
name,今天，你要是走出这间办公室，陈晖洁......你会变成龙门的敌人，你将永远都不能再踏入龙门哪怕一步。,魏彦吾,,,347,今天，你要是走出这间办公室，陈晖洁......你会变成龙门的敌人，你将永远都不能再踏入龙门哪怕一步。,今日は、このオフィスを出て行ったら、チェン・フイジエ……お前は龍門の敵になる。二度と龍門の地を踏むことはできなくなるぞ。,ウェイ・イェンウ,True
name,你我十年来所有的努力......都要白废。,魏彦吾,,,348,你我十年来所有的努力......都要白废。,お前と私が十年間積み上げてきたすべての努力が……全て無駄になる。,ウェイ・イェンウ,True
stopmusic,,,,,349,,,,True
background,,,,,350,,,,True
dialog,,,,,351,,,,True
character,,,,,352,,,,True
playsound,,,,,353,,,,True
camerashake,,,,,354,,,,True
blocker,,,,,355,,,,True
image,,,,avg_7_2,356,,,,True
imagetween,,,,,357,,,,True
playmusic,,,,,358,,,,True
blocker,,,,,359,,,,True
dialog,,,,,360,,,,True
name,我的努力......在你做出那种事的时候就已经浪费了。,陈,,,361,我的努力......在你做出那种事的时候就已经浪费了。,私の努力は……あなたがあんなことをした時点で、すでに無駄になっていました。,チェン,True
name,龙门城即将陷入火海，一场大战迫在眉睫，你有你的手段，我有我的方法。,陈,,,362,龙门城即将陷入火海，一场大战迫在眉睫，你有你的手段，我有我的方法。,龍門の街はまもなく炎に包まれ、大戦が差し迫っています。あなたにはあなたのやり方があり、私には私の方法があります。,チェン,True
name,唯一的区别是，我不是你这种人。我不会把任何人当成“错误”。,陈,,,363,唯一的区别是，我不是你这种人。我不会把任何人当成“错误”。,唯一の違いは、私はあなたのような人間ではありません。誰かを「間違い」だと見なしたりはしません。,チェン,True
dialog,,,,,364,,,,True
blocker,,,,,365,,,,True
image,,,,avg_7_2,366,,,,True
imagetween,,,,,367,,,,True
blocker,,,,,368,,,,True
name,我不能让这座城市沦陷，却也不会做无谋的突袭。,魏彦吾,,,369,我不能让这座城市沦陷，却也不会做无谋的突袭。,この街を陥落させるわけにはいかないが、無謀な突撃もしない。,ウェイ・イェンウ,True
name,权位自始至终也只是工具。你如果要用这个工具去修整土地，就要符合它的期望。,魏彦吾,,,370,权位自始至终也只是工具。你如果要用这个工具去修整土地，就要符合它的期望。,権力というものは、最初から最後までただの道具にすぎない。この道具で土地を整えたいなら、その道具の望みに沿わなくてはならない。,ウェイ・イェンウ,True
dialog,,,,,371,,,,True
blocker,,,,,372,,,,True
image,,,,avg_7_2,373,,,,True
imagetween,,,,,374,,,,True
playmusic,,,,,375,,,,True
blocker,,,,,376,,,,True
name,呵。,陈,,,377,呵。,ふっ。,チェン,True
name,不要嘲笑自己，陈督察。,魏彦吾,,,378,不要嘲笑自己，陈督察。,自分を嘲笑うな、チェン督察。,ウェイ・イェンウ,True
name,......？,陈,,,379,......？,……？,チェン,True
name,你嘲笑它，就只是嘲笑自己。,魏彦吾,,,380,你嘲笑它，就只是嘲笑自己。,それを嘲笑えば、自分自身を嘲笑うことになる。,ウェイ・イェンウ,True
name,我教育你，是让你去改变它，我一直希望你能去改变这片土地的渴求，不再只是繁荣，不再只是一味地昌盛繁荣。,魏彦吾,,,381,我教育你，是让你去改变它，我一直希望你能去改变这片土地的渴求，不再只是繁荣，不再只是一味地昌盛繁荣。,私はお前を教育した、それはお前にそれを変えてほしかったからだ。私はずっと、お前がこの地の渇望を変えてくれることを願っていた。ただの繁栄、ただひたすらの繁栄だけではないと。,ウェイ・イェンウ,True
name,那它改变了吗？它能被改变得了吗？我所努力的一切当真是有意义的吗？,陈,,,382,那它改变了吗？它能被改变得了吗？我所努力的一切当真是有意义的吗？,それは変わりましたか？変えることができますか？私のこれまでの努力には本当に意味があったのでしょうか？,チェン,True
name,即使现在不能，它以后也必须能。,魏彦吾,,,383,即使现在不能，它以后也必须能。,たとえ今できなくても、いつか必ずできるようにしなければならない。,ウェイ・イェンウ,True
name,由你去让它能。,魏彦吾,,,384,由你去让它能。,それを実現させるのはお前だ。,ウェイ・イェンウ,True
dialog,,,,,385,,,,True
blocker,,,,,386,,,,True
image,,,,,387,,,,True
name,等，等等！你们是谁！,接待员,,,388,等，等等！你们是谁！,ま、待ってください！あなたたちは誰ですか！,受付係,True
name,现在不能进去......侍卫呢？！侍卫在哪里！有人闯入！,接待员,,,389,现在不能进去......侍卫呢？！侍卫在哪里！有人闯入！,今は入れません……護衛は？！護衛はどこですか！侵入者です！,受付係,True
dialog,,,,,390,,,,True
background,,,,bg_lungmen_o,391,,,,True
playsound,,,,,392,,,,True
blocker,,,,,393,,,,True
character,,avg_npc_038,,,394,,,avg_npc_038,True
name,魏公，我们去。,？？？,,,395,魏公，我们去。,ウェイ公、行きましょう。,？？？,True
character,,char_2005_weiyw_1#4,1,,396,,,char_2005_weiyw_1#4,True
name,——出去。,魏彦吾,,,397,——出去。,――出ろ。,ウェイ・イェンウ,True
character,,char_2005_weiyw_1#4,2,,398,,,char_2005_weiyw_1#4,True
name,请让我们去！,？？？,,,399,请让我们去！,どうか行かせてください！,？？？,True
character,,char_2005_weiyw_1#4,1,,400,,,char_2005_weiyw_1#4,True
name,你不该来。,魏彦吾,,,401,你不该来。,君は来てはならなかった。,魏彦吾,True
character,,char_010_chen_1#4,,,402,,,char_010_chen_1#4,True
name,哼，呵呵，呵呵哈哈哈......,陈,,,403,哼，呵呵，呵呵哈哈哈......,ふん、ふふ、ふふははは……,陳,True
