command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,x,y,xScale,yScale,intro,volume,crossfade,delay,xFrom,yFrom,xTo,yTo,duration,screenadapt,time,name,name2,focus,width,height,options,values,references,xstrength,ystrength,vibrato,randomness,fadeout,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,option_number,index,text,jp_text,jp_name,text_match
name,一个叫煌的，能把身边所有东西全拆掉，还让所有人都流一身汗的干员。,,,,,,,,,,,,,,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,0,157,一个叫煌的，能把身边所有东西全拆掉，还让所有人都流一身汗的干员。,煌っていう名前のやつ、周りのもの全部壊すし、皆を汗だくにするオペレーターだ。,シュワイエ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,158,,,,False
playsound,,$d_gen_transmissionget,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,159,,,,False
name,没错，是我！最后一个评价不太对啊。,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,160,没错，是我！最后一个评价不太对啊。,そうそう、私だ！最後の評価はあんまり正しくないな。,コウ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,0,161,,,,False
name,别......别插科打诨了。,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,162,别......别插科打诨了。,ふざけないでください……。,アーミヤ,True
name,煌，你在哪，我们需要你的支援。,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,163,煌，你在哪，我们需要你的支援。,コウ、どこにいますか？支援が必要です。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,164,,,,False
name,在你们头上。,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,165,在你们头上。,君たちの上にいるよ。,コウ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,0,166,,,,False
name,啊？,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,167,啊？,えっ？,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,168,,,,False
name,还有两百米左右。就要到了！,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,169,还有两百米左右。就要到了！,あと200メートルくらいだ。もうすぐ着く！,コウ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,170,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,171,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,172,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,173,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_037,,,,,,,,,,,,,,,,,0,174,,,,False
name,射程不够，没法攻击那台机器！,,,,,,,,,,,,,,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,0,175,射程不够，没法攻击那台机器！,射程が足りない、あの機械を攻撃できない！,スノーストーカー小隊員,True
name,能在空中移动的机器......这也是他们的设备？,,,,,,,,,,,,,,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,0,176,能在空中移动的机器......这也是他们的设备？,空中で移動できる機械……これも彼らの装備か？,スノーストーカー小隊員,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1505_frstar_1,,,,,,,,,,,,,,,,,0,177,,,,False
name,确保他们没法下降。,,,,,,,,,,,,,,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,0,178,确保他们没法下降。,彼らが降りられないようにしろ。,シュアンシン,True
name,在罗德岛的援兵到达前，消灭掉这支罗德岛小队。不能让他们合流。,,,,,,,,,,,,,,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,0,179,在罗德岛的援兵到达前，消灭掉这支罗德岛小队。不能让他们合流。,ロドスの援軍が到着する前に、このロドス小隊を全滅させる。合流はさせるな。,シュアンシン,True
name,等下。,,,,,,,,,,,,,,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,0,180,等下。,待て。,シュアンシン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1505_frstar_1#9,,,,,,,,,,,,,,,,,0,181,,,,False
name,———往后站！,,,,,,,,,,,,,,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,0,182,———往后站！,――下がれ！,シュアンシン,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,183,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,184,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,185,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,186,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_219_meteo_1,,,,,,,,,,,,,,,,,0,187,,,,False
name,她又跳下来了？,,,,,,,,,,,,,,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,0,188,她又跳下来了？,また飛び降りたのか？,ユンシン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_219_meteo_1,char_193_frostl_1#5,2,,,,,,,,,,,,,,,0,189,,,,False
name,她又跳下来了。,,,,,,,,,,,,,,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,0,190,她又跳下来了。,また飛び降りたな。,シュワイエ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#5,,,,,,,,,,,,,,,,,0,191,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,192,......,……,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,193,,,,False
playsound,,$d_gen_transmissionget,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,194,,,,False
name,阿米娅，如果你想，我可以带你一起跳一次！,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,195,阿米娅，如果你想，我可以带你一起跳一次！,アーミヤ、もし望むなら、一緒に飛び降りてみるか！,コウ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,0,196,,,,False
name,如果可以的话，我不要。你的小队呢？,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,197,如果可以的话，我不要。你的小队呢？,できれば遠慮します。あなたの小隊はどうしましたか？,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,198,,,,False
playsound,,$d_gen_transmissionget,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,199,,,,False
name,留在城外了，一会儿就由他们来接应。,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,200,留在城外了，一会儿就由他们来接应。,外に残してきた。すぐに迎えに来るはずだ。,コウ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,0,201,,,,False
name,风声很大，把通讯器关了！,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,202,风声很大，把通讯器关了！,風の音が大きいので、通信機を切ってください！,アーミヤ,True
name,各位......我们支援一下煌吧。,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,203,各位......我们支援一下煌吧。,みなさん……コウの支援に回りましょう。,アーミヤ,True
name,博士，一会儿无论她说什么。,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,204,博士，一会儿无论她说什么。,ドクター、今から彼女が何を言っても――,アーミヤ,True
name,......都点头就好。,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,205,......都点头就好。,……うなずくだけで大丈夫です。,アーミヤ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,206,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,207,,,,False
decision,......？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,......？,1,,,,,,,,,,,1,208,......？,……？,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,209,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,210,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,211,,,,False
background,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,212,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,,,,,,3,,,,,,,,,,,8,6,30,90,true,,,,,0,213,,,,False
blocker,,,,,0.7,0.95,0.95,0.95,0.02,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,214,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,215,,,,False
blocker,,,,,0,0.95,0.95,0.95,0.25,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,216,,,,False
delay,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,217,,,,False
blocker,,,,,1,0,0,0,0.6,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,,,,False
image,,,,,,,,,0,,avg_6_11,0,0,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,219,,,,False
blocker,,,,,0,,,,0.6,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,220,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,221,,,,False
imagetween,,,,,,,,,,false,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,1.1,1.1,1,1,0,222,,,,False
name,掉下来的这是......,,,,,,,,,,,,,,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,0,223,掉下来的这是......,落ちてきたこれは……,スノーストーカー小隊員,True
name,......人？,,,,,,,,,,,,,,,,,,,,,,,,,,雪怪小队成员,,,,,,,,,,,,,,,,,0,224,......人？,……人間か？,スノーストーカー小隊員,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1505_frstar_1,,,,,,,,,,,,,,,,,0,225,,,,False
name,别因为只有一个人就放松警惕。,,,,,,,,,,,,,,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,0,226,别因为只有一个人就放松警惕。,一人だからといって油断するな。,シュアンシン,True
name,我感受到热量。她一直在用类似加温的法术。,,,,,,,,,,,,,,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,0,227,我感受到热量。她一直在用类似加温的法术。,熱を感じる。ずっと加温のような術を使っている。,シュアンシン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,228,,,,False
name,整合运动的各位，你们好。,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,229,整合运动的各位，你们好。,整合運動の皆さん、こんにちは。,コウ,True
name,我不想和感染者为敌。但听说各位伤害了我的罗德岛同僚......,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,230,我不想和感染者为敌。但听说各位伤害了我的罗德岛同僚......,感染者の方々と敵になりたくない。しかし、皆さんが私のロドスの仲間を傷つけたと聞きました……,コウ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,231,,,,False
blocker,,,,,1,0,0,0,0.6,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,232,,,,False
image,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,233,,,,False
background,,,,,,,,,1,,bg_cher_6,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0,234,,,,False
blocker,,,,,0,,,,0.6,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,235,,,,False
character,,,,,,,,,1,true,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,236,,,,False
delay,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,237,,,,False
name,而且还在追击我的队友。现在我要打断各位一下。,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,238,而且还在追击我的队友。现在我要打断各位一下。,そして、仲間を追撃している。ここでいったん止めさせてもらうよ。,コウ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1505_frstar_1,,,,,,,,,,,,,,,,,0,239,,,,False
name,......多嘴多舌。,,,,,,,,,,,,,,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,0,240,......多嘴多舌。,……よく喋るな。,シュアンシン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,241,,,,False
name,嗨，你好，用冰的小姐。,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,242,嗨，你好，用冰的小姐。,やぁ、氷使いのお嬢さん。,コウ,True
name,我想试试用我的温度和你的温度打一次。,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,243,我想试试用我的温度和你的温度打一次。,私の温度と君の温度、どっちが上か勝負しようか。,コウ,True
delay,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,0,244,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,245,,,,False
blocker,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,246,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,247,,,,False
