command,text_orig,name,option_number,option_value,references,focus,image,values,index,text,jp_text,jp_name,text_match
name,勋爵，你也尝过，失去的滋味。,爱国者,0,,,,,,206,勋爵，你也尝过，失去的滋味。,伯爵、お前もまた、喪失の味を知っているだろう。,パトリオット,True
name,既然尝过，你难道能，无动于衷？,爱国者,0,,,,,,207,既然尝过，你难道能，无动于衷？,それを経験して、何も感じずにいられるのか？,パトリオット,True
character,,char_003_kalts_1,0,,,1,,,208,,,,False
name,——你——,凯尔希,0,,,,,,209,——你——,――あなた――,ケルシー,True
character,,char_003_kalts_1,0,,,2,,,210,,,,False
name,我的血脉，不再效忠她了。是的，现下我的祖国......是乌萨斯。,爱国者,0,,,,,,211,我的血脉，不再效忠她了。是的，现下我的祖国......是乌萨斯。,私の血は、もはや彼女に忠誠を誓っていない。そうだ、今の私の祖国……それはウルサスだ。,パトリオット,True
name,但她死时，我们都听见......听见那声，长久叹息。,爱国者,0,,,,,,212,但她死时，我们都听见......听见那声，长久叹息。,だが、彼女が死んだとき、我々は皆聞いた……その長い溜息の音を。,パトリオット,True
character,,char_003_kalts_1,0,,,1,,,213,,,,False
name,......,凯尔希,0,,,,,,214,......,……,ケルシー,True
name,你居然能感受到......,凯尔希,0,,,,,,215,你居然能感受到......,あなたはそれを感じ取ることができたのですね……,ケルシー,True
name,那是蕴含她法术的能量脉冲扩散至整片大地的萨卡兹体内的一刻。,凯尔希,0,,,,,,216,那是蕴含她法术的能量脉冲扩散至整片大地的萨卡兹体内的一刻。,それは彼女の魔術を含むエネルギーの脈動が、大地全体に広がり、サルカズの体内へと伝わった瞬間です。,ケルシー,True
name,那只是一个瞬间，你能感受到，这说明你的血脉......足够古老。,凯尔希,0,,,,,,217,那只是一个瞬间，你能感受到，这说明你的血脉......足够古老。,それはほんの一瞬でしたが、あなたがそれを感じ取れたということは、あなたの血統が……十分に古いということです。,ケルシー,True
character,,char_003_kalts_1,0,,,2,,,218,,,,False
name,古老到已经，举目无亲。,爱国者,0,,,,,,219,古老到已经，举目无亲。,あまりにも古く、見渡せば親しい者もいないほどだ。,パトリオット,True
name,我未曾想过，我生于，卡兹戴尔，却未感染，矿石病；等我年岁已老，却尝到，感染滋味。,爱国者,0,,,,,,220,我未曾想过，我生于，卡兹戴尔，却未感染，矿石病；等我年岁已老，却尝到，感染滋味。,私は考えもしなかった。カズデールに生まれながら、鉱石病には感染しなかった。だが、年老いた今、その感染を味わうこととなった。,パトリオット,True
name,这正确吗？,爱国者,0,,,,,,221,这正确吗？,これは正しいことなのか？,パトリオット,True
name,我们都知道，勋爵。我们都知道，这大地上的事，不因其正确，才会发生。,爱国者,0,,,,,,222,我们都知道，勋爵。我们都知道，这大地上的事，不因其正确，才会发生。,我々は皆知っている、伯爵。この大地で起こることは、正しいから起こるわけではないと。,パトリオット,True
name,事实上，这大地上的事，大多一错再错。,爱国者,0,,,,,,223,事实上，这大地上的事，大多一错再错。,実のところ、この大地で起こることは、ほとんどが間違い続けているのだ。,パトリオット,True
name,士兵们说，我知错能改；事实上，我积重难返，无法回头。,爱国者,0,,,,,,224,士兵们说，我知错能改；事实上，我积重难返，无法回头。,兵たちは言う、私は過ちを正すことができると。だが実際には、私は積み重ねすぎて戻ることができない。,パトリオット,True
name,你是为，已经失去的，战斗至今吗，勋爵？,爱国者,0,,,,,,225,你是为，已经失去的，战斗至今吗，勋爵？,伯爵、お前は、すでに失ったもののために、今も戦っているのか？,パトリオット,True
name,我认为，你不是。,爱国者,0,,,,,,226,我认为，你不是。,私はそうは思わない。,パトリオット,True
name,你是因为，有所失，才决定，不要再失去。,爱国者,0,,,,,,227,你是因为，有所失，才决定，不要再失去。,あなたは何かを失ったからこそ、もう二度と失いたくないと決めたのでしょう。,パトリオット,True
character,,char_003_kalts_1,0,,,1,,,228,,,,False
name,......,凯尔希,0,,,,,,229,......,……,ケルシー,True
character,,avg_npc_025_1,0,,,,,,230,,,,False
name,我女儿，已经过世。,爱国者,0,,,,,,231,我女儿，已经过世。,私の娘は、すでに亡くなった。,パトリオット,True
name,——我不会，为她的死而战。我会为，还活着的，所有感染者，战斗到最后。,爱国者,0,,,,,,232,——我不会，为她的死而战。我会为，还活着的，所有感染者，战斗到最后。,――私は彼女の死のために戦うのではない。生きているすべての感染者のために、最後まで戦う。,パトリオット,True
name,整合运动，不能失败。,爱国者,0,,,,,,233,整合运动，不能失败。,レユニオン・ムーブメントは、失敗してはならない。,パトリオット,True
name,整合运动必须，解放所有感染者。,爱国者,0,,,,,,234,整合运动必须，解放所有感染者。,レユニオン・ムーブメントは、すべての感染者を解放しなければならない。,パトリオット,True
dialog,,,0,,,,,,235,,,,False
character,,,0,,,,,,236,,,,False
blocker,,,0,,,,,,237,,,,False
blocker,,,0,,,,,,238,,,,False
character,,avg_npc_053,0,,,,,,239,,,,False
name,你是要帮他和他的士兵通风报信？,萨卡兹雇佣兵,0,,,,,,240,你是要帮他和他的士兵通风报信？,お前は彼とその部下に情報を流すつもりか？,サルカズ傭兵,True
name,等碰面了，你想说什么呢？,萨卡兹雇佣兵,0,,,,,,241,等碰面了，你想说什么呢？,会ったとき、何を言うつもりだ？,サルカズ傭兵,True
character,,avg_npc_053,0,,,2,,,242,,,,False
name,......你们想要陷害游击队。你们想......想煽动其他乌萨斯感染者，害死他们。,罗德岛近卫干员？,0,,,,,,243,......你们想要陷害游击队。你们想......想煽动其他乌萨斯感染者，害死他们。,……君たちはゲリラ部隊を陥れようとしている。君たちは……他のウルサスの感染者たちを扇動して、彼らを死なせたいんだ。,ロドス近衛オペレーター？,True
name,你知道他们不会对平民出手。,罗德岛近卫干员？,0,,,,,,244,你知道他们不会对平民出手。,君は、彼らが民間人には手を出さないと知っている。,ロドス近衛オペレーター？,True
character,,avg_npc_053,0,,,1,,,245,,,,False
name,仇恨是最强的武器，杀谁，谁就死。,萨卡兹雇佣兵,0,,,,,,246,仇恨是最强的武器，杀谁，谁就死。,憎しみこそ最強の武器だ。誰を殺せば、その者が死ぬ。,サルカズ傭兵,True
character,,avg_npc_059,0,,,,,,247,,,,False
name,但他是不会死的。,罗德岛近卫干员？,0,,,,,,248,但他是不会死的。,でも、彼は死なない。,ロドス近衛オペレーター？,True
name,他是爱国者......我听到的所有传说最后都融成一处，我看过他的铠甲，我看到过他挥舞武器。,罗德岛近卫干员？,0,,,,,,249,他是爱国者......我听到的所有传说最后都融成一处，我看过他的铠甲，我看到过他挥舞武器。,彼はパトリオットだ……私が聞いたすべての伝説が最後には一つになり、彼の鎧を見て、武器を振るう姿を見た。,ロドス近衛オペレーター？,True
name,他绝对不会死！他和他的队伍，才是整合运动最坚强的卫士！,罗德岛近卫干员？,0,,,,,,250,他绝对不会死！他和他的队伍，才是整合运动最坚强的卫士！,彼は絶対に死なない！彼と彼の部隊こそが、レユニオン・ムーブメントの最も強固な守護者なんだ！,ロドス近衛オペレーター？,True
name,你们想害感染者，你们这些魔族人从来不在乎别人死活，但他在乎！,罗德岛近卫干员？,0,,,,,,251,你们想害感染者，你们这些魔族人从来不在乎别人死活，但他在乎！,君たちは感染者を害そうとしている。君たちサルカズは他人の生死なんて気にしないが、彼は気にする！,ロドス近衛オペレーター？,True
name,他是乌萨斯人......是萨卡兹，还是感染者！可他绝不会为其中一个身份而做出邪恶的事情！,罗德岛近卫干员？,0,,,,,,252,他是乌萨斯人......是萨卡兹，还是感染者！可他绝不会为其中一个身份而做出邪恶的事情！,彼はウルサス人……サルカズでもあり、感染者でもある！でも、どの身分だったとしても決して悪事を働かない！,ロドス近衛オペレーター？,True
name,所以，他既不只是乌萨斯人，也不光是萨卡兹，更不是个纯粹的感染者。他是爱国者，只有他才是爱国者。,罗德岛近卫干员？,0,,,,,,253,所以，他既不只是乌萨斯人，也不光是萨卡兹，更不是个纯粹的感染者。他是爱国者，只有他才是爱国者。,だから、彼は単なるウルサス人でも、サルカズでも、感染者でもない。彼はパトリオットであり、彼だけが真のパトリオットだ。,ロドス近衛オペレーター？,True
name,他会击倒你们，防住你们的攻击，唾弃你们的侮蔑，重整感染者，清扫他们的仇恨......,罗德岛近卫干员？,0,,,,,,254,他会击倒你们，防住你们的攻击，唾弃你们的侮蔑，重整感染者，清扫他们的仇恨......,彼は君たちを倒し、攻撃を防ぎ、君たちの侮蔑を拒み、感染者たちを立ち直らせ、その憎しみを払う……,ロドス近衛オペレーター？,True
name,他是爱国者，他不会死。,罗德岛近卫干员？,0,,,,,,255,他是爱国者，他不会死。,彼はパトリオット、彼は死なない。,ロドス近衛オペレーター？,True
name,而你们不过是些卑劣的、阴谋家豢养的蛆。,罗德岛近卫干员？,0,,,,,,256,而你们不过是些卑劣的、阴谋家豢养的蛆。,それに対して君たちは、卑劣で陰謀家に飼われているウジ虫に過ぎない。,ロドス近衛オペレーター？,True
character,,avg_npc_053,0,,,,,,257,,,,False
name,......,萨卡兹雇佣兵,0,,,,,,258,......,……,サルカズ傭兵,True
name,你是知道自己活不下去，才这么说的。,萨卡兹雇佣兵,0,,,,,,259,你是知道自己活不下去，才这么说的。,自分が生き延びられないと分かっているから、そう言うのか。,サルカズ傭兵,True
name,你的预感很对。,萨卡兹雇佣兵,0,,,,,,260,你的预感很对。,君の予感は当たっている。,サルカズ傭兵,True
name,爱国者也许坚固，但你脆弱得很。你会死。,萨卡兹雇佣兵,0,,,,,,261,爱国者也许坚固，但你脆弱得很。你会死。,パトリオットは強固かもしれないが、お前は脆すぎる。お前は死ぬ。,サルカズ傭兵,True
stopmusic,,,0,,,,,,262,,,,False
dialog,,,0,,,,,,263,,,,False
character,,,0,,,,,,264,,,,False
blocker,,,0,,,,,,265,,,,False
playmusic,,,0,,,,,,266,,,,False
blocker,,,0,,,,,,267,,,,False
character,,avg_npc_025_1,0,,,,,,268,,,,False
name,所以我，不会让路。,爱国者,0,,,,,,269,所以我，不会让路。,だから私は、道を譲らない。,パトリオット,True
name,你想通过，中央区，你只能杀死我。,爱国者,0,,,,,,270,你想通过，中央区，你只能杀死我。,中央区を通りたいなら、私を倒すしかない。,パトリオット,True
name,否则，游击队会展开，无穷的追杀，而我会在这里，直接扼死你们。,爱国者,0,,,,,,271,否则，游击队会展开，无穷的追杀，而我会在这里，直接扼死你们。,そうでなければ、ゲリラ隊は無限に追撃し、私はここでお前たちを直接仕留める。,パトリオット,True
name,你们会，被我杀死。,爱国者,0,,,,,,272,你们会，被我杀死。,お前たちは私に殺されることになる。,パトリオット,True
name,你们的价值，只有在，杀死我后，才得彰显。否则，你们只是一支，入侵者。,爱国者,0,,,,,,273,你们的价值，只有在，杀死我后，才得彰显。否则，你们只是一支，入侵者。,お前たちの価値は、私を倒して初めて現れる。それ以外では、単なる侵略者にすぎない。,パトリオット,True
decision,你有问题吧？！,,3,1,,,,1;2;3,274,你有问题吧？！,君、頭おかしいんじゃない？！,,True
decision,......不可理喻。,,3,2,,,,1;2;3,275,......不可理喻。,……話が通じない。,,True
decision,我有点不能理解你在说什么了。,,3,3,,,,1;2;3,276,我有点不能理解你在说什么了。,ちょっともう何言ってるかわからなくなってきたよ。,,True
predicate,,,0,,1;2;3,,,,277,,,,False
name,当然，我根本不相信，你们有什么，价值。,爱国者,0,,,,,,278,当然，我根本不相信，你们有什么，价值。,もちろんだ。私はそもそも、お前たちに価値があるとは少しも思っていない。,パトリオット,True
name,我不知道，你们如何，成功抵御，我族巫术；但你们，抵御不住，乌萨斯的战术。,爱国者,0,,,,,,279,我不知道，你们如何，成功抵御，我族巫术；但你们，抵御不住，乌萨斯的战术。,お前たちがどうやって我々の術を防いだのか分からないが、ウルサスの戦術は防ぎきれないだろう。,パトリオット,True
decision,你就那么恨我们吗？,,1,1,,,,1,280,你就那么恨我们吗？,そんなに私たちを憎んでるの？,,True
predicate,,,0,,1,,,,281,,,,False
name,我没有，憎恨谁。,爱国者,0,,,,,,282,我没有，憎恨谁。,私は誰も憎んではいない。,パトリオット,True
name,我只是，不相信你们。我不可能，相信。,爱国者,0,,,,,,283,我只是，不相信你们。我不可能，相信。,私はただ、お前たちを信じないだけだ。絶対に信じられない。,パトリオット,True
name,即使是你，勋爵，是你带领......,爱国者,0,,,,,,284,即使是你，勋爵，是你带领......,たとえあなたであっても、ロード……あなたが率いていても……,パトリオット,True
character,,char_003_kalts_1,0,,,,,,285,,,,False
name,你也不会认同我们。,凯尔希,0,,,,,,286,你也不会认同我们。,あなたは私たちを認めないのですね。,ケルシー,True
character,,avg_npc_025_1,0,,,,,,287,,,,False
name,我不相信，命运安排的，所有巧合。,爱国者,0,,,,,,288,我不相信，命运安排的，所有巧合。,私は、運命がもたらすすべての偶然を信じていない。,パトリオット,True
name,战争。,爱国者,0,,,,,,289,战争。,戦争。,パトリオット,True
name,战争，不问对错。,爱国者,0,,,,,,290,战争，不问对错。,戦争に、善悪はない。,パトリオット,True
name,不是，受难者，不是，受压迫者，不是，遭奴役者。战场下，有，战场上，没有这些。,爱国者,0,,,,,,291,不是，受难者，不是，受压迫者，不是，遭奴役者。战场下，有，战场上，没有这些。,苦しむ者も、抑圧される者も、奴隷にされる者もいない。戦場の下でこそ存在し、戦場の上には存在しない。,パトリオット,True
name,走上战场，当有准备。,爱国者,0,,,,,,292,走上战场，当有准备。,戦場に立つなら、覚悟しておけ。,パトリオット,True
name,谁死，谁错。,爱国者,0,,,,,,293,谁死，谁错。,死ぬ者が、間違っていたということだ。,パトリオット,True
character,,avg_npc_042,0,,,,,,294,,,,False
name,没......没办法理解这个人......！,迷迭香,0,,,,,,295,没......没办法理解这个人......！,こ……この人のことは理解できない……！,ローズマリー,True
character,,avg_npc_012,0,,,,,,296,,,,False
name,他在说什么......我们为什么要战斗？,罗德岛干员,0,,,,,,297,他在说什么......我们为什么要战斗？,彼は何を言っているのだろう……私たちはなぜ戦わなければならないんだ？,ロドスオペレーター,True
character,,avg_npc_025_1,0,,,,,,298,,,,False
name,你们不战斗，会被碾碎。,爱国者,0,,,,,,299,你们不战斗，会被碾碎。,戦わなければ、お前たちは踏み潰される。,パトリオット,True
name,你们反抗，也会被碾碎。,爱国者,0,,,,,,300,你们反抗，也会被碾碎。,抗えば、お前たちも踏み潰される。,パトリオット,True
name,除非你们胜过我。,爱国者,0,,,,,,301,除非你们胜过我。,私を倒さない限りはな。,パトリオット,True
name,如果命运，站在我身侧，我先杀你们，再去屠戮它，让它没有机会，再嘲笑谁。,爱国者,0,,,,,,302,如果命运，站在我身侧，我先杀你们，再去屠戮它，让它没有机会，再嘲笑谁。,もし運命が私の側に立つなら、まずお前たちを殺し、その後で運命をも屠る。二度と誰かを嘲笑う機会を与えはしない。,パトリオット,True
name,如果命运，站在你们身后。,爱国者,0,,,,,,303,如果命运，站在你们身后。,もし運命がお前たちの背後に立つのなら。,パトリオット,True
name,我就只会，向前走。我会进军。,爱国者,0,,,,,,304,我就只会，向前走。我会进军。,私はただ前に進むだけだ。進軍する。,パトリオット,True
character,,char_003_kalts_1,0,,,,,,305,,,,False
name,......,凯尔希,0,,,,,,306,......,……,ケルシー,True
name,所有干员，立刻，退后！,凯尔希,0,,,,,,307,所有干员，立刻，退后！,全員、直ちに後退せよ！,ケルシー,True
character,,avg_npc_025_1,0,,,,,,308,,,,False
name,我将要迈步。,爱国者,0,,,,,,309,我将要迈步。,私はこれから歩みを進める。,パトリオット,True
character,,char_003_kalts_1#3,0,,,,,,310,,,,False
name,我们的敌人是整合运动的指挥官之一，代号“爱国者”的感染者！,凯尔希,0,,,,,,311,我们的敌人是整合运动的指挥官之一，代号“爱国者”的感染者！,我々の敵はレユニオンの指揮官の一人、“パトリオット”というコードネームの感染者です！,ケルシー,True
name,他的铠甲，他的力量，他的身躯，将会超过你们对一个战士的所有想象。,凯尔希,0,,,,,,312,他的铠甲，他的力量，他的身躯，将会超过你们对一个战士的所有想象。,彼の鎧、その力、その肉体は、みなさんが戦士に抱いている想像を遥かに超えております。,ケルシー,True
name,源石可能已经取代了他许多生理机能，所谓喉咙处的源石......是他高结晶率身体的副产物。,凯尔希,0,,,,,,313,源石可能已经取代了他许多生理机能，所谓喉咙处的源石......是他高结晶率身体的副产物。,源石は彼の多くの生理機能を既に置き換えている可能性が高く、いわゆる喉元の源石は……彼の高い結晶率による身体の副生成物です。,ケルシー,True
name,这是我们从情报中分析出的最结论性的结果。,凯尔希,0,,,,,,314,这是我们从情报中分析出的最结论性的结果。,これは私たちが情報から分析した最も結論的な結果です。,ケルシー,True
name,我有理由相信，普通的致死性伤口根本无法对他造成实质性伤害，因为源石只会不断生长，替代他的生理组织！,凯尔希,0,,,,,,315,我有理由相信，普通的致死性伤口根本无法对他造成实质性伤害，因为源石只会不断生长，替代他的生理组织！,私は、通常の致命傷では彼に実質的なダメージを与えられないと考えております。源石が成長し続け、彼の生理組織を置き換えているためです！,ケルシー,True
name,温迪戈的身体本就拥有极强的新陈代谢和修复能力，而现在，我们并不知道感染给他带来的是病痛还是良性的变异。,凯尔希,0,,,,,,316,温迪戈的身体本就拥有极强的新陈代谢和修复能力，而现在，我们并不知道感染给他带来的是病痛还是良性的变异。,ウェンディゴの身体にはもともと非常に強力な新陳代謝と修復能力がございますが、現在、感染が彼にもたらしたものが疾病なのか、それとも良性の変異なのか、私たちには分かりません。,ケルシー,True
name,但不论他有多么强韧，我们也必须击杀他。,凯尔希,0,,,,,,317,但不论他有多么强韧，我们也必须击杀他。,しかし、彼がどれほど強靭であっても、私たちは彼を倒さなければなりません。,ケルシー,True
name,只有击杀他，我们才能穿过中央区，走向舰桥，去阻止敌人对整合运动的利用！,凯尔希,0,,,,,,318,只有击杀他，我们才能穿过中央区，走向舰桥，去阻止敌人对整合运动的利用！,彼を討ってこそ、私たちは中央区を突破し、艦橋に向かい、敵がレユニオンを利用するのを阻止できます！,ケルシー,True
name,他的卫队尚对他的举动感到混乱，现在就是最后的机会。,凯尔希,0,,,,,,319,他的卫队尚对他的举动感到混乱，现在就是最后的机会。,彼の衛兵たちはいまだに彼の行動に混乱しており、今が最後のチャンスです。,ケルシー,True
character,,char_002_amiya_1#4,0,,,,,,320,,,,False
name,医生......,阿米娅,0,,,,,,321,医生......,ドクター……,アーミヤ,True
dialog,,,0,,,,,,322,,,,False
character,,,0,,,,,,323,,,,False
decision,咋回事？,,3,1,,,,1;2;3,324,咋回事？,どういうことだ？,,True
decision,......为什么？,,3,2,,,,1;2;3,325,......为什么？,……なぜ？,,True
decision,事情怎么变成这样？,,3,3,,,,1;2;3,326,事情怎么变成这样？,どうしてこうなったんだ？,,True
predicate,,,0,,1;2;3,,,,327,,,,False
character,,char_003_kalts_1#3,0,,,,,,328,,,,False
name,......我们只是他道路上的一支选择。我们事业的建树，对他来说并无意义。,凯尔希,0,,,,,,329,......我们只是他道路上的一支选择。我们事业的建树，对他来说并无意义。,……私たちは彼の道の上にあるひとつの選択肢に過ぎません。私たちの事業の成果も、彼にとっては意味がないのです。,ケルシー,True
name,对他而言，我们可能和“现在立刻去杀死塔露拉”是一回事。只不过后者在他眼里更有重量，更值得研究。,凯尔希,0,,,,,,330,对他而言，我们可能和“现在立刻去杀死塔露拉”是一回事。只不过后者在他眼里更有重量，更值得研究。,彼にとって、私たちは“今すぐタルラを倒す”のと同じに見えているのかもしれません。ただ後者の方が、彼の目にはより価値があり、研究に値する存在なのでしょう。,ケルシー,True
name,简单地说，他看不起我们。,凯尔希,0,,,,,,331,简单地说，他看不起我们。,簡単に申しますと、彼は私たちを見下しています。,ケルシー,True
character,,char_002_amiya_1#4,0,,,,,,332,,,,False
name,即使医生你在这也......,阿米娅,0,,,,,,333,即使医生你在这也......,ドクター、あなたがここにいても……,アーミヤ,True
character,,char_003_kalts_1#3,0,,,,,,334,,,,False
name,即使是帝国皇帝也不能教他低头，何况是我。,凯尔希,0,,,,,,335,即使是帝国皇帝也不能教他低头，何况是我。,帝国の皇帝ですら彼に頭を下げさせることはできません。ましてや私ごときでは到底不可能です。,ケルシー,True
name,我们要用他自己的死......让他睁眼，让他侧目，让他注意到我们所做的一切确实有力，让他意识到我们比他更强。,凯尔希,0,,,,,,336,我们要用他自己的死......让他睁眼，让他侧目，让他注意到我们所做的一切确实有力，让他意识到我们比他更强。,私たちは彼の死をもって……彼の目を覚まさせ、こちらを見るようにし、私たちの行動が確かな力を持っていることを認識させ、私たちが彼よりも強いのだと思い知らせなければなりません。,ケルシー,True
name,但他本人根本不可能......改变。其他的一切，你们看重的一切，对他来说太脆弱了，脆弱到承受不住他的重压。,凯尔希,0,,,,,,337,但他本人根本不可能......改变。其他的一切，你们看重的一切，对他来说太脆弱了，脆弱到承受不住他的重压。,しかし、彼自身が……変わることは決してありません。他の全て、皆さんが重視している全てのものも、彼にとってはあまりにも脆弱で、彼の重圧には耐えられないのです。,ケルシー,True
name,阿撒兹勒的赫拉格错估了这个萨卡兹的品性。,凯尔希,0,,,,,,338,阿撒兹勒的赫拉格错估了这个萨卡兹的品性。,アザゼルのヘラグは、このサルカズの本質を見誤りました。,ケルシー,True
name,......博卓卡斯替再高尚、背负再多，他也首先是无可匹敌的战士。,凯尔希,0,,,,,,339,......博卓卡斯替再高尚、背负再多，他也首先是无可匹敌的战士。,……ボドロカスティがどれほど高潔で、多くを背負っていたとしても、彼はまず比類なき戦士なのです。,ケルシー,True
name,霜星信任你们，所以将生命最后一点时间交予你们......但爱国者不是。,凯尔希,0,,,,,,340,霜星信任你们，所以将生命最后一点时间交予你们......但爱国者不是。,フロストノヴァはあなたがたを信じて、最後の命の時間を託しました……ですが、パトリオットは違います。,ケルシー,True
name,爱国者全然不信。他只相信自己。,凯尔希,0,,,,,,341,爱国者全然不信。他只相信自己。,パトリオットはまったく信じていません。彼が信じているのは自分だけです。,ケルシー,True
name,（......哪怕表面如此。）,凯尔希,0,,,,,,342,（......哪怕表面如此。）,（……たとえ表面上そう見えたとしても。）,ケルシー,True
name,准备战斗。只有战斗能决定结果。,凯尔希,0,,,,,,343,准备战斗。只有战斗能决定结果。,戦闘の準備をしてください。結果を決めるのは戦いだけです。,ケルシー,True
name,——只有战争能杀死他。,凯尔希,0,,,,,,344,——只有战争能杀死他。,――彼を倒せるのは戦争だけです。,ケルシー,True
character,,avg_npc_025_1,0,,,,,,345,,,,False
name,明智的决定，勋爵。,爱国者,0,,,,,,346,明智的决定，勋爵。,賢明な判断だ、ロード。,パトリオット,True
name,游击队，即将重整。,爱国者,0,,,,,,347,游击队，即将重整。,ゲリラ部隊、まもなく再編する。,パトリオット,True
name,你们的时间，只剩下几分钟。,爱国者,0,,,,,,348,你们的时间，只剩下几分钟。,お前たちの残された時間は、あと数分だ。,パトリオット,True
name,我不说，更多话。,爱国者,0,,,,,,349,我不说，更多话。,これ以上、言葉は要らん。,パトリオット,True
name,我不寻求，理解。我只，打赢战争。,爱国者,0,,,,,,350,我不寻求，理解。我只，打赢战争。,私は理解を求めない。ただ、戦争に勝つ。,パトリオット,True
dialog,,,0,,,,,,351,,,,False
character,,,0,,,,,,352,,,,False
blocker,,,0,,,,,,353,,,,False
,永远无法被理解，被称作怪物的可怖战士屹立在场。,,0,,,,,,354,永远无法被理解，被称作怪物的可怖战士屹立在场。,誰にも理解されない、怪物と呼ばれる恐ろしい戦士がその場に立っている。,,True
,但是，你想起，身边也有个能理解所有、同样被称作怪物的战士......,,0,,,,,,355,但是，你想起，身边也有个能理解所有、同样被称作怪物的战士......,だが、あなたのそばにもすべてを理解できる、同じく怪物と呼ばれる戦士がいることを思い出す……,,True
,阿米娅握紧了你的手。,,0,,,,,,356,阿米娅握紧了你的手。,アーミヤがあなたの手をしっかり握った。,,True
character,,,0,,,,,,357,,,,False
dialog,,,0,,,,,,358,,,,False
blocker,,,0,,,,,,359,,,,False
character,,avg_npc_025_1,0,,,,,,360,,,,False
name,罗德岛，我将进军。,爱国者,0,,,,,,361,罗德岛，我将进军。,ロドス、私は進軍する。,パトリオット,True
dialog,,,0,,,,,,362,,,,False
blocker,,,0,,,,,,363,,,,False
image,,,0,,,,,,364,,,,False
