command,text_orig,key,is_skippable,fit_mode,time,image,screenadapt,fadetime,block,intro,volume,crossfade,delay,options,values,references,a,r,g,b,x,y,xScale,yScale,xFrom,yFrom,xTo,yTo,duration,name,width,height,xstrength,ystrength,vibrato,randomness,fadeout,name2,focus,xScaleFrom,yScaleFrom,afrom,rfrom,gfrom,bfrom,yT,option_number,index,text,jp_text,jp_name,text_match
camerashake,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,3,,,,8,6,30,90,true,,,,,,,,,,0,165,,,,False
blocker,,,,,,,,0.02,true,,,,,,,,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0,166,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,,,,False
blocker,,,,,,,,0.25,true,,,,,,,,0,0.95,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0,168,,,,False
delay,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,169,,,,False
playsound,,$d_gen_walk_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,170,,,,False
character,,,,,,,,1,true,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,171,,,,False
delay,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,172,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,173,,,,False
name,什么......什么人！从天上掉下来了？！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,174,什么......什么人！从天上掉下来了？！,な、なんだ！空から落ちてきたのか？！,レユニオンメンバー,True
name,退后，都退后！她可能......她可能会飞行！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,175,退后，都退后！她可能......她可能会飞行！,下がれ、みんな下がれ！あいつ、もしかして……飛べるのか？！,レユニオンメンバー,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#7,,,,,,,,,,,,,,,,,0,176,,,,False
name,......这个真不会！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,177,......这个真不会！,……それは流石にできない！,煌（ホウ）,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_015_lmg,,,,,,,,,,,,,,,,,0,178,,,,False
name,识别码！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,警员,,,,,,,,,,,,,,,,,0,179,识别码！,IDコードを！,警官,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,char_015_lmg,1,,,,,,,,0,180,,,,False
name,你用仪器扫一下！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,181,你用仪器扫一下！,そっちの機械でスキャンしてみろ！,煌（ホウ）,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,182,,,,False
name,（不好意思，我先和他们说点事！）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,183,（不好意思，我先和他们说点事！）,（ごめん、先に彼らと話させてくれ！）,煌（ホウ）,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,184,,,,False
name,啊？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,185,啊？,あ？,レユニオンメンバー,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,char_015_lmg,1,,,,,,,,0,186,,,,False
name,龙门警员，听好！我是罗德岛的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,187,龙门警员，听好！我是罗德岛的。,龍門警官たち、よく聞いてくれ！私はロドスの者だ。,煌（ホウ）,True
name,别射击，我没心思再边打架边处理流矢了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,188,别射击，我没心思再边打架边处理流矢了。,撃つなよ。これ以上戦いながら流れ弾の処理なんてしたくないからな。,煌（ホウ）,True
name,这里交给我一个人就行，你们赶紧去下处封锁点吧。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,189,这里交给我一个人就行，你们赶紧去下处封锁点吧。,ここは私ひとりで対応できる。お前たちはさっさと次の封鎖地点へ行け。,煌（ホウ）,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,190,,,,False
name,好啦，现在来解决我们这边的事情。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,191,好啦，现在来解决我们这边的事情。,さあ、こっちの問題を片付けさせてもらうぜ。,煌（ホウ）,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,192,,,,False
name,这个女人什么意思？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,193,这个女人什么意思？,この女は何を言ってるんだ？,レユニオンメンバー,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,194,,,,False
name,我解释一下你们应该就懂了，大概？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,195,我解释一下你们应该就懂了，大概？,簡単に説明すればわかると思うんだが、多分な？,煌（ホウ）,True
name,（深吸一口气）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,196,（深吸一口气）,（深呼吸）,煌（ホウ）,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#6,,,,,,,,,,,,,,,,,0,197,,,,False
name,我是来自罗德岛的精英干员，煌。我的作战目标是让各位失去战斗能力。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,198,我是来自罗德岛的精英干员，煌。我的作战目标是让各位失去战斗能力。,私はロドスから来たエリートオペレーター、煌だ。俺の作戦目標は、お前たちの戦闘能力を失わせることだ。,煌（ホウ）,True
name,不管各位是抱着什么样的心态入侵他国城邦，我们都只以解除各位的武装为首要目的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,199,不管各位是抱着什么样的心态入侵他国城邦，我们都只以解除各位的武装为首要目的。,お前たちがどんな心情で他国の都市に侵入したとしても、まずは武装解除が最優先だ。,煌（ホウ）,True
name,不论各位对他人人身造成的伤害、损失以及事后的刑罚，至少，各位现在的抵抗没有任何意义。放下武器，你们还有机会。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,200,不论各位对他人人身造成的伤害、损失以及事后的刑罚，至少，各位现在的抵抗没有任何意义。放下武器，你们还有机会。,お前たちが他人にどれだけの被害や損失、刑罰をもたらそうが、今は抵抗しても無意味だ。武器を捨てれば、生き残るチャンスはある。,煌（ホウ）,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,201,,,,False
name,啊？什么？你......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,202,啊？什么？你......,あ？なんだ？お前……,レユニオンメンバー,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,203,,,,False
name,同是感染者，给你们一条路选吧。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,204,同是感染者，给你们一条路选吧。,俺も感染者同士だ、道を選ばせてやるよ。,煌（ホウ）,True
name,立刻投降的话，我有资格抓你们去罗德岛，然后丢去个对感染者还算宽容的地方。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,205,立刻投降的话，我有资格抓你们去罗德岛，然后丢去个对感染者还算宽容的地方。,今すぐ降伏すれば、俺はお前たちをロドスに連れて行く権利がある、そして感染者に寛容な場所に送ってやれる。,煌（ホウ）,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,206,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,207,,,,False
playsound,,$e_skill_skulsrsword,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,208,,,,False
blocker,,,,,,,,0.1,true,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,209,,,,False
blocker,,,,,,,,1.5,false,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,210,,,,False
camerashake,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,1,,,,10,12,30,90,true,,,,,,,,,,0,211,,,,False
delay,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,212,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,213,,,,False
playsound,,$sheildimpact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,214,,,,False
blocker,,,,,,,,0.2,true,,,,,,,,1,0.95,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0,215,,,,False
blocker,,,,,,,,0.25,true,,,,,,,,0,0.95,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0,216,,,,False
camerashake,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,1,,,,10,12,30,90,true,,,,,,,,,,0,217,,,,False
delay,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,219,,,,False
name,赤手空拳就挡下来了？！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,220,赤手空拳就挡下来了？！,素手で防がれた？！,レユニオンメンバー,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,221,,,,False
name,既然你们反抗了，我就没什么话可说了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,222,既然你们反抗了，我就没什么话可说了。,お前らが反抗したから、もう何も言うことはないな。,煌（ホウ）,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,223,,,,False
name,我们难道就该乖乖被你抓住吗？你有毛病吧？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,224,我们难道就该乖乖被你抓住吗？你有毛病吧？,大人しく捕まれってのか？あんた頭おかしいのか？,レユニオンメンバー,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,225,,,,False
name,没有！反抗是正当的，逃跑也是，这我完全赞成。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,226,没有！反抗是正当的，逃跑也是，这我完全赞成。,違う！反抗も正当だし、逃げるのも賛成だ。,煌（ホウ）,True
name,只不过当你们开始反抗，我就必须用暴力回应你们了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,227,只不过当你们开始反抗，我就必须用暴力回应你们了。,だが、お前たちが反抗するなら、俺も暴力で対応しなきゃならないだけだ。,煌（ホウ）,True
name,要么这样吧，我不用电锯。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,228,要么这样吧，我不用电锯。,じゃあ、こうしよう。チェーンソーは使わないでやるよ。,煌（ホウ）,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,229,,,,False
name,抱歉，真不想对同胞动手的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,230,抱歉，真不想对同胞动手的。,悪いな、本当は同胞に手を出したくないんだ。,煌（ホウ）,True
name,......龙门的天气好潮湿啊。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,231,......龙门的天气好潮湿啊。,……龍門の天気は本当に湿っぽいな。,煌（ホウ）,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,232,,,,False
blocker,,,,,,,,1,true,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,233,,,,False
name,这只傻猫......在施术！她的身上在冒热气！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,234,这只傻猫......在施术！她的身上在冒热气！,このバカ猫……術を使っている！体から蒸気が出てるぞ！,レユニオンメンバー,True
image,,,,,,avg_6_6,,0,,,,,,,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,235,,,,False
blocker,,,,,,,,1.5,false,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,236,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,237,,,,False
imagetween,,,,,,,,,false,,,,,,,,,,,,,,,,0,0,-30,,20,,,,,,,,,,,,,,,,,0,0,238,,,,False
name,我的身上冒热气？猜错了。再猜猜看，是我身边的空气更热，还是你身边的空气更热？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,239,我的身上冒热气？猜错了。再猜猜看，是我身边的空气更热，还是你身边的空气更热？,俺の体から蒸気が出てる？違うな。さて、俺の周りの空気とお前の周りの空気、どっちが熱いと思う？,煌（ホウ）,True
name,一起洗个萨米澡吧，我请。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,240,一起洗个萨米澡吧，我请。,一緒にサーミ式の風呂でも入ろうか、俺のおごりでな。,煌（ホウ）,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,241,,,,False
blocker,,,,,,,,0.6,true,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,242,,,,False
image,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,243,,,,False
blocker,,,,,,,,0.6,false,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,244,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,245,,,,False
delay,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,246,,,,False
blocker,,,,,,,,2,true,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,247,,,,False
blocker,,,,,,,,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,248,,,,False
