command,text_orig,key,is_skippable,fit_mode,screenadapt,image,width,height,fadetime,block,time,intro,volume,crossfade,name,duration,xstrength,ystrength,vibrato,randomness,fadeout,a,r,g,b,name2,focus,delay,index,text,jp_text,jp_name,text_match
delay,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,195,,,,False
character,,,,,,,,,,,,,,,char_308_swire_1#6,,,,,,,,,,,,,,196,,,,False
name,陈警司说了！！！侦察队！！！后撤！！！死守火力点！！！,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,197,陈警司说了！！！侦察队！！！后撤！！！死守火力点！！！,陳警司が言った！！！偵察隊！！！後退！！！火力ポイントを死守！！！,詩懐雅,True
character,,,,,,,,,,,,,,,char_308_swire_1#6,,,,,,,,,,,char_010_chen_1#2,1,,198,,,,False
name,怎么样？,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,199,怎么样？,どう？,詩懐雅,True
character,,,,,,,,,,,,,,,char_308_swire_1#6,,,,,,,,,,,char_010_chen_1#4,2,,200,,,,False
name,啊？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,201,啊？,えっ？,陳,True
character,,,,,,,,,,,,,,,char_308_swire_1#6,,,,,,,,,,,char_010_chen_1#4,1,,202,,,,False
name,我问你怎么样！火力小组，弩弹发射！,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,203,我问你怎么样！火力小组，弩弹发射！,どうだったか聞いてるの！火力チーム、クロスボウ射撃！,詩懐雅,True
blocker,,,,,,,,,0.02,true,,,,,,,,,,,,0.7,0.95,0.95,0.95,,,,204,,,,False
playsound,,$e_atk_arrow_h,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,False
camerashake,,,,,,,,,,,,,,,,1,15,10,30,90,true,,,,,,,,206,,,,False
blocker,,,,,,,,,0.25,true,,,,,,,,,,,,0,0.95,0.95,0.95,,,,207,,,,False
blocker,,,,,,,,,0.02,true,,,,,,,,,,,,0.7,0.95,0.95,0.95,,,,208,,,,False
playsound,,$e_atk_arrow_h,,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,False
camerashake,,,,,,,,,,,,,,,,1,15,10,30,90,true,,,,,,,,210,,,,False
blocker,,,,,,,,,0.25,true,,,,,,,,,,,,0,0,0,0,,,,211,,,,False
camerashake,,,,,,,,,,false,,,,,,1,8,6,30,90,true,,,,,,,,212,,,,False
blocker,,,,,,,,,0.02,true,,,,,,,,,,,,0.7,0.95,0.95,0.95,,,,213,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,,,False
blocker,,,,,,,,,0.25,true,,,,,,,,,,,,0,0.95,0.95,0.95,,,,215,,,,False
delay,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,216,,,,False
character,,,,,,,,,,,,,,,char_308_swire_1#6,,,,,,,,,,,char_010_chen_1#2,2,,217,,,,False
name,你说什么？？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,218,你说什么？？,何て言った？？,陳,True
character,,,,,,,,,,,,,,,char_308_swire_1#5,,,,,,,,,,,char_010_chen_1#2,1,,219,,,,False
name,......,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,220,......,......,詩懐雅,True
character,,,,,,,,,,,,,,,char_308_swire_1#5,,,,,,,,,,,char_010_chen_1#2,2,,221,,,,False
name,你把我弄耳鸣了！！,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,222,你把我弄耳鸣了！！,耳鳴りがしたじゃないか！！,陳,True
name,去，用你这本领通知带β号源石电台的通讯小组，让他通知其他各大队，牧群棘手，坚守位置，尽量减少伤亡，别省火力！,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,223,去，用你这本领通知带β号源石电台的通讯小组，让他通知其他各大队，牧群棘手，坚守位置，尽量减少伤亡，别省火力！,お前の得意技でβ型源石ラジオを携帯した通信班に伝えて、他の部隊にも知らせるように。群れは厄介だから、持ち場を維持し、損害を最小限にして、火力を惜しむな！,陳,True
character,,,,,,,,,,,,,,,char_308_swire_1#6,,,,,,,,,,,char_010_chen_1#2,1,,224,,,,False
name,你可真是个*不雅用语*！,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,225,你可真是个*不雅用语*！,お前、ほんとに*不適切な言葉*だな！,詩懐雅,True
character,,,,,,,,,,,,,,,char_308_swire_1#6,,,,,,,,,,,char_010_chen_1#2,2,,226,,,,False
name,我看到你的嘴型了！,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,227,我看到你的嘴型了！,口の動きで分かったぞ！,陳,True
character,,,,,,,,,,,,,,,char_308_swire_1#6,,,,,,,,,,,char_010_chen_1#2,1,,228,,,,False
name,（“丢”音的嘴型）,,,,,,,,,,,,,,诗怀雅,,,,,,,,,,,,,,229,（“丢”音的嘴型）,（「ディオ」と発音する口の形）,詩懐雅,True
character,,,,,,,,,,,,,,,char_015_lmg,,,,,,,,,,,,,,230,,,,False
name,陈sir！,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,231,陈sir！,陳サー！,近衛局メンバー,True
character,,,,,,,,,,,,,,,char_010_chen_1#2,,,,,,,,,,,,,,232,,,,False
name,我听不清！,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,233,我听不清！,聞こえない！,陳,True
character,,,,,,,,,,,,,,,char_010_chen_1#2,,,,,,,,,,,char_015_lmg,2,,234,,,,False
name,陈sir！！,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,235,陈sir！！,陳サー！！,近衛局メンバー,True
camerashake,,,,,,,,,,,,,,,,1,15,10,30,90,true,,,,,,,,236,,,,False
name,（此起彼伏的咆哮）,,,,,,,,,,,,,,牧群,,,,,,,,,,,,,,237,（此起彼伏的咆哮）,（次々と続く咆哮）,群れ,True
character,,,,,,,,,,,,,,,char_010_chen_1#2,,,,,,,,,,,char_015_lmg,1,,238,,,,False
name,声音再大点！！,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,239,声音再大点！！,もっと大きな声で！！,陳,True
character,,,,,,,,,,,,,,,char_010_chen_1#2,,,,,,,,,,,char_015_lmg,2,,240,,,,False
name,陈sir！！！,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,241,陈sir！！！,陳サー！！！,近衛局メンバー,True
name,用破墙弹！快！破墙弹！,,,,,,,,,,,,,,近卫局盾卫,,,,,,,,,,,,,,242,用破墙弹！快！破墙弹！,ウォールブレイカー弾を使え！急げ！ウォールブレイカーだ！,近衛局シールド隊,True
blocker,,,,,,,,,1,true,,,,,,,,,,,,0,0,0,0,,,,243,,,,False
camerashake,,,,,,,,,,false,,,,,,1,8,6,30,90,true,,,,,,,,244,,,,False
blocker,,,,,,,,,0.02,true,,,,,,,,,,,,0.7,0.95,0.95,0.95,,,,245,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,False
blocker,,,,,,,,,0.25,true,,,,,,,,,,,,0,0.95,0.95,0.95,,,,247,,,,False
delay,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,248,,,,False
camerashake,,,,,,,,,,false,,,,,,1,8,6,30,90,true,,,,,,,,249,,,,False
blocker,,,,,,,,,0.02,true,,,,,,,,,,,,0.7,0.95,0.95,0.95,,,,250,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,251,,,,False
blocker,,,,,,,,,3,true,,,,,,,,,,,,0,0,0,0,,,,252,,,,False
delay,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,253,,,,False
name,......,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,254,......,......,近衛局メンバー,True
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,,,,255,,,,False
name,......,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,256,......,......,陳,True
name,真安静啊。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,257,真安静啊。,本当に静かだな。,陳,True
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,char_015_lmg,2,,258,,,,False
name,陈sir。,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,259,陈sir。,陳サー。,近衛局メンバー,True
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,char_015_lmg,1,,260,,,,False
name,嗯，我听得见。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,261,嗯，我听得见。,ああ、聞こえるぞ。,陳,True
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,char_015_lmg,2,,262,,,,False
name,......,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,263,......,......,近衛局メンバー,True
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,char_015_lmg,1,,264,,,,False
name,说。没关系。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,265,说。没关系。,言え。気にしなくていい。,陳,True
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,char_015_lmg,2,,266,,,,False
name,我们有......客人。,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,267,我们有......客人。,……お客さんが来てます。,近衛局メンバー,True
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,char_015_lmg,1,,268,,,,False
name,已经来了吗？看来已经顺势混进我们的小队里了。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,269,已经来了吗？看来已经顺势混进我们的小队里了。,もう来たか？どうやら自然にうちの小隊に紛れ込んだようだな。,陳,True
name,也算是意料之中。他们不可能真放手让近卫局去做的。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,270,也算是意料之中。他们不可能真放手让近卫局去做的。,想定内だ。彼らが本当に近衛局だけに任せるわけがない。,陳,True
name,无所谓，不用改变任何计划。让他们看看龙门的实力。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,271,无所谓，不用改变任何计划。让他们看看龙门的实力。,気にすることはない。計画を変える必要もない。龍門の力を見せてやろう。,陳,True
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,char_015_lmg,2,,272,,,,False
name,还有一个消息，我......不知道它的准确性怎么样。,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,273,还有一个消息，我......不知道它的准确性怎么样。,まだ一つ情報が……信憑性があるか分かりません。,近衛局メンバー,True
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,char_015_lmg,1,,274,,,,False
name,你说。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,275,你说。,話せ。,陳,True
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,char_015_lmg,2,,276,,,,False
name,有队员目击到身穿黑色雨披的人。,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,277,有队员目击到身穿黑色雨披的人。,黒いレインコートを着た人物を隊員が目撃しました。,近衛局メンバー,True
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,char_015_lmg,1,,278,,,,False
name,整合运动？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,279,整合运动？,レユニオンか？,陳,True
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,char_015_lmg,2,,280,,,,False
name,恰好相反，我们发现的都是整合运动与他们交战的痕迹。而且......,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,281,恰好相反，我们发现的都是整合运动与他们交战的痕迹。而且......,むしろ逆です。発見したのはレユニオンが彼らと戦った痕跡ばかりで、しかも……,近衛局メンバー,True
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,char_015_lmg,1,,282,,,,False
name,而且什么？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,283,而且什么？,それで何だ？,陳,True
character,,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,char_015_lmg,2,,284,,,,False
name,而且......那些整合运动的死状都很......,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,,285,而且......那些整合运动的死状都很......,しかも……そのレユニオンの遺体の様子が……,近衛局メンバー,True
character,,,,,,,,,,,,,,,char_010_chen_1#4,,,,,,,,,,,char_015_lmg,1,,286,,,,False
name,搞什么都市传说，大晴天的穿着黑色雨披在龙门里神出鬼没？真该去看精神科了......,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,287,搞什么都市传说，大晴天的穿着黑色雨披在龙门里神出鬼没？真该去看精神科了......,都市伝説か？晴天の龍門に黒いレインコートで出没するなんて、精神科に行くべきじゃないか……,陳,True
blocker,,,,,,,,,1,true,,,,,,,,,,,,1,0,0,0,,,,288,,,,False
name,......,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,289,......,......,陳,True
name,黑色雨披？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,290,黑色雨披？,黒いレインコート？,陳,True
blocker,,,,,,,,,1,true,,,,,,,,,,,,0,0,0,0,,,,291,,,,False
character,,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,,,,,,,,,,292,,,,False
name,......,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,293,......,......,グレイソー,True
name,这是......什么？,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,294,这是......什么？,これは……何だ？,グレイソー,True
character,,,,,,,,,2,true,,,,,avg_npc_038,,,,,,,,,,,,,,295,,,,False
delay,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,296,,,,False
name,......,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,297,......,......,？？？,True
name,十二区已洁净。已抹除全部感染者。,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,298,十二区已洁净。已抹除全部感染者。,第十二区、浄化済み。全感染者を排除した。,？？？,True
name,三队、四队正在行动中。,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,299,三队、四队正在行动中。,第三分隊、第四分隊が行動中。,？？？,True
name,前往下一区域。,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,300,前往下一区域。,次の区域へ向かう。,？？？,True
name,呃......呃......,,,,,,,,,,,,,,牧群,,,,,,,,,,,,,,301,呃......呃......,うっ……うっ……,群れ,True
name,（诡异的哭号）,,,,,,,,,,,,,,牧群,,,,,,,,,,,,,,302,（诡异的哭号）,（奇妙な泣き声）,群れ,True
name,为、为什么！为什么要伤害同胞，醒醒啊！,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,303,为、为什么！为什么要伤害同胞，醒醒啊！,な、なんでだ！なぜ仲間を傷つけるんだ、目を覚ませ！,レユニオンメンバー,True
name,不、不行！快逃，快逃啊！,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,304,不、不行！快逃，快逃啊！,だ、だめだ！逃げろ、早く逃げて！,レユニオンメンバー,True
name,你们快走，别被他们抓住！快走啊！,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,305,你们快走，别被他们抓住！快走啊！,早く逃げろ、捕まるな！急げ！,レユニオンメンバー,True
character,,,,,,,,,,,,,,,avg_npc_038,,,,,,,,,,,,,,306,,,,False
name,已发现额外目标。,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,307,已发现额外目标。,追加目標を確認。,？？？,True
name,感染者流窜群体，发现于十三区、六区交界。四十四人。,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,308,感染者流窜群体，发现于十三区、六区交界。四十四人。,感染者の流動集団、十三区と六区の境界で発見。四十四名。,？？？,True
name,预计完成时间小于五分钟。,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,309,预计完成时间小于五分钟。,完了予想時間、五分未満。,？？？,True
name,行动开始。,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,310,行动开始。,行動開始。,？？？,True
playsound,,$d_gen_soldiersrun,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,311,,,,False
name,啊，救、救救我们！,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,312,啊，救、救救我们！,ああ、た、助けてくれ！,レユニオンメンバー,True
name,我们投降！我们——,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,313,我们投降！我们——,降参する！僕たちは――,レユニオンメンバー,True
character,,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,,,,,,,,,,314,,,,False
name,......,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,315,......,......,グレイソー,True
name,..................,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,316,..................,..................,グレイソー,True
character,,,,,,,,,,,,,,,char_367_swllow_1#3,,,,,,,,,,,,,,317,,,,False
name,呃，唔......不，不......,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,318,呃，唔......不，不......,うっ、うう……いや、いや……,グレイソー,True
delay,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,319,,,,False
blocker,,,,,,,,,2,true,,,,,,,,,,,,,,,,,,,320,,,,False
