command,text_orig,name,option_number,option_value,references,focus,image,values,name2,index,text,jp_text,jp_name,text_match
name,你往哪走？你不能回去。,幻影弩手,0,,,,,,,235,你往哪走？你不能回去。,どこに行くんです？戻っちゃだめです。,ファントムクロスボウマン,True
character,,avg_npc_016,0,,,2,,,char_1505_frstar_1,236,,,avg_npc_016,True
name,......,霜星,0,,,,,,,237,......,......,霜星,True
name,所以我的兄弟姐妹们......,霜星,0,,,,,,,238,所以我的兄弟姐妹们......,だから、私の兄弟姉妹たちは......,霜星,True
character,,avg_npc_016,0,,,1,,,char_1505_frstar_1,239,,,avg_npc_016,True
name,......但你不能回去！,幻影弩手,0,,,,,,,240,......但你不能回去！,......でも戻っちゃだめです！,ファントムクロスボウマン,True
name,他们就是为了你才......,幻影弩手,0,,,,,,,241,他们就是为了你才......,彼らはあなたのために......,ファントムクロスボウマン,True
character,,char_1505_frstar_1#9,0,,,,,,,242,,,char_1505_frstar_1#9,True
name,不要侮辱我的小队！,霜星,0,,,,,,,243,不要侮辱我的小队！,私の小隊を侮辱しないで！,霜星,True
character,,avg_npc_016,0,,,1,,,char_1505_frstar_1#9,244,,,avg_npc_016,True
name,呃！,幻影弩手,0,,,,,,,245,呃！,うっ！,ファントムクロスボウマン,True
character,,char_1505_frstar_1,0,,,,,,,246,,,char_1505_frstar_1,True
name,他们确实......咳，会为了我着想。,霜星,0,,,,,,,247,他们确实......咳，会为了我着想。,彼らは確かに......ごほっ、私のことを思ってくれています。,霜星,True
name,但他们是为了感染者英勇赴死的！,霜星,0,,,,,,,248,但他们是为了感染者英勇赴死的！,でも、彼らは感染者のために勇敢に命を投げ出したのです！,霜星,True
name,他们最后的战斗，是为了能让更多的同胞活下去，不是为了哪一个人的生命！,霜星,0,,,,,,,249,他们最后的战斗，是为了能让更多的同胞活下去，不是为了哪一个人的生命！,彼らの最後の戦いは、より多くの仲間を生かすためのものであり、誰か一人のためじゃありません！,霜星,True
name,咳，咳咳，咳......,霜星,0,,,,,,,250,咳，咳咳，咳......,ゴホッ、ゴホッゴホッ、ゴホッ……,霜星,True
name,咳，呃......呜......,霜星,0,,,,,,,251,咳，呃......呜......,ゴホッ、うっ……うぅ……,霜星,True
character,,avg_npc_016,0,,,1,,,char_1505_frstar_1,252,,,avg_npc_016,True
name,霜星小姐，你......,幻影弩手,0,,,,,,,253,霜星小姐，你......,霜星さん、あなた……,幻影弩手,True
character,,avg_npc_016,0,,,2,,,char_1505_frstar_1,254,,,avg_npc_016,True
name,下意识地叫我小姐，是因为我现在看起来柔弱了吗？,霜星,0,,,,,,,255,下意识地叫我小姐，是因为我现在看起来柔弱了吗？,無意識に私のことを「さん」と呼んだのは、今の私が弱々しく見えるからですか。,霜星,True
character,,avg_npc_016,0,,,1,,,char_1505_frstar_1,256,,,avg_npc_016,True
name,......！,幻影弩手,0,,,,,,,257,......！,……！,幻影弩手,True
name,对不起！,幻影弩手,0,,,,,,,258,对不起！,すみません！,幻影弩手,True
name,只是，他们确实这样把你托付给了我们。,幻影弩手,0,,,,,,,259,只是，他们确实这样把你托付给了我们。,ただ、彼らは確かにあなたを私たちに託しました。,幻影弩手,True
character,,avg_npc_016,0,,,2,,,char_1505_frstar_1,260,,,avg_npc_016,True
name,可我连答应他们的事情都没有做到就已经失去了他们。,霜星,0,,,,,,,261,可我连答应他们的事情都没有做到就已经失去了他们。,でも私は、彼らと約束したことを何一つ果たせないまま、彼らを失ってしまいました。,霜星,True
name,我连补偿的机会都没有了。,霜星,0,,,,,,,262,我连补偿的机会都没有了。,私は、償う機会すら失ってしまいました。,霜星,True
character,,avg_npc_016,0,,,1,,,char_1505_frstar_1,263,,,avg_npc_016,True
name,霜星......,幻影弩手,0,,,,,,,264,霜星......,霜星……,幻影弩手,True
character,,avg_npc_016,0,,,2,,,char_1505_frstar_1,265,,,avg_npc_016,True
name,......墙脚那个。,霜星,0,,,,,,,266,......墙脚那个。,……壁の隅のあれ。,霜星,True
name,梅菲斯特。,霜星,0,,,,,,,267,梅菲斯特。,メフィスト。,霜星,True
name,他还没有恢复意识？,霜星,0,,,,,,,268,他还没有恢复意识？,彼はまだ意識を取り戻していませんか。,霜星,True
character,,avg_npc_016,0,,,1,,,char_1505_frstar_1,269,,,avg_npc_016,True
name,我们不知道。他一直像现在这样，什么也不说，什么也不做。,幻影弩手,0,,,,,,,270,我们不知道。他一直像现在这样，什么也不说，什么也不做。,私たちにも分かりません。ずっと今のままで、何も言わず、何もしません。,幻影弩手,True
character,,avg_npc_016,0,,,2,,,char_1505_frstar_1,271,,,avg_npc_016,True
name,......,霜星,0,,,,,,,272,......,……,霜星,True
name,你们把他送回去吧。这就够了。,霜星,0,,,,,,,273,你们把他送回去吧。这就够了。,彼を送り返してください。それで十分です。,霜星,True
character,,avg_npc_016,0,,,1,,,char_1505_frstar_1,274,,,avg_npc_016,True
name,明白。咻，我以为......,幻影弩手,0,,,,,,,275,明白。咻，我以为......,分かりました。ふう、私はてっきり……,幻影弩手,True
character,,avg_npc_016,0,,,2,,,char_1505_frstar_1,276,,,avg_npc_016,True
name,以为什么？,霜星,0,,,,,,,277,以为什么？,何をてっきりと思いましたか。,霜星,True
character,,avg_npc_016,0,,,1,,,char_1505_frstar_1,278,,,avg_npc_016,True
name,以为你会杀了他。,幻影弩手,0,,,,,,,279,以为你会杀了他。,あなたが彼を殺すと思っていました。,幻影弩手,True
character,,avg_npc_016,0,,,2,,,char_1505_frstar_1,280,,,avg_npc_016,True
name,已经不需要我去动手了。我似乎猜到了在贫民区外发生了什么。,霜星,0,,,,,,,281,已经不需要我去动手了。我似乎猜到了在贫民区外发生了什么。,もう私が手を下す必要はありません。スラム街の外で何が起こったのか、私にはわかる気がします。,霜星,True
name,他的眼神只属于心灰意冷的人。,霜星,0,,,,,,,282,他的眼神只属于心灰意冷的人。,彼の目は、絶望した者だけのものです。,霜星,True
character,,avg_npc_016,0,,,1,,,char_1505_frstar_1,283,,,avg_npc_016,True
name,啊......？,幻影弩手,0,,,,,,,284,啊......？,ああ……？,幻影弩手,True
character,,avg_npc_016,0,,,2,,,char_1505_frstar_1,285,,,avg_npc_016,True
name,......而且，有时候......,霜星,0,,,,,,,286,......而且，有时候......,……それに、時々……,霜星,True
name,我会突然想起，在三四年以前，他想努力唱歌的样子。,霜星,0,,,,,,,287,我会突然想起，在三四年以前，他想努力唱歌的样子。,三、四年前、彼が一生懸命歌おうとしていた姿を、ふと思い出すことがあります。,霜星,True
character,,avg_npc_016,0,,,1,,,char_1505_frstar_1,288,,,avg_npc_016,True
name,他能唱歌？可浮士德说过，他的嗓子......,幻影弩手,0,,,,,,,289,他能唱歌？可浮士德说过，他的嗓子......,彼は歌えるんですか？でもファウストは、彼の喉が……と言っていましたが。,幻影弩手,True
character,,avg_npc_016,0,,,2,,,char_1505_frstar_1,290,,,avg_npc_016,True
name,他有努力过。,霜星,0,,,,,,,291,他有努力过。,彼は頑張っていました。,霜星,True
name,就像我们感染者，虽然最后都会被矿石病吞噬掉生命......,霜星,0,,,,,,,292,就像我们感染者，虽然最后都会被矿石病吞噬掉生命......,私たち感染者のように、最終的には鉱石病に命を奪われてしまいますが……,霜星,True
name,却还是努力想要活下去。,霜星,0,,,,,,,293,却还是努力想要活下去。,それでも、必死に生きようとするのです。,霜星,True
name,让他剩下的生命继续惩罚他吧。,霜星,0,,,,,,,294,让他剩下的生命继续惩罚他吧。,彼に残された命で、彼自身を罰し続けさせましょう。,霜星,True
character,,char_1505_frstar_1,0,,,,,,,295,,,char_1505_frstar_1,True
name,告诉我，幻影弩手。罗德岛参与了刚才的战斗吗？,霜星,0,,,,,,,296,告诉我，幻影弩手。罗德岛参与了刚才的战斗吗？,教えてください、幻影弩手さん。ロドスは先ほどの戦闘に参加しましたか。,霜星,True
character,,avg_npc_016,0,,,1,,,char_1505_frstar_1,297,,,avg_npc_016,True
name,你是说......,幻影弩手,0,,,,,,,298,你是说......,あなたはつまり……,幻影弩手,True
name,......没有。据我所知，没有。他们没有和雪怪们战斗。,幻影弩手,0,,,,,,,299,......没有。据我所知，没有。他们没有和雪怪们战斗。,……ありません。私の知る限り、ロドスは戦いませんでした。彼らは雪怪たちと戦いませんでした。,幻影弩手,True
character,,char_1505_frstar_1,0,,,,,,,300,,,char_1505_frstar_1,True
name,......太幼稚了。,霜星,0,,,,,,,301,......太幼稚了。,……幼稚すぎる。,霜星,True
character,,avg_npc_016,0,,,1,,,char_1505_frstar_1,302,,,avg_npc_016,True
name,你真要留下来？,幻影弩手,0,,,,,,,303,你真要留下来？,本当に残るつもりか？,幻影弩手,True
name,他们不一定会继续追击，霜星。别在这里耗费生命。,幻影弩手,0,,,,,,,304,他们不一定会继续追击，霜星。别在这里耗费生命。,彼らが追撃を続けるとは限らない、霜星。ここで命を無駄にするな。,幻影弩手,True
character,,char_1505_frstar_1,0,,,,,,,305,,,char_1505_frstar_1,True
name,我在废城认识了几个人，现在我还想再见他们一面。,霜星,0,,,,,,,306,我在废城认识了几个人，现在我还想再见他们一面。,私は廃墟の都市で何人かの人と知り合いました。今、もう一度彼らに会いたいです。,霜星,True
name,毕竟这是我的承诺。,霜星,0,,,,,,,307,毕竟这是我的承诺。,結局、これが私の約束ですから。,霜星,True
name,而且，我知道他们一定会来。,霜星,0,,,,,,,308,而且，我知道他们一定会来。,それに、私は彼らが必ず来ると知っています。,霜星,True
character,,char_1505_frstar_1,0,,,,,,,309,,,char_1505_frstar_1,True
name,霜星......,幻影弩手,0,,,,,,,310,霜星......,霜星……,幻影弩手,True
dialog,,,0,,,,,,,311,,,,True
character,,,0,,,,,,,312,,,,True
blocker,,,0,,,,,,,313,,,,True
name,走吧，战友。,霜星,0,,,,,,,314,走吧，战友。,行きましょう、同志。,霜星,True
name,这场战斗，整合运动输了，也许，整合运动也做错了。,霜星,0,,,,,,,315,这场战斗，整合运动输了，也许，整合运动也做错了。,この戦いは、レユニオンの負けです。もしかすると、レユニオンも間違っていたのかもしれません。,霜星,True
name,但你们还没有。你们还有得选，还有改正的机会。,霜星,0,,,,,,,316,但你们还没有。你们还有得选，还有改正的机会。,でも、皆さんはまだ間違っていません。まだ選ぶことも、正すこともできます。,霜星,True
name,走吧。不要回头。,霜星,0,,,,,,,317,走吧。不要回头。,行きましょう。振り返らないでください。,霜星,True
delay,,,0,,,,,,,318,,,,True
dialog,,,0,,,,,,,319,,,,True
blocker,,,0,,,,,,,320,,,,True
image,,,0,,,,,,,321,,,,True
