command,text_orig,key,is_skippable,fit_mode,intro,volume,crossfade,delay,screenadapt,image,fadetime,block,time,name,a,r,g,b,name2,focus,width,height,index,text,jp_text,jp_name,text_match
character,,,,,,,,,,,,,,char_1507_Mephisto_1#1,,,,,char_1508_Faust_1#1,1,,,202,,,,False
name,浮士德，浮士德......你没受伤吧？,,,,,,,,,,,,,梅菲斯特,,,,,,,,,203,浮士德，浮士德......你没受伤吧？,フリスト、フリスト……お前は怪我してないだろうな？,メフィスト,True
name,（为什么刚才要离开？）,,,,,,,,,,,,,梅菲斯特,,,,,,,,,204,（为什么刚才要离开？）,（なぜさっき離れたんだ？）,メフィスト,True
character,,,,,,,,,,,,,,char_1507_Mephisto_1#1,,,,,char_1508_Faust_1#1,2,,,205,,,,False
name,......因为我当时必须那么做。,,,,,,,,,,,,,浮士德,,,,,,,,,206,......因为我当时必须那么做。,……あの時、そうするしかなかった。,フリスト,True
character,,,,,,,,,,,,,,char_1507_Mephisto_1#1,,,,,char_1508_Faust_1#1,1,,,207,,,,False
name,看着你带着这么多同胞回来，真好。你也打算用他们的力量对抗近卫局吧？,,,,,,,,,,,,,梅菲斯特,,,,,,,,,208,看着你带着这么多同胞回来，真好。你也打算用他们的力量对抗近卫局吧？,こうして多くの仲間を連れて戻ってくれて嬉しいよ。君もその仲間で近衛局に対抗するつもりだろう？,メフィスト,True
name,他们虽然不会攻击我们，但我也不能指挥他们，刚刚还在为这件事苦恼呢。,,,,,,,,,,,,,梅菲斯特,,,,,,,,,209,他们虽然不会攻击我们，但我也不能指挥他们，刚刚还在为这件事苦恼呢。,彼らは俺たちを攻撃しないが、指揮もできない。このことにはさっきまで悩んでいた。,メフィスト,True
name,但现在的数量不太够啊。,,,,,,,,,,,,,梅菲斯特,,,,,,,,,210,但现在的数量不太够啊。,だが今の数では足りない。,メフィスト,True
name,我需要更多的同胞去保护我们，必须要战胜那些近卫局，我们才能撤退。,,,,,,,,,,,,,梅菲斯特,,,,,,,,,211,我需要更多的同胞去保护我们，必须要战胜那些近卫局，我们才能撤退。,俺たちを守るためにはもっと仲間が必要だ。近衛局を倒さなきゃ撤退できない。,メフィスト,True
name,嗯.......,,,,,,,,,,,,,梅菲斯特,,,,,,,,,212,嗯.......,うん……,メフィスト,True
character,,,,,,,,,,,,,,char_1507_Mephisto_1#1,,,,,char_1508_Faust_1#1,2,,,213,,,,False
name,梅菲斯特，别再用那个法术了。,,,,,,,,,,,,,浮士德,,,,,,,,,214,梅菲斯特，别再用那个法术了。,メフィスト、その術をもう使わないでくれ。,フリスト,True
character,,,,,,,,,,,,,,char_1507_Mephisto_1#1,,,,,char_1508_Faust_1#1,1,,,215,,,,False
name,可浮士德以前说过，要活下去吧？这是最重要的吧？,,,,,,,,,,,,,梅菲斯特,,,,,,,,,216,可浮士德以前说过，要活下去吧？这是最重要的吧？,でも、フリスト、お前は昔「生き残ることが大事だ」って言ったろ？それが一番大事なんだろ？,メフィスト,True
character,,,,,,,,,,,,,,char_1507_Mephisto_1#1,,,,,char_1508_Faust_1#1,2,,,217,,,,False
name,......那你为什么......,,,,,,,,,,,,,浮士德,,,,,,,,,218,......那你为什么......,……じゃあ、なぜお前は……,フリスト,True
name,......,,,,,,,,,,,,,浮士德,,,,,,,,,219,......,……,フリスト,True
name,在近卫局大楼，你为什么说要为那个怪物而死？,,,,,,,,,,,,,浮士德,,,,,,,,,220,在近卫局大楼，你为什么说要为那个怪物而死？,近衛局のビルで、なぜあの怪物のために死ぬって言ったんだ？,フリスト,True
character,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,,221,,,,False
name,弩手们。,,,,,,,,,,,,,浮士德,,,,,,,,,222,弩手们。,アーチャーたち。,フリスト,True
character,,,,,,,,,,,,,,avg_npc_016,,,,,,,,,223,,,,False
name,是。,,,,,,,,,,,,,幻影弩手,,,,,,,,,224,是。,はい。,ファントムアーチャー,True
character,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,,225,,,,False
name,控制住他。,,,,,,,,,,,,,浮士德,,,,,,,,,226,控制住他。,彼を抑えろ。,フリスト,True
delay,,,,,,,,,,,,,0.3,,,,,,,,,,227,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,228,,,,False
blocker,,,,,,,,,,,2,true,,,,,,,,,,,229,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,230,,,,False
