command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,screenadapt,effect,amount,keep,volume,time,slot ,duration,isblock,name,end,layer,id,x,y,alignment,size,delay,width,xstrength,ystrength,vibrato,randomness,fadeout,loop,channel,options,values,references,slot,posfrom,posto,afrom,ato,intro,focus,xScale,yScale,xFrom,xTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,imagegroup,solidwidth,solidheight,duration ,ease,type,from,to,style,sfrom,sto,sduration,option_number,index,text,jp_text,jp_name,text_match
name,你对源石的控制并非无可动摇，依然存在一些手段来限制你对于源石的权限。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,113,你对源石的控制并非无可动摇，依然存在一些手段来限制你对于源石的权限。,あなたの源石への支配は絶対ではなく、まだ制限する方法が残されていると。,ケルシー,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#1$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,114,,,,False
name,你所说的两个人，我的确在源石内部见过他们。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,你所说的两个人，我的确在源石内部见过他们。,あなたが言った二人には、実際に源石の中で会ったことがあります。,プライセス,True
name,他们的努力的确出人意料，是令人惊喜的挣扎。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,116,他们的努力的确出人意料，是令人惊喜的挣扎。,彼らの努力は確かに予想外で、驚くべきもがきでした。,プライセス,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#10$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,117,,,,False
name,所以呢？你又如何确信，在这里杀了我不是徒劳之举？,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,118,所以呢？你又如何确信，在这里杀了我不是徒劳之举？,それで？ここで私を殺すことが無駄ではないと、どうして確信できますか？,プライセス,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#1$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,119,,,,False
name,Mon3tr攻击你的时候，你选择了防御。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,Mon3tr攻击你的时候，你选择了防御。,Mon3trがあなたを攻撃した時、あなたは防御を選んだ。,ケルシー,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#2$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,121,,,,False
name,......,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,122,......,……,プライセス,True
name,......你怎么能做到？,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,123,......你怎么能做到？,……どうやってそんなことを？,プライセス,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#11$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,124,,,,False
name,看来你已经察觉到了。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,125,看来你已经察觉到了。,どうやらあなたは気付いたようですね。,ケルシー,True
name,基于特蕾西娅对源石的研究，同样是模仿你对博士设下的陷阱，我对你所处的唤醒室加入了一些设计。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,126,基于特蕾西娅对源石的研究，同样是模仿你对博士设下的陷阱，我对你所处的唤醒室加入了一些设计。,テレシアの源石研究に基づき、あなたがドクターに仕掛けた罠を模倣して、私はあなたの目覚めの部屋にいくつか仕掛けを施しました。,ケルシー,True
name,只要你在这里醒来，你的意识，同样会困于这具身体，而无法重新回到源石内部的信息海洋。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,127,只要你在这里醒来，你的意识，同样会困于这具身体，而无法重新回到源石内部的信息海洋。,ここで目覚める限り、あなたの意識はこの身体に留まり、源石の情報の海に戻ることはできません。,ケルシー,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#3$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,128,,,,False
name,......？,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,129,......？,……？,プライセス,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#6$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,130,,,,False
name,或许你迟早能突破这一层限制，而且你依然有操作源石的权限，但此刻的你，也只是一个人类。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,131,或许你迟早能突破这一层限制，而且你依然有操作源石的权限，但此刻的你，也只是一个人类。,遅かれ早かれあなたはこの制限を打ち破るでしょうし、源石を操作する権限もあります。しかし今のあなたは、ただの人間です。,ケルシー,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#7$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,132,,,,False
name,你为了反抗我，竟然会做到这一步——,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,133,你为了反抗我，竟然会做到这一步——,私に反抗するために、まさかここまでやるとは——,プライセス,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#6$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,134,,,,False
name,普瑞赛斯，你不是泰拉的造物主。这片大地上的一切生命，没有义务顺应你的意愿。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,135,普瑞赛斯，你不是泰拉的造物主。这片大地上的一切生命，没有义务顺应你的意愿。,プライセス、あなたはテラの創造主ではありません。この大地のあらゆる生命は、あなたの意志に従う義務はありません。,ケルシー,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#7$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,136,,,,False
name,......这是我对你的报复，也是最后的反抗。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,137,......这是我对你的报复，也是最后的反抗。,……これがあなたへの復讐であり、最後の抵抗です。,ケルシー,True
camerashake,,,,,,,,,,false,,,,,,,,,1,,,,,,,,,,,,10,10,90,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,138,,,,False
playsound,,$d_avg_icecrystlncrse,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,139,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,140,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#6$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,141,,,,False
name,......太迟了。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,142,......太迟了。,……もう遅い。,ケルシー,True
decision,阿米娅！帮助凯尔希！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅！帮助凯尔希！,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,143,阿米娅！帮助凯尔希！,アーミヤ！ケルシーを助けて！,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,144,,,,False
effect,,,,,,,,,,,,,,,,,,,,,"$e_amiya_atk_01"", layer = 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,145,,,,False
playsound,,$p_skill_chimera,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,146,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,147,,,,False
blocker,,,,,0.8,1,1,1,0.1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,148,,,,False
blocker,,,,,0.8,0,0,0,0.1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,149,,,,False
blocker,,,,,0.8,1,1,1,0.1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,150,,,,False
blocker,,,,,0,0,0,0,0.4,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,151,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,152,,,,False
playsound,,$d_avg_phntsmbrek,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,153,,,,False
playsound,,$d_avg_phntsmglsbrek,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,154,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,0.8,,,,,,,,,,,,50,50,90,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,155,,,,False
blocker,,,,,0,255,255,255,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,156,,,,False
blocker,,,,,1,255,255,255,0.03,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,157,,,,False
blocker,,,,,0,255,255,255,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,158,,,,False
delay,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,159,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,0.5,,,,,,,,,,,,30,30,30,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,160,,,,False
playsound,,$char_Mon3tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,161,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""npc_10002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,162,,,,False
name,（激昂的咆哮）,,,,,,,,,,,,,,,,,,,,Mon3tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,163,（激昂的咆哮）,（激情の咆哮）,Mon3tr,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_1037_amiya3_1#6$3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,164,,,,False
name,凯尔希医生......这一次换我来保护您......,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,165,凯尔希医生......这一次换我来保护您......,ケルシードクター……今度は私があなたを守ります……,アーミヤ,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#7$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,166,,,,False
name,......！,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,......！,……！,プライセス,True
playsound,,$d_gen_surfacefrozen,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,true,sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,168,,,,False
delay,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,169,,,,False
stopsound,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,170,,,,False
playsound,,$d_avg_drkcludsthdr,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,true,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,171,,,,False
soundvolume,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,172,,,,False
stopsound,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,173,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,174,,,,False
blocker,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,175,,,,False
background,,,,,,,,,,,60_g15_rhodesabyss_off,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,176,,,,False
playsound,,$swordtsing4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,177,,,,False
effect,,,,,,,,,,,,,,,,,,,,,"$e_slash_01_l"",x = 68.2, y = 13.3,rox =73.1, roy =5.6, roz =-75.4, layer = 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,178,,,,False
delay,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,179,,,,False
playsound,,$swordtsing5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,180,,,,False
effect,,,,,,,,,,,,,,,,,,,,,"$e_slash_01_l"",x = -86.9, y = -27.5,rox =-74.9, roy =-15.2, roz =118.3, layer = 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,181,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,182,,,,False
blocker,,,,,0,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,183,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,avg_npc_521_1#1$1,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,0,184,,,,False
name,右侧五名，确认瘫痪。,,,,,,,,,,,,,,,,,,,,Mechanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,185,右侧五名，确认瘫痪。,右側の五名、麻痺を確認。,メカニスト,True
charslot,,,,,,,,,,,,,,,,,,,,,avg_4133_logos_1#1$1,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,0,186,,,,False
name,“殁亡”。,,,,,,,,,,,,,,,,,,,,Logos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,187,“殁亡”。,「死亡」。,ロゴス,True
playsound,,$d_avg_boneflute_low,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,188,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,189,,,,False
blocker,,,,,0.5,0,0,0,1.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,190,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,191,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,avg_017_huang_1#4$2,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,0,192,,,,False
name,看上去神神道道的，结果不还是把那些我们已经打败过一次的敌人再拉出来一遍嘛，没什么大不了的。,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,193,看上去神神道道的，结果不还是把那些我们已经打败过一次的敌人再拉出来一遍嘛，没什么大不了的。,なんか神がかって見えるけど、結局前に倒した敵をまた引っ張り出してきただけだろ、大したことじゃないさ。,コウ,True
charslot,,,,,,,,,,,,,,,,,,,,,avg_017_huang_1#5$2,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,0,194,,,,False
name,再吃我这招——,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,195,再吃我这招——,もう一発食らえ——,コウ,True
playsound,,$d_avg_clothmovement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,196,,,,False
charslot,,,,,,,,,,,,,,,,,,m,0.3,,,,,,,,,,,,,,,,,,,,,,,"0,0","-200,40",1,0,,,,,,,,,,,,,,,,,,,,,,,0,197,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,198,,,,False
blocker,,,,,1,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,199,,,,False
blocker,,,,,0,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,,,,False
charslot,,,,,,,,,,,,,,,,,,"r"", name = ""avg_npc_1727_1#1$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,,,,False
charslot,,,,,,,,,,,,,,,,,,"l"", name = ""avg_npc_1728_1#1$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,202,,,,False
delay,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,203,,,,False
blocker,,,,,0,255,255,255,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,204,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,1,,,,,,,,,,,,40,40,30,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,205,,,,False
playsound,,$e_atk_saw_n_2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,206,,,,False
blocker,,,,,1,255,255,255,0.03,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,207,,,,False
blocker,,,,,0,255,255,255,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,208,,,,False
playsound,,$e_atk_saw_n_1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,209,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,1,,,,,,,,,,,,40,40,30,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,210,,,,False
playsound,,$d_gen_explo_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,211,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,212,,,,False
blocker,,,,,1,0,0,0,0.05,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,213,,,,False
blocker,,,,,0,0,0,0,0.05,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,214,,,,False
blocker,,,,,1,0,0,0,0.05,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,215,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,216,,,,False
playsound,,$d_avg_shdwblwvr,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,217,,,,False
charslot,,,,,,,,,,,,,,,,,,,1.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,,,,False
delay,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,219,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,avg_017_huang_1#4$2,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,0,220,,,,False
name,是我的错觉吗？这里原地产生敌人的速度好像变慢了？,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,221,是我的错觉吗？这里原地产生敌人的速度好像变慢了？,気のせいか？ここで敵が生まれるスピードが遅くなった気がする？,コウ,True
charslot,,,,,,,,,,,,,,,,,,,,,avg_npc_1730_1#3$1,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,0,222,,,,False
name,这里是PRTS的核心系统，从一开始，它就是在读取我们以往面对过的敌人的数据并复制出来。,,,,,,,,,,,,,,,,,,,,Raidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,223,这里是PRTS的核心系统，从一开始，它就是在读取我们以往面对过的敌人的数据并复制出来。,ここはPRTSのコアシステムで、最初から私たちがかつて戦った敵のデータを読み込んで複製しているんだ。,ライディアン,True
name,但是现在它读取资料库数据的速度变慢了，似乎是受到了一些阻碍......,,,,,,,,,,,,,,,,,,,,Raidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,224,但是现在它读取资料库数据的速度变慢了，似乎是受到了一些阻碍......,でも今、そのデータベースからの読み込みが遅くなっている。何かの妨害を受けているらしい……,ライディアン,True
name,看来是博士那边的行动奏效了。,,,,,,,,,,,,,,,,,,,,Raidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,225,看来是博士那边的行动奏效了。,どうやらドクターの行動が効果を発揮したようだ。,ライディアン,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_4132_ascln_1#4$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,226,,,,False
name,抓紧这个机会，一举攻破它。,,,,,,,,,,,,,,,,,,,,阿斯卡纶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,227,抓紧这个机会，一举攻破它。,この機会を逃さず、一気に突破しましょう。,アスカロン,True
name,我们要到Abyss深处去......还有人在等着我们。,,,,,,,,,,,,,,,,,,,,阿斯卡纶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,228,我们要到Abyss深处去......还有人在等着我们。,私たちはAbyssの奥深くへ……まだ私たちを待っている人がいる。,アスカロン,True
stopmusic,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,229,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,230,,,,False
blocker,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,231,,,,False
name,Mon3tr，熔毁。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,232,Mon3tr，熔毁。,Mon3tr、メルトダウンを。,ケルシー,True
blocker,,,,,0,0,0,0,0.1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,233,,,,False
playsound,,$p_skill_chimera,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,234,,,,False
delay,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,235,,,,False
playsound,,$b_char_fireharm,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,236,,,,False
delay,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,237,,,,False
playsound,,$b_char_fireharm,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,238,,,,False
delay,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,239,,,,False
playsound,,$b_char_fireharm,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,240,,,,False
