command,text_orig,key,is_skippable,fit_mode,intro,volume,crossfade,delay,a,r,g,b,block,image,fadetime,time,name,name2,focus,Delay,duration,xstrength,ystrength,vibrato,randomness,afrom,rfrom,gfrom,bfrom,width,height,initr,x,y,xScale,yScale,xFrom,yFrom,xTo,yTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,fadeout,screenadapt,index,text,jp_text,jp_name,text_match
playsound,,$b_char_defboost,,,,0.5,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,False
playsound,,$d_gen_thunders_amb,,,,0.2,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,False
playsound,,$flashback,,,,0.2,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,,,False
camerashake,,,,,,,,,,,,,false,,,,,,,,0.5,10,12,30,90,,,,,,,,,,,,,,,,,,,,,,173,,,,False
blocker,,,,,,,,,0.3,1,0.4,0.4,true,,0.1,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,174,,,,False
blocker,,,,,,,,,0.3,1,0.4,0.4,true,,0.1,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,175,,,,False
blocker,,,,,,,,,0.1,1,0.4,0.1,true,,0.2,,,,,,,,,,,1,1,0.4,0.4,,,,,,,,,,,,,,,,,,176,,,,False
blocker,,,,,,,,,0.1,0,0,0,true,,0.3,,,,,,,,,,,0.8,1,1,1,,,,,,,,,,,,,,,,,,177,,,,False
blocker,,,,,,,,,0.1,0,0,0,true,,0.3,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,178,,,,False
blocker,,,,,,,,,0.1,,,,true,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,False
blocker,,,,,,,,,1,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,False
background,,,,,,,,,,,,,,bg_cher_8,0,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,181,,,,False
blocker,,,,,,,,,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,False
character,,,,,,,,,,,,,,,,,char_016_medic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,False
name,怎么......回事？,,,,,,,,,,,,,,,,医疗干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,怎么......回事？,な……何が……？,医療オペレーター,True
name,为什么整个广场......都被烧焦了？,,,,,,,,,,,,,,,,医疗干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,为什么整个广场......都被烧焦了？,どうして広場全体が……焼け焦げてるんだ？,医療オペレーター,True
name,刚刚......发生了......什么......？,,,,,,,,,,,,,,,,医疗干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,刚刚......发生了......什么......？,さっき……いったい……何が……？,医療オペレーター,True
name,呼......呼吸......好烫......我......,,,,,,,,,,,,,,,,医疗干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,呼......呼吸......好烫......我......,はあ……息が……熱い……私……,医療オペレーター,True
character,,,,,,,,,,,,,,,,,char_013_riop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,,,False
name,石块，弩箭，弓矢......,,,,,,,,,,,,,,,,近卫干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,石块，弩箭，弓矢......,石、ボルト、矢……,近衛オペレーター,True
name,都没了。,,,,,,,,,,,,,,,,近卫干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,都没了。,全部無くなっている。,近衛オペレーター,True
name,一瞬间......她周围的所有事物，全都都被燃烧殆尽......,,,,,,,,,,,,,,,,近卫干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,一瞬间......她周围的所有事物，全都都被燃烧殆尽......,一瞬で……あの人の周りのものがすべて焼き尽くされた……,近衛オペレーター,True
character,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,False
name,你们具备解放者该有的韧性。,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,你们具备解放者该有的韧性。,お前たちは解放者らしい強さを持っている。,タルラ,True
character,,,,,,,,,,,,,,,,,char_013_riop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,False
name,......连渣滓都没剩下。,,,,,,,,,,,,,,,,近卫干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,......连渣滓都没剩下。,……かすすら残っていない。,近衛オペレーター,True
character,,,,,,,,,,,,,,,,,char_148_nearl_1#3,char_002_amiya_1#7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,,,,False
name,阿米娅。你很清楚。,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,阿米娅。你很清楚。,アーミヤ。お前も分かっているだろう。,ニアール,True
character,,,,,,,,,,,,,,,,,char_148_nearl_1#3,char_002_amiya_1#7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,,,,False
name,——,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,——,——,アーミヤ,True
character,,,,,,,,,,,,,,,,,char_148_nearl_1#3,char_002_amiya_1#7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,False
name,必须有人，挡住她。,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,必须有人，挡住她。,誰かがあいつを止めなければならない。,ニアール,True
character,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,False
name,——但我厌烦了。,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,——但我厌烦了。,——だが、私は飽きた。,タルラ,True
character,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,,,,False
name,......,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,......,……,アーミヤ,True
character,,,,,,,,,,,,,,,,,char_148_nearl_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,,,,False
name,阿米娅！！,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,阿米娅！！,アーミヤ！！,ニアール,True
playsound,,$d_gen_thunders_amb,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,,False
playsound,,$b_char_defboost,,,,0.3,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,False
blocker,,,,,,,,,1,1,1,1,true,,0.5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,210,,,,False
dialog,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,False
blocker,,,,,,,,,1,0.9,0.4,0.3,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,,,False
image,,,,,,,,,,,,,,avg_11_1,0,,,,,,,,,,,,,,,,,,0,-50,1.3,1.3,,,,,,,,,,,215,,,,False
imagetween,,,,,,,,,,,,,false,,,,,,,,35,,,,,,,,,,,,,,,,-100,-50,0,0,1.3,1.3,1,1,,,216,,,,False
blocker,,,,,,,,,1,0.7,0.4,,true,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,,,False
blocker,,,,,,,,,0.1,0.2,0,0,true,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,,,,False
character,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,False
name,你们总要为杀害同胞而付出代价。,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,你们总要为杀害同胞而付出代价。,お前たちは同胞を殺した報いを受けねばならない。,タルラ,True
name,我将赐予你们一个我十分喜爱的结局。,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,我将赐予你们一个我十分喜爱的结局。,お前たちに私の気に入った結末を与えよう。,タルラ,True
name,——毁灭。,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,——毁灭。,——滅びだ。,タルラ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,,,,False
character,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,False
character,,,,,,,,,,,,,,,,,char_130_doberm_ex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,,,,False
name,糟了！！,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,糟了！！,まずい！！,ドーベルマン,True
name,走，走......快走！！,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,走，走......快走！！,行くぞ、早く……急げ！！,ドーベルマン,True
name,那种热量和规模......不行，不行！,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,那种热量和规模......不行，不行！,この熱量と規模じゃ……無理だ、無理だ！,ドーベルマン,True
name,保护阿米娅和博士！快！！,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,保护阿米娅和博士！快！！,アーミヤとドクターを守れ！急げ！！,ドーベルマン,True
character,,,,,,,,,,,,,,,,,char_148_nearl_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,,,False
name,来不及了——！,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,来不及了——！,もう間に合わない——！,ニアール,True
name,让我挡住她！！！,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,让我挡住她！！！,私があいつを止める！！！,ニアール,True
character,,,,,,,,,,,,,,,,,char_016_medic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,,,,False
name,啊啊！！,,,,,,,,,,,,,,,,医疗干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,啊啊！！,ああっ！！,医療オペレーター,True
stopmusic,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,,,,False
blocker,,,,,,,,,1,0.9,0.4,0.3,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,,,False
image,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,False
character,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,,,,False
background,,,,,,,,,,,,,,bg_light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,False
camerashake,,,,,,,,,,,,,false,,,,,,,,6,10,8,20,90,,,,,,,,,,,,,,,,,,,,true,,241,,,,False
blocker,,,,,,,,,0.7,0.95,0.95,0.95,true,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,,,,False
playsound,,$p_skill_chimera,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,False
blocker,,,,,,,,,0,1,1,1,true,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,False
blocker,,,,,,,,,0,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,False
blocker,,,,,,,,,1,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,,,,False
character,,,,,,,,,,,,,,,,,char_016_medic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,,,,False
name,......,,,,,,,,,,,,,,,,医疗干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,......,……,医療オペレーター,True
name,......嗯？？？,,,,,,,,,,,,,,,,医疗干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,......嗯？？？,……ん？？？,医療オペレーター,True
blocker,,,,,,,,,0,1,1,1,true,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,,,,False
name,阿......阿米娅？,,,,,,,,,,,,,,,,医疗干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,阿......阿米娅？,あ、アーミヤ？,医療オペレーター,True
character,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,,,False
name,不会让你伤害他们的。,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,不会让你伤害他们的。,あなたには皆さんを傷つけさせません。,アーミヤ,True
delay,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,,,,False
character,,,,,,,,,,,,,,,,,char_011_talula_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,False
name,......,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,......,……,タルラ,True
blocker,,,,,,,,,1,0,0,0,true,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,,,,False
image,,,,,,,,,,,,,,bg_1_reflect,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coverall,263,,,,False
blocker,,,,,,,,,0,0,0,0,true,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,,,False
name,我不会......允许你这么做的！,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,我不会......允许你这么做的！,私は……あなたの好きにはさせません！,アーミヤ,True
playmusic,,$m_bat_game02_loop,,,$m_bat_game02_intro,0.8,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,,,,False
camerashake,,,,,,,,,,,,,false,,,,,,,,6,10,8,20,90,,,,,,,,,,,,,,,,,,,,true,,269,,,,False
blocker,,,,,,,,,0.7,0.95,0.95,0.95,true,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,,,,False
blocker,,,,,,,,,0,0.95,0.95,0.95,true,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,False
playsound,,$p_skill_spiritexplo,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,,,False
blocker,,,,,,,,,0,1,1,1,true,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,,,False
blocker,,,,,,,,,0,1,1,1,true,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,,,,False
character,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,,,,False
character,,,,,,,,,,,,,false,,1,,char_011_talula_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,,,,False
blocker,,,,,,,,,1,1,1,1,true,,0.3,,,,,,,,,,,,0.8,0.8,0.8,,,,,,,,,,,,,,,,,,286,,,,False
blocker,,,,,,,,,1,0,0,0,true,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,,False
image,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,False
blocker,,,,,,,,,0,0,0,0,true,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,,,False
blocker,,,,,,,,,1,1,1,1,true,,0.3,,,,,,,,,,,,0.8,0.8,0.8,,,,,,,,,,,,,,,,,,290,,,,False
blocker,,,,,,,,,1,0,0,0,true,,0.2,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,291,,,,False
blocker,,,,,,,,,1,0,0,0,true,,0.2,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,292,,,,False
blocker,,,,,,,,,1,0,0,0,false,,0.2,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,293,,,,False
blocker,,,,,,,,,0,,,,true,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,False
name,————哦？,,,,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,————哦？,————ほう？,タルラ,True
delay,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,,,,False
character,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,False
playsound,,$d_gen_thunders_amb,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,,,False
playsound,,$b_char_defboost,,,,0.5,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,False
playsound,,$d_gen_thunders_amb,,,,0.2,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,301,,,,False
playsound,,$flashback,,,,0.2,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,302,,,,False
camerashake,,,,,,,,,,,,,false,,,,,,,,0.5,10,12,30,90,,,,,,,,,,,,,,,,,,,,,,303,,,,False
blocker,,,,,,,,,0.3,1,0.4,0.4,true,,0.1,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,304,,,,False
blocker,,,,,,,,,0.3,1,0.4,0.4,true,,0.1,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,305,,,,False
blocker,,,,,,,,,0.1,1,0.4,0.1,true,,0.2,,,,,,,,,,,1,1,0.4,0.4,,,,,,,,,,,,,,,,,,306,,,,False
blocker,,,,,,,,,0.1,0,0,0,true,,0.3,,,,,,,,,,,0.8,1,1,1,,,,,,,,,,,,,,,,,,307,,,,False
blocker,,,,,,,,,0.1,0,0,0,true,,0.3,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,308,,,,False
blocker,,,,,,,,,0.1,,,,true,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,False
camerashake,,,,,,,,,,,,,false,,,,,,,,6,10,8,20,90,,,,,,,,,,,,,,,,,,,,true,,311,,,,False
blocker,,,,,,,,,0.7,0.95,0.95,0.95,true,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,,,,False
playsound,,$p_skill_chimera,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,,,,False
blocker,,,,,,,,,0,1,1,1,true,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,,,,False
blocker,,,,,,,,,0,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,,,,False
blocker,,,,,,,,,0.8,1,0.4,0.5,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,,,,False
blocker,,,,,,,,,0,1,1,1,true,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,,,,False
blocker,,,,,,,,,1,0,0,0,true,,0.2,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,327,,,,False
blocker,,,,,,,,,1,0,0,0,true,,0.2,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,328,,,,False
blocker,,,,,,,,,1,0,0,0,false,,0.2,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,329,,,,False
name,咕......,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,咕......,くっ……,アーミヤ,True
name,必须......让大家......！,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,必须......让大家......！,みんなを……絶対に……！,アーミヤ,True
camerashake,,,,,,,,,,,,,false,,,,,,,,6,10,8,20,90,,,,,,,,,,,,,,,,,,,,true,,332,,,,False
blocker,,,,,,,,,0.7,0.95,0.95,0.95,true,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,,,,False
blocker,,,,,,,,,0,0.95,0.95,0.95,true,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,,,False
playsound,,$p_skill_spiritexplo,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,False
blocker,,,,,,,,,0,1,1,1,true,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,False
character,,,,,,,,,,,,,,,,,char_002_amiya_1#9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,,,,False
blocker,,,,,,,,,0.8,0,0,0,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,,,False
blocker,,,,,,,,,0.8,1,1,1,true,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,,,,False
blocker,,,,,,,,,0,1,1,1,true,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,,,,False
character,,,,,,,,,,,,,,,,,char_148_nearl_1#8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,False
delay,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,,,,False
character,,,,,,,,,,,,,,,,,char_148_nearl_1#3,char_130_doberm_ex,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,,,,False
name,阿米娅她一个人......挡下了敌人的法术......？,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,阿米娅她一个人......挡下了敌人的法术......？,アーミヤ、一人で……敵の術を受け止めたのか……？,ドーベルマン,True
character,,,,,,,,,,,,,,,,,char_148_nearl_1#3,char_130_doberm_ex,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,,,,False
name,不行......那力量太庞大了......！,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,不行......那力量太庞大了......！,無理だ……あの力は強すぎる……！,ニアール,True
name,哪怕是阿米娅......,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,哪怕是阿米娅......,アーミヤでも……,ニアール,True
name,哪怕是阿米娅也撑不了多久的！,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,哪怕是阿米娅也撑不了多久的！,アーミヤでも、長くは持たないぞ！,ニアール,True
character,,,,,,,,,,,,,,,,,char_016_medic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,,,,False
