command,text_orig,key,is_skippable,fit_mode,screenadapt,image,fadetime,block,intro,volume,crossfade,delay,time,name,name2,focus,duration,xstrength,ystrength,vibrato,randomness,fadeout,a,r,g,b,x,y,xScale,yScale,xFrom,yFrom,xTo,yTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,options,values,references,option_number,index,text,jp_text,jp_name,text_match
character,,,,,,,,,,,,,,char_1002_nsabr_1,char_1002_nsabr_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,141,,,,False
name,梅菲斯特是个混蛋，他不一定。,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,142,梅菲斯特是个混蛋，他不一定。,メフィストはクズだ、あいつには分からないさ。,統合運動のメンバー,True
character,,,,,,,,,,,,,,char_1508_Faust_1#1,char_1002_nsabr_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,143,,,,False
name,......,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,144,......,……,ファウスト,True
name,从这里走，快。幻影弩手会保护你们。,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,145,从这里走，快。幻影弩手会保护你们。,ここから行け、急げ。ファントムボウマンが君たちを守る。,ファウスト,True
character,,,,,,,,,,,,,,char_1508_Faust_1#1,char_1002_nsabr_2,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,146,,,,False
name,知道了。,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,147,知道了。,分かった。,統合運動のメンバー,True
name,谢谢......等，等下！,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,148,谢谢......等，等下！,ありがとう……あっ、ま、待って！,統合運動のメンバー,True
name,当心！！,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,149,当心！！,気をつけろ！！,統合運動のメンバー,True
character,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,150,,,,False
name,——源石投掷物？,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,151,——源石投掷物？,——源石投擲物か？,ファウスト,True
name,快走！牧群的目标是你们！,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,152,快走！牧群的目标是你们！,早く行け！群れの標的は君たちだ！,ファウスト,True
blocker,,,,,,,1,true,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,0,153,,,,False
background,,,,,coverall,bg_uptown_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,154,,,,False
blocker,,,,,,,1,true,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,0,155,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#7,char_367_swllow_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,156,,,,False
name,灰喉，敌人的动向很奇怪。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,157,灰喉，敌人的动向很奇怪。,グレイソー、敵の動きが妙だわ。,アーミヤ,True
name,重装干员会尽力维持阵线，我们术师着重削减敌人的数量，有法术能力的感染者，就交给你和其他狙击干员处理了。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,158,重装干员会尽力维持阵线，我们术师着重削减敌人的数量，有法术能力的感染者，就交给你和其他狙击干员处理了。,重装オペレーターは陣線維持に努める、私たち術師は敵の数を減らすことを重視。術能力を持つ感染者は、あなたと他の狙撃オペレーターに任せるわ。,アーミヤ,True
character,,,,,,,,,,,,,,char_002_amiya_1#7,char_367_swllow_1,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,159,,,,False
name,我射杀感染者，也是可以容许的吗？,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,160,我射杀感染者，也是可以容许的吗？,私が感染者を撃ち殺しても、許されるの？,グレイソー,True
character,,,,,,,,,,,,,,char_002_amiya_1#4,char_367_swllow_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,161,,,,False
name,灰喉......,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,162,灰喉......,グレイソー……,アーミヤ,True
character,,,,,,,,,,,,,,char_002_amiya_1#7,char_367_swllow_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,163,,,,False
name,有可能的话，我不容许任何人伤害感染者。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,164,有可能的话，我不容许任何人伤害感染者。,可能なら、誰にも感染者を傷つけてほしくないわ。,アーミヤ,True
name,只是，我是不是允许别人这么做，别人是不是允许感染者伤害其他人......,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,165,只是，我是不是允许别人这么做，别人是不是允许感染者伤害其他人......,でも、私が他の人がそうするのを許すか、あるいは他の人が感染者に傷つけられるのを許すか……,アーミヤ,True
name,没有任何意义。这些学说在战场上没有意义。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,166,没有任何意义。这些学说在战场上没有意义。,それには何の意味もない。そういう学説は戦場じゃ意味がない。,アーミヤ,True
name,如果真的有可能，没人应该伤害他人。无论是感染者还是普通人，都一样。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,如果真的有可能，没人应该伤害他人。无论是感染者还是普通人，都一样。,本当にできることなら、誰も誰かを傷つけてはいけない。感染者でも普通の人でも、同じよ。,アーミヤ,True
character,,,,,,,,,,,,,,char_002_amiya_1#7,char_367_swllow_1#3,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,168,,,,False
name,......,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,169,......,……,グレイソー,True
name,我会照做。,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,170,我会照做。,分かりました、従います。,グレイソー,True
character,,,,,,,,,,,,,,char_002_amiya_1#1,char_367_swllow_1#3,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,171,,,,False
name,嘉维尔会为我们提供医疗支援，所以......注意自己的状况，别受伤。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,172,嘉维尔会为我们提供医疗支援，所以......注意自己的状况，别受伤。,ガヴィルが医療支援をしてくれるから……自分の体調に気をつけて、怪我しないように。,アーミヤ,True
character,,,,,,,1,true,,,,,,avg_npc_015,avg_npc_015,,,,,,,,,,,,,,,,,,,,,,,,,,,0,173,,,,False
delay,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,174,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,175,,,,False
name,......奇怪？那些是......梅菲斯特的牧群......？,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,176,......奇怪？那些是......梅菲斯特的牧群......？,……おかしい？あれは……メフィストの群れ……？,アーミヤ,True
name,但我......我怎么一点情感都感受不到？,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,177,但我......我怎么一点情感都感受不到？,でも私……全然感情が感じられない？,アーミヤ,True
name,不对。不对！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,178,不对。不对！,違う、違う！,アーミヤ,True
character,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,179,,,,False
name,灰喉，快下来！事情不对！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,180,灰喉，快下来！事情不对！,グレイソー、すぐ下りて！様子がおかしい！,アーミヤ,True
character,,,,,,,,,,,,,,char_002_amiya_1#7,char_367_swllow_1#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,181,,,,False
name,它们......竟然在拔出身上的源石？,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,182,它们......竟然在拔出身上的源石？,あいつら……自分の体から源石を引き抜いている？,グレイソー,True
character,,,,,,,,,,,,,,char_002_amiya_1#7,char_367_swllow_1#4,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,183,,,,False
name,灰喉！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,184,灰喉！,グレイソー！,アーミヤ,True
blocker,,,,,,,1,true,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,0,185,,,,False
blocker,,,,,,,1,true,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,0,186,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,187,,,,False
name,博士！你没事吧？,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,188,博士！你没事吧？,ドクター！無事か？,ホシグマ,True
decision,我没事！你小心！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我没事！你小心！,1,,1,189,我没事！你小心！,私は大丈夫！君も気をつけて！,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,190,,,,False
character,,,,,,,,,,,,,,char_017_homura_3#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,191,,,,False
name,哪冒出来这么多牧群？动作都完全变了！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,192,哪冒出来这么多牧群？动作都完全变了！,どこからこんなに群れが出てきた？動きがまるで変わってる！,ホシグマ,True
name,算了，你那位置还算比较安全！待在那别动！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,193,算了，你那位置还算比较安全！待在那别动！,まあとにかく、そこの場所はまだ比較的安全だ！動くな、そのままでいろ！,ホシグマ,True
name,我先把这些东西都解决了再说！,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,194,我先把这些东西都解决了再说！,まずはこいつらを全部片付けてからだ！,ホシグマ,True
blocker,,,,,,,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,195,,,,False
