command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,screenadapt,intro,volume,crossfade,delay,name,time,duration,xstrength,ystrength,vibrato,randomness,fadeout,name2,focus,options,values,references,option_number,index,text,jp_text,jp_name,text_match
name,那就不要怪我们下手狠了！你没看到我们背后那些怪物吗！快些逃啊！！,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,0,188,那就不要怪我们下手狠了！你没看到我们背后那些怪物吗！快些逃啊！！,それなら、容赦しないからな！俺たちの背後のモンスターが見えないのか！早く逃げろ！！,レユニオンの構成員,True
name,哪有什么怪物？！,,,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,0,189,哪有什么怪物？！,モンスターなんてどこにいる？！,近衛局のメンバー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,190,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,191,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,0,192,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,193,,,,False
background,,,,,,,,,,,bg_building_3,coverall,,,,,,,,,,,,,,,,,,0,194,,,,False
blocker,,,,,0,,,,1,true,,,,,,,,,,,,,,,,,,,,0,195,,,,False
character,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,0,196,,,,False
name,看到那批正在穿小巷的整合运动没？他们好像在进攻龙门人的阵线欸。那几个龙门人应该撑不太久......,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,197,看到那批正在穿小巷的整合运动没？他们好像在进攻龙门人的阵线欸。那几个龙门人应该撑不太久......,あの小路を進んでいるレユニオンの一団、見えるか？彼ら、どうもロンメンの陣地を攻めているみたいだ。あの数人のロンメン人じゃ、長くはもたなさそうだな……。,ファイヤーウォッチ,True
name,给我规划条路线呗。,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,198,给我规划条路线呗。,ルートをひとつ考えてくれ。,ファイヤーウォッチ,True
decision,正常的还是......,,,,,,,,,,,,,,,,,,,,,,,,,,正常的还是......,1;2;3,,1,199,正常的还是......,普通のルートにするか……,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,200,,,,False
character,,,,,,,,,,,,,,,,,char_017_homura_3#8,,,,,,,,,,,,,0,201,,,,False
name,当然是最快的啦！,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,202,当然是最快的啦！,もちろん一番速いルートで頼む！,ファイヤーウォッチ,True
name,别那个表情嘛。扛着你跳上跳下，这也不是第一次了。,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,203,别那个表情嘛。扛着你跳上跳下，这也不是第一次了。,そんな顔するなよ。お前を担いで跳んだりするの、これが初めてでもないだろ。,ファイヤーウォッチ,True
name,好！把那群整合运动揍趴下，顺带帮一把那些龙门人吧！,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,204,好！把那群整合运动揍趴下，顺带帮一把那些龙门人吧！,よし！あのレユニオンのやつらをぶちのめして、ついでにロンメン人も助けてやろうぜ！,ファイヤーウォッチ,True
delay,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,0,205,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,206,,,,False
blocker,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,0,207,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,208,,,,False
