command,text_orig,key,is_skippable,fit_mode,image,width,height,fadetime,intro,volume,crossfade,delay,time,name,a,initr,r,g,b,block,duration,xstrength,ystrength,vibrato,randomness,fadeout,afrom,rfrom,gfrom,bfrom,name2,focus,xScale,yScale,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,yTO,screenadapt,x,y,tiled,index,text,jp_text,jp_name,text_match
name,上来！快！抱稳我！,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,上来！快！抱稳我！,早く！　しっかり掴まって！,？？？,True
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,char_219_meteo_1,1,,,,,,,,,,,,177,,,,False
name,......陨......星？,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,......陨......星？,……エク……シア？,フロストリーフ,True
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,char_219_meteo_1,2,,,,,,,,,,,,179,,,,False
name,你逞什么英雄！,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,你逞什么英雄！,なんで無茶するんだよ！,エクシア,True
name,我有蠢到，会眼睁睁的看着你送命吗！,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,我有蠢到，会眼睁睁的看着你送命吗！,私がそんなバカで、君が死ぬのを見ているとでも思ってるのか！,エクシア,True
blocker,,,,,,,,0.1,,,,,,,1,,1,1,1,true,,,,,,,0,0,0,0,,,,,,,,,,,,,,182,,,,False
playsound,,$d_gen_explo_n,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,False
blocker,,,,,,,,1.5,,,,,,,0,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,184,,,,False
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,char_219_meteo_1,1,,,,,,,,,,,,185,,,,False
name,放我下来......我又不是什么......小动物......,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,放我下来......我又不是什么......小动物......,降ろしてよ……私は別に……小動物じゃないんだし……,フロストリーフ,True
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,char_219_meteo_1,2,,,,,,,,,,,,187,,,,False
name,我可是不会松手的！,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,我可是不会松手的！,絶対に離さないから！,エクシア,True
blocker,,,,,,,,0.1,,,,,,,1,,1,1,1,true,,,,,,,0,0,0,0,,,,,,,,,,,,,,189,,,,False
playsound,,$d_gen_surfacefrozen,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,False
blocker,,,,,,,,1.5,,,,,,,0,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,191,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,,1,10,12,30,90,true,,,,,,,,,,,,,,,,,,192,,,,False
character,,,,,,,,,,,,,,char_219_meteo_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,,False
name,阿米娅！杰西卡！！,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,阿米娅！杰西卡！！,アーミヤ！ジェシカ！！,エクシア,True
character,,,,,,,,,,,,,,char_259_Jessica_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,False
name,......好！,,,,,,,,,,,,,杰西卡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,......好！,……わかった！,ジェシカ,True
name,大家！快撤退！,,,,,,,,,,,,,杰西卡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,大家！快撤退！,みんな！急いで撤退！,ジェシカ,True
character,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,char_219_meteo_1,1,,,,,,,,,,,,198,,,,False
name,陨星，带霜叶先走，我掩护你们！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,陨星，带霜叶先走，我掩护你们！,エクシア、フロストリーフを連れて先に行って！私が援護するから！,アーミヤ,True
character,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,char_219_meteo_1,2,,,,,,,,,,,,200,,,,False
name,我明白了！,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,我明白了！,了解した！,エクシア,True
blocker,,,,,,,,0.1,,,,,,,1,,1,1,1,true,,,,,,,0,0,0,0,,,,,,,,,,,,,,202,,,,False
playsound,,$d_gen_surfacefrozen,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,,,,False
blocker,,,,,,,,1.5,,,,,,,0,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,204,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,,1,10,12,30,90,true,,,,,,,,,,,,,,,,,,205,,,,False
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,char_219_meteo_1,1,,,,,,,,,,,,206,,,,False
name,......咕......,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,......咕......,……ぐっ……,フロストリーフ,True
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,char_219_meteo_1,2,,,,,,,,,,,,208,,,,False
name,哈，哈......咳哈......,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,哈，哈......咳哈......,はぁ、はぁ……ゴホッ……,エクシア,True
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,char_219_meteo_1#3,2,,,,,,,,,,,,210,,,,False
name,霜叶......撑下去......！,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,霜叶......撑下去......！,フロストリーフ……持ちこたえて……！,エクシア,True
name,别死......可别死了！！,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,别死......可别死了！！,死ぬな……絶対に死なないで！！,エクシア,True
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,char_219_meteo_1#3,1,,,,,,,,,,,,213,,,,False
name,别担心......我的命......还挺硬的。,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,别担心......我的命......还挺硬的。,心配するな……命は……まだ丈夫だよ。,フロストリーフ,True
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,char_219_meteo_1,2,,,,,,,,,,,,215,,,,False
name,你也是......阿米娅也是！怎么一个两个都是这样！,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,你也是......阿米娅也是！怎么一个两个都是这样！,君も……アーミヤも！なんでみんなこんな無茶ばかり！,エクシア,True
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,char_219_meteo_1#5,2,,,,,,,,,,,,217,,,,False
name,再怎么逞强......你们也只是孩子而已啊！,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,再怎么逞强......你们也只是孩子而已啊！,どんなに強がっても……君たちはまだ子どもなんだぞ！,エクシア,True
playsound,,$d_gen_surfacefrozen,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,False
blocker,,,,,,,,0.1,,,,,,,1,,1,1,1,true,,,,,,,0,0,0,0,,,,,,,,,,,,,,220,,,,False
blocker,,,,,,,,1.5,,,,,,,0,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,221,,,,False
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,char_219_meteo_1#5,1,,,,,,,,,,,,222,,,,False
name,还把我当孩子......,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,还把我当孩子......,まだ子ども扱いか……,フロストリーフ,True
name,......那我要是死了，救了你们几个，不还蛮值的吗。,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,......那我要是死了，救了你们几个，不还蛮值的吗。,……もし死んでも、君たちを救えたんなら、まあ悪くないかもね。,フロストリーフ,True
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,char_219_meteo_1#3,2,,,,,,,,,,,,225,,,,False
playsound,,$d_gen_explo_n,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,,,,False
name,你——你给我记住了！下次你再这么做......,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,你——你给我记住了！下次你再这么做......,君――覚えておけよ！次またそんなことしたら……,エクシア,True
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,char_219_meteo_1#5,2,,,,,,,,,,,,228,,,,False
name,再这么做......我就......,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,再这么做......我就......,今度やったら……私は……,エクシア,True
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,char_219_meteo_1#5,1,,,,,,,,,,,,230,,,,False
name,哈......对不起。,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,哈......对不起。,はぁ……ごめん。,フロストリーフ,True
name,跑起来吧，陨星。,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,跑起来吧，陨星。,走こう、エクシア。,フロストリーフ,True
blocker,,,,,,,,0.1,,,,,,,1,,1,1,1,true,,,,,,,0,0,0,0,,,,,,,,,,,,,,233,,,,False
blocker,,,,,,,,1.5,,,,,,,0,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,234,,,,False
playsound,,$d_sp_ballista,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,,1,10,12,30,90,true,,,,,,,,,,,,,,,,,,236,,,,False
character,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,False
name,别......回头......！,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,别......回头......！,振り向かないで……！,フロストリーフ,True
character,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,,,,False
name,走！快走！！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,走！快走！！,行こう！早く！！,アーミヤ,True
name,撤出当前区域！优先保护伤员和医疗干员！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,撤出当前区域！优先保护伤员和医疗干员！,このエリアから撤退！負傷者とメディックを最優先で守って！,アーミヤ,True
name,狙击小队......！瞄准整合运动符号，射击！！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,狙击小队......！瞄准整合运动符号，射击！！,スナイパーチーム……！レユニオンの標識を狙って射撃！！,アーミヤ,True
name,破坏它的结构！解体整栋大楼！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,破坏它的结构！解体整栋大楼！,構造を破壊して！　建物全体を崩して！,アーミヤ,True
playsound,,$d_gen_explo_n,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,,,,False
blocker,,,,,,,,0.1,,,,,,,1,,1,1,1,true,,,,,,,0,0,0,0,,,,,,,,,,,,,,245,,,,False
blocker,,,,,,,,1.5,,,,,,,0,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,246,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,,1,15,18,30,90,true,,,,,,,,,,,,,,,,,,247,,,,False
name,咳，咳......,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,咳，咳......,ゴホ、ゴホ……,アーミヤ,True
name,爆炸引起的雾气更浓了——！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,爆炸引起的雾气更浓了——！,爆発で霧がもっと濃くなった――！,アーミヤ,True
name,趁现在！动作快！！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,趁现在！动作快！！,今のうちに！急いで！！,アーミヤ,True
name,全员撤出广场区域！！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,全员撤出广场区域！！,全員、広場エリアから撤退！！,アーミヤ,True
blocker,,,,,,,,1.5,,,,,,,1,2,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,252,,,,False
character,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,,,,False
playsound,,$d_gen_soldiersrun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,,,,False
blocker,,,,,,,,1.5,,,,,,,0,,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,255,,,,False
character,,,,,,,,,,,,,,char_1505_frstar_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,False
delay,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,,,False
name,逃掉了——吗。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,逃掉了——吗。,逃げられた――か。,フロストノヴァ,True
blocker,,,,,,,,0.1,,,,,,,0.7,,0.6,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,259,,,,False
blocker,,,,,,,,0.8,,,,,,,0,,0.6,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,260,,,,False
blocker,,,,,,,,0.1,,,,,,,0.7,,0.6,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,261,,,,False
blocker,,,,,,,,0.8,,,,,,,0,,0.6,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,262,,,,False
blocker,,,,,,,,0.2,,,,,,,1,,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,263,,,,False
name,咳......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,咳......,ゴホ……,フロストノヴァ,True
name,咳咳......,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,咳咳......,ゴホゴホ……,フロストノヴァ,True
blocker,,,,,,,,0.25,,,,,,,0,,0.6,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,266,,,,False
name,————,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,————,――――,フロストノヴァ,True
background,,,,,,,,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,268,,,,False
name,你看了多久？,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,你看了多久？,どれくらい見ていた？,フロストノヴァ,True
character,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,,,,False
name,几分钟。,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,几分钟。,数分だ。,？？？,True
name,这些战士值得称赞。,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,这些战士值得称赞。,彼らは称賛に値する戦士たちだ。,？？？,True
character,,,,,,,,,,,,,,char_1505_frstar_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,,False
name,哼。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,哼。,ふん。,フロストノヴァ,True
character,,,,,,,,0.5,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,275,,,,False
delay,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,,,,False
image,,,,,avg_40_3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,277,,,,False
imagetween,,,,,avg_40_3,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,1,1,1.2,1.2,600,,,,,278,,,,False
name,小心。,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,小心。,気をつけて。,？？？,True
name,你的身体状况不理想。,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,你的身体状况不理想。,体調が良くないぞ。,？？？,True
name,——用不着你来提醒。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,——用不着你来提醒。,――君に言われなくてもいい。,フロストノヴァ,True
name,做你该做的事吧，老顽固。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,做你该做的事吧，老顽固。,自分のやるべきことをやれ、じじい。,フロストノヴァ,True
image,,,,,,,,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,283,,,,False
name,我要去追击罗德岛了。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,我要去追击罗德岛了。,私はロドスを追いかける。,フロストノヴァ,True
name,在清剿他们之后，我们才能.....,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,在清剿他们之后，我们才能.....,彼らを掃討した後で、私たちは……,フロストノヴァ,True
name,去......龙门。,,,,,,,,,,,,,霜星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,去......龙门。,……龍門へ行く。,フロストノヴァ,True
name,......,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,......,……,？？？,True
delay,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,False
playsound,,$d_gen_soldiersrun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,,,False
playsound,,$d_gen_soldiersrun,,,,,,,,0.6,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,false,3,0,4,12,90,,,,,,,,,,,,,,,,,,,291,,,,False
background,,,,,bg_cher_3,1,1,0.6,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,coverall,,,,292,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,False
name,呼......,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,呼......,ふう……,アーミヤ,True
name,呼............,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,呼............,ふう…………,アーミヤ,True
name,马上，就能到达撤退点了。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,马上，就能到达撤退点了。,もうすぐ撤退ポイントに到着できる。,アーミヤ,True
name,博士，我们......,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,博士，我们......,ドクター、私たちは……,アーミヤ,True
playmusic,,$escape_loop,,,,,,,$escape_intro,0.8,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,False
character,,,,,,,,,,,,,,char_219_meteo_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,,,False
name,......阿米娅！！和近卫局的通讯，已经连上了！！,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,......阿米娅！！和近卫局的通讯，已经连上了！！,……アーミヤ！！ガード局と通信が繋がった！！,エクシア,True
name,紧急通讯！！,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,紧急通讯！！,緊急通信！！,エクシア,True
character,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,,,,False
name,陈长官！！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,陈长官！！,チェン長官！！,アーミヤ,True
character,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,304,,,,False
name,......听......好......？,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,......听......好......？,……聞こえ……るか……？,チェン,True
character,,,,,,,,,,,,,,char_002_amiya_1#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,,,,False
name,陈长官？你听得清楚吗？,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,陈长官？你听得清楚吗？,チェン長官？こちらの声は聞こえますか？,アーミヤ,True
character,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,False
blocker,,,,,,,,1,,,,,,,1,2,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,309,,,,False
name,......龙门...........,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,......龙门...........,……龍門……,チェン,True
character,,,,,,,,,,,,,,char_002_amiya_1#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,,,,False
name,——————什么？！,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,——————什么？！,――――何ですって？！,アーミヤ,True
character,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,,,,False
background,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,,,,False
image,,,,,avg_40_4,,,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,315,,,,False
blocker,,,,,,,,1,,,,,,,0,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,316,,,,False
delay,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,,,,False
name,——我已经安全了。,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,——我已经安全了。,――私はもう安全だ。,チェン,True
name,但......,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,但......,でも……,チェン,True
blocker,,,,,,,,0.6,,,,,,,1,,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,320,,,,False
name,......,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,......,……,チェン,True
name,......整合运动已经攻占了近卫局的一处重要设施，正在强行打开贫民区与外城的通路。,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,......整合运动已经攻占了近卫局的一处重要设施，正在强行打开贫民区与外城的通路。,……レユニオンがガード局の重要施設を占拠し、スラムと外城の通路を強制的に開こうとしている。,チェン,True
character,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,,,,False
image,,,,,avg_ep04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,coverall,0,0,,324,,,,False
blocker,,,,,,,,0.6,,,,,,,0,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,325,,,,False
name,阿米娅......,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,阿米娅......,アーミヤ……,チェン,True
name,龙门......危险了。,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,龙门......危险了。,龍門が……危ない。,チェン,True
blocker,,,,,,,,0.6,,,,,,,1,,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,328,,,,False
image,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,,,,False
blocker,,,,,,,,0.6,,,,,,,0,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,330,,,,False
delay,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,,,,False
blocker,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,332,,,,False
blocker,,,,,,,,0.4,,,,,,,0,2,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,333,,,,False
name,............,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,............,…………,,True
delay,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,False
image,,,,,item_tll,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.3,,,,,,,,,,336,,,,False
imagetween,,,,,item_tll,,,,,,,,,,,,,,,false,25,,,,,,,,,,,,,,,,1.0,1.0,,,,,true,337,,,,False
name,W成功吸引了龙门和罗德岛的注意，把他们诱进了圈套。,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,W成功吸引了龙门和罗德岛的注意，把他们诱进了圈套。,Wは龍門とロドスの注意を引きつけて、彼らを罠に誘い込むことに成功した。,メフィスト,True
name,是的。他们逃不回去。浮士德和弑君者已经破坏了一处防御——,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,是的。他们逃不回去。浮士德和弑君者已经破坏了一处防御——,ああ、彼らは戻れない。ファウストとキングスレイヤーが防御を一つ破壊した――,メフィスト,True
name,按照你说的，这会是我们进入龙门的突破口。,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,按照你说的，这会是我们进入龙门的突破口。,君の言う通り、これが僕らが龍門へ侵入する突破口になる。,メフィスト,True
name,我们将在每一处要害都设下埋伏，用他们的鲜血染红从这里到龙门的整条道路。,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,我们将在每一处要害都设下埋伏，用他们的鲜血染红从这里到龙门的整条道路。,要所に全て罠を張ろう。彼らの血で、ここから龍門までの道を赤く染めてやる。,メフィスト,True
name,是的，爱国者也快回到切尔诺伯格了。,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,是的，爱国者也快回到切尔诺伯格了。,ああ、パトリオットもすぐチェルノボーグに戻ってくる。,メフィスト,True
name,这样就万无一失了。,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,这样就万无一失了。,これで完璧だ。,メフィスト,True
playmusic,,$darkness02_loop,,,,,,,$darkness02_intro,1,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,,,,False
delay,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,False
name,还有什么吩咐吗，塔露拉。,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,还有什么吩咐吗，塔露拉。,他に指示はあるかい、タルラ。,メフィスト,True
delay,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,,,False
name,————,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,————,――――,タルラ,True
delay,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,,,,False
name,是时候了————,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,是时候了————,時は来た――――,タルラ,True
name,让这腐败的城市，化为灰烬。,,,,,,,,,,,,,塔露拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,让这腐败的城市，化为灰烬。,この腐敗した都市を、灰燼に還そう。,タルラ,True
